pl_name,hostname,is_control,radius_earth,radius_error_plus,radius_error_minus,catalogue_mass_value_earth,catalogue_mass_class,catalogue_mass_accepted_as_independent,mass_use_reason,hz_conservative_probability,earth2_rank,label,independent_mass_used,covariance_status,mass_radius_correlation,p_rocky_rogers_radius_only,wolfgang_mass_location_earth,wolfgang_intrinsic_scatter_earth,wolfgang_prediction_is_dynamical_mass,zeng_supported_draw_fraction,p_rocky_zeng_fe_si_envelope,p_requires_volatiles_zeng,p_consistent_with_terrestrial_composition_zeng,p_too_dense_for_zeng_cmf_0_to_0p4,otegi_supported_draw_fraction,p_rocky_otegi_equal_prior,p_rocky_otegi_scatter_0p10dex,p_rocky_otegi_scatter_0p30dex,p_rocky_model_min,p_rocky_model_max,p_rocky_model_range,n_rocky_models_supported,composition_evidence_scope
TOI-1670 b,TOI-1670,False,2.06,0.19,-0.15,41.31769291,upper_limit,False,mass excluded: only true measured masses support composition inference,0,4379,MODEL-INFERRED,False,unavailable_assumed_zero,,0.1085653714,6.908617536,1.9,False,0,,,,,0,,,,0.1085653714,0.1085653714,,1,radius_only_baseline
HD 95735 c,GJ 411,False,3.76,,,13.6,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,4380,MODEL-INFERRED,False,unavailable_assumed_zero,,2.039908728e-05,15.10455596,1.9,False,0,,,,,0,,,,2.039908728e-05,2.039908728e-05,,1,radius_only_baseline
Kepler-1158 b,Kepler-1158,False,2.34,0.46,-0.46,6.08,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4381,MODEL-INFERRED,False,unavailable_assumed_zero,,0.1003239887,8.153505693,1.9,False,0,,,,,0,,,,0.1003239887,0.1003239887,,1,radius_only_baseline
TIC 270471727 b,TIC 270471727,False,2.75029559,0.36285616,-0.24677497,8,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4383,MODEL-INFERRED,False,unavailable_assumed_zero,,0.006324665275,10.05904957,1.9,False,0,,,,,0,,,,0.006324665275,0.006324665275,,1,radius_only_baseline
Kepler-256 c,Kepler-256,False,2.15,0.53,-0.53,5.27,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4384,MODEL-INFERRED,False,unavailable_assumed_zero,,0.194678336,7.303545884,1.9,False,0,,,,,0,,,,0.194678336,0.194678336,,1,radius_only_baseline
Kepler-1365 c,Kepler-1365,False,0.8,0.12,-0.08,0.437,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4389,MODEL-INFERRED,False,unavailable_assumed_zero,,0.9778824644,2.020136647,1.9,False,0,,,,,0,,,,0.9778824644,0.9778824644,,1,radius_only_baseline
Kepler-254 b,Kepler-254,False,3.87,1.85,-1.85,14.3,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4391,MODEL-INFERRED,False,unavailable_assumed_zero,,0.09814098077,15.68151503,1.9,False,0,,,,,0,,,,0.09814098077,0.09814098077,,1,radius_only_baseline
Kepler-1149 b,Kepler-1149,False,1.44,0.26,-0.17,2.67,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4392,MODEL-INFERRED,False,unavailable_assumed_zero,,0.626340388,4.337455217,1.9,False,0,,,,,0,,,,0.626340388,0.626340388,,1,radius_only_baseline
Kepler-1734 b,Kepler-1734,False,3.08851092,,,9.74,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4393,MODEL-INFERRED,False,unavailable_assumed_zero,,0.0005854438881,11.69600776,1.9,False,0,,,,,0,,,,0.0005854438881,0.0005854438881,,1,radius_only_baseline
Kepler-1061 b,Kepler-1061,False,1.98,0.11,-0.37,4.58,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4394,MODEL-INFERRED,False,unavailable_assumed_zero,,0.2449158554,6.561883438,1.9,False,0,,,,,0,,,,0.2449158554,0.2449158554,,1,radius_only_baseline
Kepler-608 b,Kepler-608,False,3.64,0.72,-0.44,12.9,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4395,MODEL-INFERRED,False,unavailable_assumed_zero,,0.0004736476182,14.48090028,1.9,False,0,,,,,0,,,,0.0004736476182,0.0004736476182,,1,radius_only_baseline
Kepler-825 b,Kepler-825,False,1.53,0.39,-0.22,2.96,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4396,MODEL-INFERRED,False,unavailable_assumed_zero,,0.5220316797,4.693130431,1.9,False,0,,,,,0,,,,0.5220316797,0.5220316797,,1,radius_only_baseline
Kepler-1571 b,Kepler-1571,False,1.52,0.68,-0.34,2.92,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4397,MODEL-INFERRED,False,unavailable_assumed_zero,,0.5065652721,4.653293313,1.9,False,0,,,,,0,,,,0.5065652721,0.5065652721,,1,radius_only_baseline
Kepler-1487 b,Kepler-1487,False,2.13,0.85,-0.45,5.18,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4398,MODEL-INFERRED,False,unavailable_assumed_zero,,0.1712883263,7.215347443,1.9,False,0,,,,,0,,,,0.1712883263,0.1712883263,,1,radius_only_baseline
Kepler-217 c,Kepler-217,False,1.85,0.27,-0.27,4.08,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4399,MODEL-INFERRED,False,unavailable_assumed_zero,,0.286354033,6.007406375,1.9,False,0,,,,,0,,,,0.286354033,0.286354033,,1,radius_only_baseline
Kepler-322 b,Kepler-322,False,1.01,0.11,-0.11,1.01,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4401,MODEL-INFERRED,False,unavailable_assumed_zero,,0.9442046335,2.735152528,1.9,False,0,,,,,0,,,,0.9442046335,0.9442046335,,1,radius_only_baseline
TOI-5938 b,TOI-5938,False,3.82,0.11,-0.11,14,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4404,MODEL-INFERRED,False,unavailable_assumed_zero,,1.761427203e-05,15.41864239,1.9,False,0,,,,,0,,,,1.761427203e-05,1.761427203e-05,,1,radius_only_baseline
Kepler-1065 c,Kepler-1065,False,1.6,0.24,-0.17,3.19,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4406,MODEL-INFERRED,False,unavailable_assumed_zero,,0.4804671337,4.974159895,1.9,False,0,,,,,0,,,,0.4804671337,0.4804671337,,1,radius_only_baseline
Kepler-281 b,Kepler-281,False,2.82,1.12,-1.12,324,measured,True,catalogue class is an independent measured mass,0,4407,MODEL-INFERRED,True,unavailable_assumed_zero,,0.1401049978,10.39172403,1.9,False,0,,,,,0,,,,0.1401049978,0.1401049978,,1,independent_mass_and_radius
Kepler-1601 b,Kepler-1601,False,0.82,0.24,-0.11,0.477,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4409,MODEL-INFERRED,False,unavailable_assumed_zero,,0.9621817009,2.086035871,1.9,False,0,,,,,0,,,,0.9621817009,0.9621817009,,1,radius_only_baseline
Kepler-1298 b,Kepler-1298,False,1.31,0.23,-0.23,2.27,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4411,MODEL-INFERRED,False,unavailable_assumed_zero,,0.7593830614,3.835451086,1.9,False,0,,,,,0,,,,0.7593830614,0.7593830614,,1,radius_only_baseline
TOI-1860 b,TOI-1860,False,1.31,0.04,-0.04,2.27,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4415,MODEL-INFERRED,False,unavailable_assumed_zero,,0.8074821073,3.835451086,1.9,False,0,,,,,0,,,,0.8074821073,0.8074821073,,1,radius_only_baseline
Kepler-766 b,Kepler-766,False,3.39,0.93,-0.4,11.4,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4416,MODEL-INFERRED,False,unavailable_assumed_zero,,0.0008723935108,13.20150279,1.9,False,0,,,,,0,,,,0.0008723935108,0.0008723935108,,1,radius_only_baseline
K2-283 b,K2-283,False,3.52,0.16,-0.16,12.2,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4421,MODEL-INFERRED,False,unavailable_assumed_zero,,9.286173401e-05,13.86338316,1.9,False,0,,,,,0,,,,9.286173401e-05,9.286173401e-05,,1,radius_only_baseline
Kepler-140 b,Kepler-140,False,1.61,0.31,-0.31,3.22,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4424,MODEL-INFERRED,False,unavailable_assumed_zero,,0.4884694796,5.014612778,1.9,False,0,,,,,0,,,,0.4884694796,0.4884694796,,1,radius_only_baseline
Kepler-1141 b,Kepler-1141,False,0.82,0.12,-0.08,0.477,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4426,MODEL-INFERRED,False,unavailable_assumed_zero,,0.9756298886,2.086035871,1.9,False,0,,,,,0,,,,0.9756298886,0.9756298886,,1,radius_only_baseline
Kepler-722 b,Kepler-722,False,2.63,0.71,-0.29,7.41,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4427,MODEL-INFERRED,False,unavailable_assumed_zero,,0.01409317239,9.490874643,1.9,False,0,,,,,0,,,,0.01409317239,0.01409317239,,1,radius_only_baseline
Kepler-380 b,Kepler-380,False,1.19,0.24,-0.24,1.81,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4428,MODEL-INFERRED,False,unavailable_assumed_zero,,0.8338244416,3.385125809,1.9,False,0,,,,,0,,,,0.8338244416,0.8338244416,,1,radius_only_baseline
Kepler-1836 b,Kepler-1836,False,2.55303229,,,7.05,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4432,MODEL-INFERRED,False,unavailable_assumed_zero,,0.008449509732,9.13139152,1.9,False,0,,,,,0,,,,0.008449509732,0.008449509732,,1,radius_only_baseline
TOI-1346 b,TOI-1346,False,2.39,0.16,-0.16,6.3,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4433,MODEL-INFERRED,False,unavailable_assumed_zero,,0.02525794005,8.380714293,1.9,False,0,,,,,0,,,,0.02525794005,0.02525794005,,1,radius_only_baseline
Kepler-373 b,Kepler-373,False,1.36,0.67,-0.67,2.42,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4435,MODEL-INFERRED,False,unavailable_assumed_zero,,0.6179524487,4.026839732,1.9,False,0,,,,,0,,,,0.6179524487,0.6179524487,,1,radius_only_baseline
HD 213885 b,HD 213885,False,1.745,0.051,-0.052,8.83,measured,True,catalogue class is an independent measured mass,0,4436,MODEL-INFERRED,True,unavailable_assumed_zero,,0.3297700246,5.567982028,1.9,False,0.103,,,,,1,0.6930050406,0.8476010156,0.6031953977,0.3297700246,0.6930050406,0.3632350161,2,independent_mass_and_radius
TOI-682.01,TOI-682,False,3.74186,0.251835,-0.251835,13.5,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4437,MODEL-INFERRED,False,unavailable_assumed_zero,,4.956000274e-05,15.00989171,1.9,False,0,,,,,0,,,,4.956000274e-05,4.956000274e-05,,1,radius_only_baseline
Kepler-9 d,Kepler-9,False,1.64,0.19,-0.14,8.41466053,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,4438,MODEL-INFERRED,False,unavailable_assumed_zero,,0.4370147515,5.136422818,1.9,False,0,,,,,0,,,,0.4370147515,0.4370147515,,1,radius_only_baseline
TOI-1226 b,TOI-1226,False,2.4101112,0.24811318,-0.20160482,6.39,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4440,MODEL-INFERRED,False,unavailable_assumed_zero,,0.02679372058,8.472507645,1.9,False,0,,,,,0,,,,0.02679372058,0.02679372058,,1,radius_only_baseline
K2-269 b,K2-269,False,1.57,0.12,-0.12,3.09,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4442,MODEL-INFERRED,False,unavailable_assumed_zero,,0.5397378099,4.853257253,1.9,False,0,,,,,0,,,,0.5397378099,0.5397378099,,1,radius_only_baseline
Kepler-356 b,Kepler-356,False,1.57,0.29,-0.29,3.09,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4449,MODEL-INFERRED,False,unavailable_assumed_zero,,0.5302987461,4.853257253,1.9,False,0,,,,,0,,,,0.5302987461,0.5302987461,,1,radius_only_baseline
Kepler-1066 b,Kepler-1066,False,2.36,0.5,-0.33,6.17,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4451,MODEL-INFERRED,False,unavailable_assumed_zero,,0.05930133892,8.244216117,1.9,False,0,,,,,0,,,,0.05930133892,0.05930133892,,1,radius_only_baseline
Kepler-1148 b,Kepler-1148,False,1.69,0.1,-0.09,3.5,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4452,MODEL-INFERRED,False,unavailable_assumed_zero,,0.3903192367,5.340925009,1.9,False,0,,,,,0,,,,0.3903192367,0.3903192367,,1,radius_only_baseline
Kepler-1078 b,Kepler-1078,False,1.9,0.3,-0.33,4.27,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4453,MODEL-INFERRED,False,unavailable_assumed_zero,,0.2617611594,6.219327768,1.9,False,0,,,,,0,,,,0.2617611594,0.2617611594,,1,radius_only_baseline
Kepler-913 c,Kepler-913,False,3.8580709,,,14.2,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4454,MODEL-INFERRED,False,unavailable_assumed_zero,,1.249268865e-05,15.61870528,1.9,False,0,,,,,0,,,,1.249268865e-05,1.249268865e-05,,1,radius_only_baseline
DMPP-1 d,DMPP-1,False,2.02,,,4.72,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,4455,MODEL-INFERRED,False,unavailable_assumed_zero,,0.1090968212,6.734735508,1.9,False,0,,,,,0,,,,0.1090968212,0.1090968212,,1,radius_only_baseline
Kepler-106 b,Kepler-106,False,0.82,0.11,-0.11,5.3,upper_limit,False,mass excluded: only true measured masses support composition inference,0,4456,MODEL-INFERRED,False,unavailable_assumed_zero,,0.9773176297,2.086035871,1.9,False,0,,,,,0,,,,0.9773176297,0.9773176297,,1,radius_only_baseline
Kepler-1039 b,Kepler-1039,False,1.46,0.09,-0.22,2.73,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4459,MODEL-INFERRED,False,unavailable_assumed_zero,,0.6972813959,4.415933012,1.9,False,0,,,,,0,,,,0.6972813959,0.6972813959,,1,radius_only_baseline
HD 93963 A b,HD 93963 A,False,1.46954368,0.07347231,-0.06596084,2.8,measured,True,catalogue class is an independent measured mass,0,4460,MODEL-INFERRED,True,unavailable_assumed_zero,,0.6507943533,4.453495454,1.9,False,0.771,0.5239948119,0.4760051881,0.2237354086,0.3002594034,0.893,0.4470252641,0.3355525439,0.4813200687,0.4470252641,0.6507943533,0.2037690892,3,independent_mass_and_radius
Kepler-286 b,Kepler-286,False,1.24,0.25,-0.25,2.07,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4461,MODEL-INFERRED,False,unavailable_assumed_zero,,0.8027955629,3.571181761,1.9,False,0,,,,,0,,,,0.8027955629,0.8027955629,,1,radius_only_baseline
Kepler-78 b,Kepler-78,False,1.201,0.028,-0.028,1.68,measured,True,catalogue class is an independent measured mass,0,4463,MODEL-INFERRED,True,unavailable_assumed_zero,,0.879771022,3.425860493,1.9,False,0.99525,0.6955538809,0.3044461191,0.5875408189,0.108013062,1,0.5695153108,0.6572315094,0.5351983764,0.5695153108,0.879771022,0.3102557112,3,independent_mass_and_radius
K2-44 b,K2-44,False,2.433,0.089,-0.072,6.5,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4465,MODEL-INFERRED,False,unavailable_assumed_zero,,0.01600634311,8.577258634,1.9,False,0,,,,,0,,,,0.01600634311,0.01600634311,,1,radius_only_baseline
Kepler-763 b,Kepler-763,False,1.22,0.09,-0.08,1.98,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4466,MODEL-INFERRED,False,unavailable_assumed_zero,,0.8611931108,3.49648399,1.9,False,0,,,,,0,,,,0.8611931108,0.8611931108,,1,radius_only_baseline
Kepler-1355 b,Kepler-1355,False,1.46,0.12,-0.1,2.73,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4467,MODEL-INFERRED,False,unavailable_assumed_zero,,0.64712878,4.415933012,1.9,False,0,,,,,0,,,,0.64712878,0.64712878,,1,radius_only_baseline
Kepler-269 c,Kepler-269,False,1.69,0.8,-0.8,3.5,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4468,MODEL-INFERRED,False,unavailable_assumed_zero,,0.4501926991,5.340925009,1.9,False,0,,,,,0,,,,0.4501926991,0.4501926991,,1,radius_only_baseline
TOI-4747 b,TOI-4747,False,3.95803201,0.35272904,-0.32280843,14.8,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4470,MODEL-INFERRED,False,unavailable_assumed_zero,,2.883452495e-05,16.14681454,1.9,False,0,,,,,0,,,,2.883452495e-05,2.883452495e-05,,1,radius_only_baseline
TIC 434398831 b,TIC 434398831,False,3.51,0.22,-0.21,12.1,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4471,MODEL-INFERRED,False,unavailable_assumed_zero,,0.0001206978964,13.812205,1.9,False,0,,,,,0,,,,0.0001206978964,0.0001206978964,,1,radius_only_baseline
Kepler-1691 b,Kepler-1691,False,1.83470985,,,4.02,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4472,MODEL-INFERRED,False,unavailable_assumed_zero,,0.2362140399,5.942940395,1.9,False,0,,,,,0,,,,0.2362140399,0.2362140399,,1,radius_only_baseline
Kepler-862 b,Kepler-862,False,2.21,0.44,-0.17,5.52,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4473,MODEL-INFERRED,False,unavailable_assumed_zero,,0.05521447095,7.569613756,1.9,False,0,,,,,0,,,,0.05521447095,0.05521447095,,1,radius_only_baseline
TOI-261.02,TOI-261,False,3.34822227,1.2696187,-1.2696187,11.2,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4475,MODEL-INFERRED,False,unavailable_assumed_zero,,0.09079526004,12.99039417,1.9,False,0,,,,,0,,,,0.09079526004,0.09079526004,,1,radius_only_baseline
Kepler-724 b,Kepler-724,False,3.29,0.4,-0.23,10.8,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4476,MODEL-INFERRED,False,unavailable_assumed_zero,,0.0004076674044,12.69750614,1.9,False,0,,,,,0,,,,0.0004076674044,0.0004076674044,,1,radius_only_baseline
TOI-1347 b,TOI-1347,False,1.8,0.1,-0.1,11.1,measured,True,catalogue class is an independent measured mass,0,4478,MODEL-INFERRED,True,unavailable_assumed_zero,,0.2800992179,5.797196493,1.9,False,0.0025,,,,,1,0.7464943538,0.8641472573,0.6385036318,0.2800992179,0.7464943538,0.4663951359,2,independent_mass_and_radius
Kepler-683 b,Kepler-683,False,1.97,0.34,-0.17,4.54,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4479,MODEL-INFERRED,False,unavailable_assumed_zero,,0.1545413804,6.518833042,1.9,False,0,,,,,0,,,,0.1545413804,0.1545413804,,1,radius_only_baseline
Kepler-501 c,Kepler-501,False,1.68119739,,,3.47,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4480,MODEL-INFERRED,False,unavailable_assumed_zero,,0.3998747645,5.304788622,1.9,False,0,,,,,0,,,,0.3998747645,0.3998747645,,1,radius_only_baseline
Kepler-634 b,Kepler-634,False,1.89,0.3,-0.25,4.23,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4482,MODEL-INFERRED,False,unavailable_assumed_zero,,0.2400415518,6.176808109,1.9,False,0,,,,,0,,,,0.2400415518,0.2400415518,,1,radius_only_baseline
55 Cnc e,55 Cnc,False,1.875,0.029,-0.029,7.99,measured,True,catalogue class is an independent measured mass,0,4483,MODEL-INFERRED,True,unavailable_assumed_zero,,0.2026530824,6.113155145,1.9,False,0.51475,0.3127731909,0.6872268091,0.3127731909,0,1,0.6481407425,0.825101503,0.5753515814,0.2026530824,0.6481407425,0.4454876601,3,independent_mass_and_radius
Kepler-1153 b,Kepler-1153,False,1.73,0.21,-0.11,3.64,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4484,MODEL-INFERRED,False,unavailable_assumed_zero,,0.3290552574,5.505841415,1.9,False,0,,,,,0,,,,0.3290552574,0.3290552574,,1,radius_only_baseline
Kepler-897 b,Kepler-897,False,2.39,0.66,-0.25,6.3,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4486,MODEL-INFERRED,False,unavailable_assumed_zero,,0.03654005177,8.380714293,1.9,False,0,,,,,0,,,,0.03654005177,0.03654005177,,1,radius_only_baseline
Kepler-755 b,Kepler-755,False,1.76,0.06,-0.31,3.75,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4487,MODEL-INFERRED,False,unavailable_assumed_zero,,0.4226452294,5.630283098,1.9,False,0,,,,,0,,,,0.4226452294,0.4226452294,,1,radius_only_baseline
Kepler-464 b,Kepler-464,False,3.3,0.16,-0.13,10.9,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4488,MODEL-INFERRED,False,unavailable_assumed_zero,,0.0002451719521,12.74770152,1.9,False,0,,,,,0,,,,0.0002451719521,0.0002451719521,,1,radius_only_baseline
Kepler-173 b,Kepler-173,False,1.29,0.64,-0.64,2.21,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4489,MODEL-INFERRED,False,unavailable_assumed_zero,,0.6554039639,3.759502583,1.9,False,0,,,,,0,,,,0.6554039639,0.6554039639,,1,radius_only_baseline
Kepler-1618 b,Kepler-1618,False,1.26,0.52,-0.24,2.13,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4491,MODEL-INFERRED,False,unavailable_assumed_zero,,0.6961495864,3.646241862,1.9,False,0,,,,,0,,,,0.6961495864,0.6961495864,,1,radius_only_baseline
Kepler-234 c,Kepler-234,False,3.51,1.56,-1.56,12.1,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4492,MODEL-INFERRED,False,unavailable_assumed_zero,,0.1016794169,13.812205,1.9,False,0,,,,,0,,,,0.1016794169,0.1016794169,,1,radius_only_baseline
Kepler-1271 b,Kepler-1271,False,1.48,0.23,-0.16,2.79,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4494,MODEL-INFERRED,False,unavailable_assumed_zero,,0.5966327535,4.49473399,1.9,False,0,,,,,0,,,,0.5966327535,0.5966327535,,1,radius_only_baseline
Kepler-775 b,Kepler-775,False,1.19,0.04,-0.04,1.81,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4495,MODEL-INFERRED,False,unavailable_assumed_zero,,0.8842070333,3.385125809,1.9,False,0,,,,,0,,,,0.8842070333,0.8842070333,,1,radius_only_baseline
Kepler-1336 c,Kepler-1336,False,1.71,0.27,-0.35,3.57,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4496,MODEL-INFERRED,False,unavailable_assumed_zero,,0.4302950391,5.423238546,1.9,False,0,,,,,0,,,,0.4302950391,0.4302950391,,1,radius_only_baseline
Kepler-864 b,Kepler-864,False,2.4,0.63,-0.22,6.35,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4497,MODEL-INFERRED,False,unavailable_assumed_zero,,0.02804601756,8.426328351,1.9,False,0,,,,,0,,,,0.02804601756,0.02804601756,,1,radius_only_baseline
K2-229 b,K2-229,False,1,0.02,-0.02,2.55,measured,True,catalogue class is an independent measured mass,0,4498,MODEL-INFERRED,True,unavailable_assumed_zero,,0.9522481713,2.7,1.9,False,1,1,0,0,1,1,0.1202843367,0.003086649329,0.2850701522,0.1202843367,1,0.8797156633,3,independent_mass_and_radius
Kepler-1412 b,Kepler-1412,False,0.83,0.15,-0.13,0.498,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4499,MODEL-INFERRED,False,unavailable_assumed_zero,,0.9727501597,2.119167497,1.9,False,0,,,,,0,,,,0.9727501597,0.9727501597,,1,radius_only_baseline
Kepler-1488 c,Kepler-1488,False,1.65156749,,,3.37,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4500,MODEL-INFERRED,False,unavailable_assumed_zero,,0.435895385,5.183570234,1.9,False,0,,,,,0,,,,0.435895385,0.435895385,,1,radius_only_baseline
Kepler-1859 c,Kepler-1859,False,1.66,0.29,-0.23,3.39,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4502,MODEL-INFERRED,False,unavailable_assumed_zero,,0.4324168193,5.218002449,1.9,False,0,,,,,0,,,,0.4324168193,0.4324168193,,1,radius_only_baseline
Kepler-1037 b,Kepler-1037,False,1.28,0.09,-0.07,2.18,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4505,MODEL-INFERRED,False,unavailable_assumed_zero,,0.8197341093,3.721660257,1.9,False,0,,,,,0,,,,0.8197341093,0.8197341093,,1,radius_only_baseline
Kepler-774 b,Kepler-774,False,3.17,0.46,-0.54,10.2,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4506,MODEL-INFERRED,False,unavailable_assumed_zero,,0.008170960238,12.09875842,1.9,False,0,,,,,0,,,,0.008170960238,0.008170960238,,1,radius_only_baseline
Kepler-1791 b,Kepler-1791,False,3.12103321,,,9.91,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4507,MODEL-INFERRED,False,unavailable_assumed_zero,,0.000497624989,11.85636801,1.9,False,0,,,,,0,,,,0.000497624989,0.000497624989,,1,radius_only_baseline
Kepler-1027 b,Kepler-1027,False,0.89,0.04,-0.02,0.64,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4509,MODEL-INFERRED,False,unavailable_assumed_zero,,0.970609696,2.320442295,1.9,False,0,,,,,0,,,,0.970609696,0.970609696,,1,radius_only_baseline
TOI-3261 b,TOI-3261,False,3.82,0.42,-0.35,30.3,measured,True,catalogue class is an independent measured mass,0,4513,MODEL-INFERRED,True,unavailable_assumed_zero,,7.51364794e-05,15.41864239,1.9,False,0,,,,,0.0115,,,,7.51364794e-05,7.51364794e-05,,1,independent_mass_and_radius
Kepler-845 b,Kepler-845,False,2.04,0.09,-0.29,4.82,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4514,MODEL-INFERRED,False,unavailable_assumed_zero,,0.177656423,6.821548666,1.9,False,0,,,,,0,,,,0.177656423,0.177656423,,1,radius_only_baseline
Kepler-585 b,Kepler-585,False,2.83,0.55,-0.27,8.4,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4516,MODEL-INFERRED,False,unavailable_assumed_zero,,0.004934029396,10.43965461,1.9,False,0,,,,,0,,,,0.004934029396,0.004934029396,,1,radius_only_baseline
Kepler-257 b,Kepler-257,False,2.61,1.31,-1.31,7.32,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4517,MODEL-INFERRED,False,unavailable_assumed_zero,,0.2140775752,9.397155722,1.9,False,0,,,,,0,,,,0.2140775752,0.2140775752,,1,radius_only_baseline
TOI-1408 c,TOI-1408,False,2.22,0.06,-0.06,7.6,measured,True,catalogue class is an independent measured mass,0,4519,MODEL-INFERRED,True,unavailable_assumed_zero,,0.04488993295,7.614171086,1.9,False,0.9795,0,1,0,0,1,0.3376593924,0.1071298327,0.4231505182,0,0.3376593924,0.3376593924,3,independent_mass_and_radius
Kepler-363 b,Kepler-363,False,1.16,0.19,-0.19,1.65,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4520,MODEL-INFERRED,False,unavailable_assumed_zero,,0.8759207469,3.274606731,1.9,False,0,,,,,0,,,,0.8759207469,0.8759207469,,1,radius_only_baseline
Kepler-1181 b,Kepler-1181,False,1.57,0.65,-0.26,3.09,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,4521,MODEL-INFERRED,False,unavailable_assumed_zero,,0.462035007,4.853257253,1.9,False,0,,,,,0,,,,0.462035007,0.462035007,,1,radius_only_baseline
