pl_name,spec_type,authors,reference_url,num_datapoints,instrument,facility,minwavelng,maxwavelng,mintranmid,maxtranmid,note,bibcode,spec_path
Luhman 16 b,Direct Imaging,Biller et al. 2024,,194,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.1715,11.1035,2460134.051721,2460134.051721,single date stamp; all 219 available on zenodo,2024MNRAS.532.2207B,17/22/84/93/WISE_J104915.57_531906.1_A_b_3.19807_5694_1.tbl
Luhman 16 b,Direct Imaging,Biller et al. 2024,,369,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.7804,5.225,2460134.417529,2460134.417529,single date stamp; all 219 available on zenodo,2024MNRAS.532.2207B,94/05/83/12/WISE_J104915.57_531906.1_A_b_3.19807_5694_2.tbl
WASP-121 b,Transmission,Gapp et al. 2025,,1748,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7258,5.171,,,"Phase-curve transit depth, Figure 6. R3000.",2025AJ....169..341G,40/37/64/81/WASP_121_b_3.11900_5699_4.tbl
WASP-121 b,Transmission,Gapp et al. 2025,,349,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7285,5.1671,,,"Phase-curve transit depth, Figure 6. R600.",2025AJ....169..341G,17/71/93/65/WASP_121_b_3.11900_5699_3.tbl
WASP-121 b,Transmission,Gapp et al. 2025,,1747,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7258,5.171,,,"Transit-only transit depth, Figure 6. R3000. Data at 4.01732 micron omitted because the uncertainties were overestimated (1.57169% -388068.52099%)",2025AJ....169..341G,61/07/45/20/WASP_121_b_3.11900_5699_2.tbl
WASP-121 b,Transmission,Gapp et al. 2025,,349,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7285,5.1671,,,"Transit-only transit depth, Figure 6. R600.",2025AJ....169..341G,03/59/34/90/WASP_121_b_3.11900_5699_1.tbl
GJ 341 b,Transmission,Kirk et al. 2024,,54,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,3.9353,4.9737,,,Tswift; Visit 3,2024AJ....167...90K,82/40/97/21/GJ_341_b_3.19698_5705_12.tbl
GJ 341 b,Transmission,Kirk et al. 2024,,54,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,3.9353,4.9737,,,Tswift; Visit 2,2024AJ....167...90K,70/50/94/26/GJ_341_b_3.19698_5705_11.tbl
GJ 341 b,Transmission,Kirk et al. 2024,,54,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,3.9353,4.9737,,,Tswift; Visit 1,2024AJ....167...90K,77/62/89/73/GJ_341_b_3.19698_5705_10.tbl
GJ 341 b,Transmission,Kirk et al. 2024,,54,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,3.9353,4.9737,,,Tswift; 3 Visit Weighted Mean,2024AJ....167...90K,30/82/22/55/GJ_341_b_3.19698_5705_9.tbl
GJ 341 b,Transmission,Kirk et al. 2024,,57,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,3.9064,5.0036,,,Tiberius; Visit 3,2024AJ....167...90K,82/48/48/91/GJ_341_b_3.19698_5705_8.tbl
GJ 341 b,Transmission,Kirk et al. 2024,,57,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,3.9064,5.0036,,,Tiberius; Visit 2,2024AJ....167...90K,19/58/98/80/GJ_341_b_3.19698_5705_7.tbl
GJ 341 b,Transmission,Kirk et al. 2024,,57,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,3.9064,5.0036,,,Tiberius; Visit 1,2024AJ....167...90K,51/27/14/29/GJ_341_b_3.19698_5705_6.tbl
GJ 341 b,Transmission,Kirk et al. 2024,,57,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,3.9064,5.0036,,,Tiberius; 3 Visit Weighted Mean,2024AJ....167...90K,28/62/39/97/GJ_341_b_3.19698_5705_5.tbl
GJ 341 b,Transmission,Kirk et al. 2024,,55,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,3.91,4.99,,,Eureka!; Visit 3,2024AJ....167...90K,66/94/28/21/GJ_341_b_3.19698_5705_4.tbl
GJ 341 b,Transmission,Kirk et al. 2024,,55,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,3.91,4.99,,,Eureka!; Visit 2,2024AJ....167...90K,23/10/96/12/GJ_341_b_3.19698_5705_3.tbl
GJ 341 b,Transmission,Kirk et al. 2024,,55,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,3.91,4.99,,,Eureka!; Visit 1,2024AJ....167...90K,63/80/25/89/GJ_341_b_3.19698_5705_2.tbl
GJ 341 b,Transmission,Kirk et al. 2024,,55,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,3.91,4.99,,,Eureka!; 3 Visit Weighted Mean,2024AJ....167...90K,65/23/18/38/GJ_341_b_3.19698_5705_1.tbl
TRAPPIST-1 c,Transmission,Rathcke et al. 2025,,362,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.8031,5.1928,2460501.385348,2460501.385348,Mid-Transit Times from Table 1,2025ApJ...979L..19R,71/62/86/77/TRAPPIST_1_c_3.11877_5704_2.tbl
TRAPPIST-1 b,Transmission,Rathcke et al. 2025,,362,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.8031,5.1928,2460501.405464,2460501.405464,Mid-Transit Times from Table 1,2025ApJ...979L..19R,58/69/28/21/TRAPPIST_1_b_3.11876_5704_1.tbl
WASP-17 b,Transmission,Alderson et al. 2022,,14,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.34,0.565,,,"Table 6, G430L, Visit 5 & 6 Combined",2022MNRAS.512.4185A,37/04/90/15/WASP_17_b_3.11446_5703_6.tbl
WASP-17 b,Transmission,Alderson et al. 2022,,14,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.34,0.565,2456086.994261,2456086.994261,"Table 6, G430L, Visit 6",2022MNRAS.512.4185A,94/27/55/86/WASP_17_b_3.11446_5703_5.tbl
WASP-17 b,Transmission,Alderson et al. 2022,,14,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.34,0.565,2456367.156155,2456367.156155,"Table 6, G430L, Visit 5",2022MNRAS.512.4185A,22/60/17/96/WASP_17_b_3.11446_5703_4.tbl
WASP-17 b,Transmission,Alderson et al. 2022,,12,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.55,0.985,2456370.892191,2456370.892191,"Table 5, G750L, Visit 19",2022MNRAS.512.4185A,50/72/07/74/WASP_17_b_3.11446_5703_3.tbl
WASP-17 b,Transmission,Alderson et al. 2022,,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.138,1.6238,2457958.473652,2457958.473652,"Table 4, G141, Visit 1",2022MNRAS.512.4185A,62/60/77/24/WASP_17_b_3.11446_5703_2.tbl
WASP-17 b,Transmission,Alderson et al. 2022,,15,Wide Field Camera 3,Hubble Space Telescope satellite,0.8198,1.111,2457921.117728,2457921.117728,"Table 4, G102, Visit 32",2022MNRAS.512.4185A,86/61/12/36/WASP_17_b_3.11446_5703_1.tbl
HIP 41378 f,Transmission,Alam et al. 2022,,30,Wide Field Camera 3,Hubble Space Telescope satellite,1.113,1.652,2459355.101374,2459355.101374,Table 1,2022ApJ...927L...5A,12/37/51/89/HIP_41378_f_3.11912_5702_1.tbl
WASP-62 b,Transmission,Alam et al. 2021,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope Satelite,3.6,4.5,,,Table 1,2021ApJ...906L..10A,65/73/78/52/WASP_62_b_3.11544_5701_2.tbl
WASP-62 b,Transmission,Alam et al. 2021,,29,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.33,0.9643,,,"Table 1, G430L & G750L filters",2021ApJ...906L..10A,15/69/71/42/WASP_62_b_3.11544_5701_1.tbl
WASP-94 A b,Transmission,Ahrer et al. 2025,,61,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7765,5.1797,,,"G395H, Eureka R100",2025MNRAS.540.2535A,03/82/14/13/WASP_94_A_b_3.11708_5700_1.tbl
WASP-94 A b,Transmission,Ahrer et al. 2025,,240,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7662,5.1661,,,"G395H, Eureka R400. Data at 3.723224716934997680 micron omitted due to an errant data value.",2025MNRAS.540.2535A,43/45/25/40/WASP_94_A_b_3.11708_5700_2.tbl
WASP-94 A b,Transmission,Ahrer et al. 2025,,57,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.8605,5.128,,,"G395H, ExoTiC-JEDI R100",2025MNRAS.540.2535A,89/60/67/53/WASP_94_A_b_3.11708_5700_3.tbl
WASP-94 A b,Transmission,Ahrer et al. 2025,,224,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.8789,5.166,,,"G395H, ExoTiC-JEDI R400",2025MNRAS.540.2535A,45/60/44/21/WASP_94_A_b_3.11708_5700_4.tbl
V1298 Tau b,Transmission,Barat et al. 2025,,342,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7062,5.1465,,,"G395H, Eureka! pipeline",2025AJ....170..165B,08/70/19/18/V1298_Tau_b_3.12385_5719_1.tbl
TOI-1685 b,Transmission,Luque et al. 2025,,26,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.8605,3.6985,,,"Table 7, Eureka! reduction, NRS1",2025AJ....170...49L,08/92/33/83/TOI_1685_b_3.12738_5741_1.tbl
TOI-1685 b,Transmission,Luque et al. 2025,,26,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.8605,3.6985,,,"Table 7, Tiberius reduction, NRS1",2025AJ....170...49L,55/77/22/55/TOI_1685_b_3.12738_5741_2.tbl
TOI-1685 b,Transmission,Luque et al. 2025,,26,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.8605,3.6985,,,"Table 7, ExoTOC-JEDI reduction, NRS1",2025AJ....170...49L,20/00/35/87/TOI_1685_b_3.12738_5741_3.tbl
TOI-1685 b,Transmission,Luque et al. 2025,,40,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,3.84,5.155,,,"Table 8, Eureka! reduction, NRS2",2025AJ....170...49L,40/08/93/14/TOI_1685_b_3.12738_5741_4.tbl
TOI-1685 b,Transmission,Luque et al. 2025,,40,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,3.84,5.155,,,"Table 8, Tiberius reduction, NRS2",2025AJ....170...49L,73/33/08/62/TOI_1685_b_3.12738_5741_5.tbl
TOI-1685 b,Transmission,Luque et al. 2025,,40,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,3.84,5.155,,,"Table 8, ExoTIC-JEDI reduction, NRS2",2025AJ....170...49L,36/72/72/31/TOI_1685_b_3.12738_5741_6.tbl
TOI-1685 b,Eclipse,Luque et al. 2025,,10,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.931,5.037,,,"Table 3, Prayer bead-Low-resolution emission spectrum (Combined)",2025AJ....170...49L,45/16/02/56/TOI_1685_b_3.12738_5741_7.tbl
TRAPPIST-1 e,Transmission,Espinoza et al. 2025,,67,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.6292,5.2084,2460118.45984,2460118.45984,"Figure 2, Visit 1",2025ApJ...990L..52E,88/64/06/06/TRAPPIST_1_e_3.11990_5756_1.tbl
TRAPPIST-1 e,Transmission,Espinoza et al. 2025,,67,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.6292,5.2084,2460124.55897,2460124.55897,"Figure 2, Visit 2",2025ApJ...990L..52E,40/38/07/00/TRAPPIST_1_e_3.11990_5756_2.tbl
TRAPPIST-1 e,Transmission,Espinoza et al. 2025,,67,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.6292,5.2084,2460148.95626,2460148.95626,"Figure 2, Visit 3",2025ApJ...990L..52E,52/45/05/46/TRAPPIST_1_e_3.11990_5756_3.tbl
TRAPPIST-1 e,Transmission,Espinoza et al. 2025,,67,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.6292,5.2084,2460246.53929,2460246.53929,"Figure 2, Visit 4",2025ApJ...990L..52E,73/78/08/08/TRAPPIST_1_e_3.11990_5756_4.tbl
K2-22 b,Transmission,Tusay et al. 2025,,17,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,4.5243,11.5988,,,"Infrared Spectrum, Binned, R17",2025ApJ...987L...6T,36/61/78/72/K2_22_b_3.11807_5742_1.tbl
K2-22 b,Transmission,Tusay et al. 2025,,1,Teledyne e2v CCD detector,CHaracterising ExOPlanet Satellite (CHEOPS),0.715,0.715,,,Optical Spectrum,2025ApJ...987L...6T,44/43/64/21/K2_22_b_3.11807_5742_2.tbl
K2-22 b,Transmission,Tusay et al. 2025,,230,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,4.3912,11.8458,,,"Infrared Spectrum, Unbinned",2025ApJ...987L...6T,03/00/05/87/K2_22_b_3.11807_5742_3.tbl
WASP-127 b,Transmission,Fu et al. 2025,,57,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7242,5.0998,,,Figure 1,2025ApJ...986....1F,08/18/05/32/WASP_127_b_3.11973_5758_1.tbl
HD 3167 c,Transmission,Mikal-Evans et al. 2021,,28,Wide Field Camera 3,Hubble Space Telescope satellite,1.134,1.634,,,"Table 2, G141",2021AJ....161...18M,55/77/84/88/HD_3167_c_3.11925_5760_1.tbl
HD 3167 c,Transmission,Mikal-Evans et al. 2021,,1,Kepler CCD Array,The Kepler Mission,0.55,0.55,,,Table 2,2021AJ....161...18M,94/13/83/23/HD_3167_c_3.11925_5760_2.tbl
HD 3167 c,Transmission,Mikal-Evans et al. 2021,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,Table 2,2021AJ....161...18M,16/21/21/12/HD_3167_c_3.11925_5760_3.tbl
TRAPPIST-1 g,Transmission,Wakeford et al. 2019,,12,Wide Field Camera 3,Hubble Space Telescope satellite,1.1375,1.635,,,"Table 2, Joint Fit",2019AJ....157...11W,14/62/04/70/TRAPPIST_1_g_3.11992_4232_1.tbl
HAT-P-26 b,Transmission,Gressier et al. 2025,,229,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7774,5.1474,2460110.810782,2460110.810782,"Figure 2, transitspectroscopy pipeline, R~400",2025AJ....170..292G,64/44/24/58/HAT_P_26_b_3.11010_5775_1.tbl
HAT-P-26 b,Transmission,Gressier et al. 2025,,214,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.8746,5.1213,,,"Figure 2, ExoTiC-JEDI pipeline, R~400",2025AJ....170..292G,32/61/94/78/HAT_P_26_b_3.11010_5775_2.tbl
TOI-270 b,Transmission,Coulombe et al. 2025,,113,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.8697,5.1439,2460222.240084,2460222.240084,"Figure 11, Eureka! pipeline",2025AJ....170..226C,78/79/77/21/TOI_270_b_3.12404_5776_1.tbl
TOI-270 b,Transmission,Coulombe et al. 2025,,113,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.8697,5.1394,2460222.240084,2460222.240084,"Figure 11, exoTEDRF pipeline",2025AJ....170..226C,78/62/01/43/TOI_270_b_3.12404_5776_2.tbl
TOI-270 b,Transmission,Coulombe et al. 2025,,113,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.8699,5.1439,2460222.240084,2460222.240084,"Figure 11, Tiberius pipeline",2025AJ....170..226C,94/31/16/94/TOI_270_b_3.12404_5776_3.tbl
KELT-7 b,Transmission,Gasc&oacute;n et al. 2025,,57,Wide Field Camera 3,Hubble Space Telescope satellite,0.206,0.766,2459943.24192,2459943.24192,"UVIS G280; Lluvia Reduction, combined spectrum",2025AJ....170..178G,07/25/65/89/KELT_7_b_3.11769_5759_1.tbl
KELT-7 b,Transmission,Ahrer et al. 2025,,61,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7765,5.1797,2460364.395921,2460364.395942,"NRS1 and NRS2 combined, R=100, Eureka! pipeline",2025MNRAS.543.2442A,40/42/81/69/KELT_7_b_3.11769_5798_1.tbl
KELT-7 b,Transmission,Ahrer et al. 2025,,241,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7662,5.1661,2460364.395921,2460364.395942,"NRS1 & NRS2 combined, R=400, Eureka! pipeline",2025MNRAS.543.2442A,19/81/77/29/KELT_7_b_3.11769_5798_3.tbl
KELT-7 b,Transmission,Ahrer et al. 2025,,61,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7765,5.1785,2460364.395937,2460364.395944,"NRS1 & NRS2 combined, R=100, Tiberius pipeline",2025MNRAS.543.2442A,47/56/45/69/KELT_7_b_3.11769_5798_5.tbl
KELT-7 b,Transmission,Ahrer et al. 2025,,241,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.752,5.1649,2460364.395937,2460364.395944,"NRS1 & NRS2 combined, R=400, Tiberius pipeline",2025MNRAS.543.2442A,70/97/44/67/KELT_7_b_3.11769_5798_7.tbl
TOI-421 b,Transmission,Davenport et al. 2025,,39,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.8927,2.7386,2460254.24,2460254.24,exoTEDRF reduction,2025ApJ...984L..44D,28/96/83/52/TOI_421_b_3.12609_5799_1.tbl
TOI-421 b,Transmission,Davenport et al. 2025,,32,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7519,5.0844,2460197.5737,2460197.5737,"G395M, Deming reduction",2025ApJ...984L..44D,56/43/30/37/TOI_421_b_3.12609_5799_2.tbl
TOI-421 b,Transmission,Davenport et al. 2025,,39,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.9111,2.7586,2460255.2401,2460255.2401,Fu reduction,2025ApJ...984L..44D,90/00/53/85/TOI_421_b_3.12609_5799_3.tbl
TOI-270 d,Transmission,Felix et al. 2025,,2037,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.8513,2.8266,2460221.3017,2460221.3017,Native Resolution,2025A&A...701A.296F,86/01/55/03/TOI_270_d_3.12406_5800_1.tbl
TOI-270 d,Transmission,Felix et al. 2025,,3474,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.742,5.1707,2460346.478015,2460346.478015,"NRS1 & NRS2 combined, Native Resolution",2025A&A...701A.296F,66/97/58/60/TOI_270_d_3.12406_5800_2.tbl
GJ 357 b,Transmission,Adams Redai et al. 2025,,53,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.883,5.0628,2460282.8413,2460282.8413,"NRS1 & NRS2 combined, Tiberius reduction",2025AJ....170..219A,19/10/27/13/GJ_357_b_3.12407_5801_1.tbl
GJ 357 b,Transmission,Adams Redai et al. 2025,,53,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.883,5.0625,2460282.8413,2460282.8413,Eureka! reduction,2025AJ....170..219A,60/14/60/24/GJ_357_b_3.12407_5801_2.tbl
HD 80606 b,Eclipse,Sikora et al. 2025,,24,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7993,5.1739,2459884.767361,2459884.767361,"Figure 16, eclipse phase, Eureka! reduction",2025AJ....170..105S,29/55/77/54/HD_80606_b_3.11343_5802_1.tbl
TrES-2 b,Eclipse,ODonovan et al. 2010,,4,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,8.0,2454070.04805,2454324.522,Values from abstract,2010ApJ...710.1551O,79/35/62/78/TrES_2_b_3.237_4084_1.tbl
WASP-80 b,Transmission,Sedaghati et al. 2017,,23,FORS2,European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Antu (UT1) at Paranal Observatory,0.753,0.973,,,Table 3,2017MNRAS.468.3123S,80/52/77/34/WASP_80_b_3.11585_4291_1.tbl
WASP-63 b,Transmission,Kilpatrick et al. 2018,,15,WFC3,Hubble Space Telescope satellite,1.1425,1.6325,,,"G141 grism, Table 2, BMK solution",2018AJ....156..103K,28/36/16/03/WASP_63_b_3.11545_4290_1.tbl
WASP-63 b,Transmission,Kilpatrick et al. 2018,,15,WFC3,Hubble Space Telescope satellite,1.1425,1.6325,,,"G141 grism, Table 2, KBS solution",2018AJ....156..103K,38/96/99/12/WASP_63_b_3.11545_4290_2.tbl
WASP-63 b,Transmission,Kilpatrick et al. 2018,,16,WFC3,Hubble Space Telescope satellite,1.1352,1.6224,,,"G141 grism, Table 2, HRW solution",2018AJ....156..103K,90/69/46/35/WASP_63_b_3.11545_4290_3.tbl
TOI-561 b,Eclipse,Teske et al. 2025,,7,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,3.005,4.908,2460431.969444,2460431.969444,"Table 1, Eureka! pipeline",2025ApJ...995L..39T,60/10/93/98/TOI_561_b_3.12643_5839_1.tbl
TOI-561 b,Eclipse,Teske et al. 2025,,7,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,3.005,4.908,2460431.969444,2460431.969444,"Table 1, ExoTIC JEDI 1 pipeline",2025ApJ...995L..39T,12/39/39/69/TOI_561_b_3.12643_5839_2.tbl
TOI-561 b,Eclipse,Teske et al. 2025,,7,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,3.005,4.908,2460431.969444,2460431.969444,"Table 1, ExoTIC JEDI 2 pipeline",2025ApJ...995L..39T,06/73/86/40/TOI_561_b_3.12643_5839_3.tbl
TRAPPIST-1 d,Transmission,Piaulet-Ghorayeb et al. 2025,,24,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.696,4.978,2459889.26447,2459889.26447,"Table B2, Visit 1",2025ApJ...989..181P,99/33/69/46/TRAPPIST_1_d_3.11878_5840_1.tbl
TRAPPIST-1 d,Transmission,Piaulet-Ghorayeb et al. 2025,,24,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.696,4.978,2459893.31397,2459893.31397,"Table B2, Visit 2",2025ApJ...989..181P,52/97/56/47/TRAPPIST_1_d_3.11878_5840_2.tbl
HAT-P-12 b,Transmission,Crouzet et al. 2025,,117,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.85,5.17,2459987.425609,2459987.425609,"Table B.1, TEATRO reduction",2025A&A...703A.264C,38/03/46/77/HAT_P_12_b_3.10993_5841_1.tbl
HAT-P-12 b,Transmission,Crouzet et al. 2025,,117,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.85,5.17,2459987.425609,2459987.425609,"Table B.1, CASCADe reduction",2025A&A...703A.264C,47/79/23/85/HAT_P_12_b_3.10993_5841_2.tbl
HD 143811 AB b,Direct Imaging,Jones et al. 2025,,34,Gemini Planet Imager (GPI),Association of Universities for Research in Astronomy (AURA) 8.1m Gemini South Telescope at Cerro Pachon,1.51,1.773,2457508.5,2457508.5,"Figure 3, Table B1",2025ApJ...995L..41J,63/22/60/66/HD_143811_b_3.20499_5857_1.tbl
LTT 3780 b,Eclipse,Allen et al. 2025,,1,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,15.0,15.0,2460435.5,2460435.5,"Table 2, F1500W, Transitspectroscopy Reduction, Observation 14",2025AJ....170..240A,68/35/19/29/LTT_3780_b_3.12528_5859_1.tbl
LTT 3780 b,Eclipse,Allen et al. 2025,,1,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,15.0,15.0,2460434.5,2460434.5,"Table 2, F1500W, Transitspectroscopy Reduction, Observation 15",2025AJ....170..240A,05/44/59/67/LTT_3780_b_3.12528_5859_2.tbl
LTT 3780 b,Eclipse,Allen et al. 2025,,1,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,15.0,15.0,,,"Table 2, F1500W, Transitspectroscopy Reduction, Joint Fit",2025AJ....170..240A,51/42/72/33/LTT_3780_b_3.12528_5859_3.tbl
LTT 3780 b,Eclipse,Allen et al. 2025,,1,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,15.0,15.0,2460435.5,2460435.5,"Table 2, F1500W, Alternate Reduction, Observation 14",2025AJ....170..240A,15/68/87/52/LTT_3780_b_3.12528_5859_4.tbl
LTT 3780 b,Eclipse,Allen et al. 2025,,1,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,15.0,15.0,2460434.5,2460434.5,"Table 2, F1500W, Alternate Reduction, Observation 15",2025AJ....170..240A,91/41/38/37/LTT_3780_b_3.12528_5859_5.tbl
LTT 3780 b,Eclipse,Allen et al. 2025,,1,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,15.0,15.0,,,"Table 2, F1500W, Alternate Reduction, Joint Fit",2025AJ....170..240A,32/74/22/35/LTT_3780_b_3.12528_5859_6.tbl
