pl_name,spec_type,authors,reference_url,num_datapoints,instrument,facility,minwavelng,maxwavelng,mintranmid,maxtranmid,note,bibcode,spec_path
GJ 1132 b,Transmission,Bennett et al. 2025,,62,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7653,5.1613,2460000.97654,2460000.97654,"R~100, FIREFLy Reduction, Visit 1, Figure 3",2025AJ....170..205B,32/06/67/57/GJ_1132_b_3.11819_5867_1.tbl
GJ 1132 b,Transmission,Bennett et al. 2025,,62,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7653,5.1613,2460009.12115,2460009.12115,"R~100, FIREFLy Reduction, Visit 2, Figure 3",2025AJ....170..205B,33/56/32/59/GJ_1132_b_3.11819_5867_2.tbl
GJ 1132 b,Transmission,Bennett et al. 2025,,64,Near Infrared Spectrograph (NIRSpec) - G395M,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7651,5.1636,2460349.56744,2460349.56744,"R~100, FIREFLy Reduction, Visit 3, Figure 3",2025AJ....170..205B,14/19/75/68/GJ_1132_b_3.11819_5867_3.tbl
GJ 1132 b,Transmission,Bennett et al. 2025,,64,Near Infrared Spectrograph (NIRSpec) - G395M,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7651,5.1636,2460466.85035,2460466.85035,"R~100, FIREFLy Reduction, Visit 4, Figure 3",2025AJ....170..205B,03/69/88/69/GJ_1132_b_3.11819_5867_4.tbl
GJ 1132 b,Transmission,Bennett et al. 2025,,54,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.9344,5.1214,2460000.97653,2460000.97653,"R~100, ExoTiC-JEDI Reduction, Visit 1",2025AJ....170..205B,88/29/98/81/GJ_1132_b_3.11819_5867_5.tbl
GJ 1132 b,Transmission,Bennett et al. 2025,,54,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.9344,5.1214,2460009.12115,2460009.12115,"R~100, ExoTiC-JEDI Reduction, Visit 2",2025AJ....170..205B,61/44/75/29/GJ_1132_b_3.11819_5867_6.tbl
GJ 1132 b,Transmission,Bennett et al. 2025,,58,Near Infrared Spectrograph (NIRSpec) - G395M,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.9343,5.1636,2460349.56746,2460349.56746,"R~100, ExoTiC-JEDI Reduction, Visit 3",2025AJ....170..205B,09/87/92/88/GJ_1132_b_3.11819_5867_7.tbl
GJ 1132 b,Transmission,Bennett et al. 2025,,58,Near Infrared Spectrograph (NIRSpec) - G395M,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.9343,5.1636,2460466.85036,2460466.85036,"R~100, ExoTiC-JEDI Reduction, Visit 4",2025AJ....170..205B,57/71/72/21/GJ_1132_b_3.11819_5867_8.tbl
GJ 1132 b,Transmission,Bennett et al. 2025,,62,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7653,5.1613,2460000.97652,2460000.97652,"R~100, Eureka! Reduction, Visit 1",2025AJ....170..205B,68/40/55/76/GJ_1132_b_3.11819_5867_9.tbl
GJ 1132 b,Transmission,Bennett et al. 2025,,62,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7653,5.1613,,,"R~100, Eureka! Reduction, Visit 2",2025AJ....170..205B,38/73/52/92/GJ_1132_b_3.11819_5867_10.tbl
GJ 1132 b,Transmission,Bennett et al. 2025,,64,Near Infrared Spectrograph (NIRSpec) - G395M,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7651,5.1636,,,"R~100, Eureka! Reduction, Visit 3",2025AJ....170..205B,18/14/03/61/GJ_1132_b_3.11819_5867_11.tbl
GJ 1132 b,Transmission,Bennett et al. 2025,,64,Near Infrared Spectrograph (NIRSpec) - G395M,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7651,5.1636,,,"R~100, Eureka! Reduction, Visit 4",2025AJ....170..205B,61/42/94/90/GJ_1132_b_3.11819_5867_12.tbl
GJ 1132 b,Transmission,Bennett et al. 2025,,64,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7651,5.1636,,,"R~100, Figure 4, FIREFLy weighted mean",2025AJ....170..205B,13/50/40/04/GJ_1132_b_3.11819_5867_13.tbl
GJ 1132 b,Transmission,Bennett et al. 2025,,58,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.9343,5.1636,,,"R~100, Figure 4, ExoTiC-JEDI weighted mean",2025AJ....170..205B,48/44/25/55/GJ_1132_b_3.11819_5867_14.tbl
GJ 1132 b,Transmission,Bennett et al. 2025,,64,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7651,5.1636,,,"R~100, Figure 4, Eureka! weighted mean",2025AJ....170..205B,91/40/56/31/GJ_1132_b_3.11819_5867_15.tbl
PSR J2322-2650 b,Direct Imaging,Zhang et al. 2025,,3127,Near Infrared Spectrograph (NIRSpec) - G235H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,1.7012,3.0408,,,Planet spectrum not spatially resolved from host star; Figure 2,2025ApJ...995L..64Z,53/68/26/70/PSR_J2322_2650_b_3.12100_5868_1.tbl
PSR J2322-2650 b,Direct Imaging,Zhang et al. 2025,,392,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.6068,5.2872,,,"Planet spectrum not spatially resolved from host star; Dayside, Figure 2",2025ApJ...995L..64Z,18/49/97/48/PSR_J2322_2650_b_3.12100_5868_2.tbl
PSR J2322-2650 b,Direct Imaging,Zhang et al. 2025,,392,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.6068,5.2872,,,"Planet spectrum not spatially resolved from host star; Nightside, Figure 2",2025ApJ...995L..64Z,82/60/54/09/PSR_J2322_2650_b_3.12100_5868_3.tbl
PSR J2322-2650 b,Direct Imaging,Zhang et al. 2025,,392,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.6068,5.2872,,,"Planet spectrum not spatially resolved from host star; Quad, Figure 2",2025ApJ...995L..64Z,01/37/08/18/PSR_J2322_2650_b_3.12100_5868_4.tbl
CoRoT-1 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,2455162.312441,2455162.312441,"AOR = 36786176, date is start time.",2023AJ....165..104D,78/18/29/10/CoRoT_1_b_3.10951_5869_1.tbl
CoRoT-1 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2455159.295752,2455159.295752,"AOR = 36785920, date is start time.",2023AJ....165..104D,27/60/34/54/CoRoT_1_b_3.10951_5869_2.tbl
CoRoT-2 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,2455160.598468,2455160.598468,"AOR = 31774976, date is start time.",2023AJ....165..104D,55/38/92/60/CoRoT_2_b_3.10954_5869_3.tbl
CoRoT-2 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2454771.949828,2454771.949828,"AOR = 28640000, date is start time.",2023AJ....165..104D,71/97/73/26/CoRoT_2_b_3.10954_5869_4.tbl
CoRoT-2 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2457393.23955,2457393.23955,"AOR = 57958144, date is start time.",2023AJ....165..104D,17/00/09/42/CoRoT_2_b_3.10954_5869_5.tbl
CoRoT-2 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2457391.616556,2457391.616556,"AOR = 57958656, date is start time.",2023AJ....165..104D,15/97/69/56/CoRoT_2_b_3.10954_5869_6.tbl
HAT-P-1 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,,,AOR = 2474547.,2023AJ....165..104D,58/48/82/06/HAT_P_1_b_3.11003_5869_7.tbl
HAT-P-1 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2454098.472506,2454098.472506,"AOR = 21060608, date is start time.",2023AJ....165..104D,35/63/75/64/HAT_P_1_b_3.11003_5869_8.tbl
HAT-P-2 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,2455284.314919,2455284.314919,"AOR = 39135232, date is start time.",2023AJ....165..104D,46/27/34/21/HAT_P_2_b_3.11014_5869_9.tbl
HAT-P-2 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,2455289.478687,2455289.478687,"AOR = 39136768, date is start time.",2023AJ....165..104D,80/86/85/94/HAT_P_2_b_3.11014_5869_10.tbl
HAT-P-2 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,2456444.946287,2456444.946287,"AOR = 46480384, date is start time.",2023AJ....165..104D,19/28/53/32/HAT_P_2_b_3.11014_5869_11.tbl
HAT-P-2 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,2456512.541729,2456512.541729,"AOR = 46481408, date is start time.",2023AJ....165..104D,39/63/19/79/HAT_P_2_b_3.11014_5869_12.tbl
HAT-P-2 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2456596.992441,2456596.992441,"AOR = 46473216, date is start time.",2023AJ....165..104D,03/18/93/39/HAT_P_2_b_3.11014_5869_13.tbl
HAT-P-2 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2456585.739871,2456585.739871,"AOR = 46473472, date is start time.",2023AJ....165..104D,44/62/86/15/HAT_P_2_b_3.11014_5869_14.tbl
HAT-P-2 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2456580.097991,2456580.097991,"AOR = 46473728, date is start time.",2023AJ....165..104D,36/90/31/35/HAT_P_2_b_3.11014_5869_15.tbl
HAT-P-2 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2456557.558926,2456557.558926,"AOR = 46474496, date is start time.",2023AJ....165..104D,43/38/51/21/HAT_P_2_b_3.11014_5869_16.tbl
HAT-P-2 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2456551.924766,2456551.924766,"AOR = 46474752, date is start time.",2023AJ....165..104D,88/76/32/38/HAT_P_2_b_3.11014_5869_17.tbl
HAT-P-2 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2456535.038508,2456535.038508,"AOR = 46475008, date is start time.",2023AJ....165..104D,50/73/53/73/HAT_P_2_b_3.11014_5869_18.tbl
HAT-P-2 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2456529.393262,2456529.393262,"AOR = 46475264, date is start time.",2023AJ....165..104D,59/20/74/43/HAT_P_2_b_3.11014_5869_19.tbl
HAT-P-2 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2456495.596831,2456495.596831,"AOR = 46475520, date is start time.",2023AJ....165..104D,12/36/86/22/HAT_P_2_b_3.11014_5869_20.tbl
HAT-P-2 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2456489.973543,2456489.973543,"AOR = 46475776, date is start time.",2023AJ....165..104D,49/37/85/33/HAT_P_2_b_3.11014_5869_21.tbl
HAT-P-2 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2456427.996997,2456427.996997,"AOR = 46476032, date is start time.",2023AJ....165..104D,03/51/52/46/HAT_P_2_b_3.11014_5869_22.tbl
HAT-P-2 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2456422.370268,2456422.370268,"AOR = 46476288, date is start time.",2023AJ....165..104D,16/53/41/20/HAT_P_2_b_3.11014_5869_23.tbl
HAT-P-2 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2456394.196315,2456394.196315,"AOR = 46476544, date is start time.",2023AJ....165..104D,12/27/10/49/HAT_P_2_b_3.11014_5869_24.tbl
HAT-P-2 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2457351.934764,2457351.934764,"AOR = 57787392, date is start time.",2023AJ....165..104D,75/21/09/24/HAT_P_2_b_3.11014_5869_25.tbl
HAT-P-2 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2457346.295042,2457346.295042,"AOR = 57787648, date is start time.",2023AJ....165..104D,42/96/19/47/HAT_P_2_b_3.11014_5869_26.tbl
HAT-P-3 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,2455272.907168,2455272.907168,"AOR = 31755008, date is start time.",2023AJ....165..104D,04/41/60/45/HAT_P_3_b_3.11023_5869_27.tbl
HAT-P-3 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2455275.7946,2455275.7946,"AOR = 31749376, date is start time.",2023AJ....165..104D,59/51/58/36/HAT_P_3_b_3.11023_5869_28.tbl
HAT-P-4 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,2455298.889715,2455298.889715,"AOR = 31756288, date is start time.",2023AJ....165..104D,98/79/58/24/HAT_P_4_b_3.11024_5869_29.tbl
HAT-P-4 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2455442.575514,2455442.575514,"AOR = 31749888, date is start time.",2023AJ....165..104D,34/45/41/06/HAT_P_4_b_3.11024_5869_30.tbl
HAT-P-5 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,2455121.638873,2455121.638873,"AOR = 31757056, date is start time.",2023AJ....165..104D,47/49/90/40/HAT_P_5_b_3.11025_5869_31.tbl
HAT-P-5 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2455124.4259,2455124.4259,"AOR = 31751424, date is start time.",2023AJ....165..104D,93/77/57/66/HAT_P_5_b_3.11025_5869_32.tbl
HAT-P-6 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,2455451.764501,2455451.764501,"AOR = 31758592, date is start time.",2023AJ....165..104D,46/15/11/26/HAT_P_6_b_3.11026_5869_33.tbl
HAT-P-6 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2455459.46789,2455459.46789,"AOR = 31751680, date is start time.",2023AJ....165..104D,35/58/22/85/HAT_P_6_b_3.11026_5869_34.tbl
HAT-P-7 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,2454768.175661,2454768.175661,"AOR = 28579072, date is start time.",2023AJ....165..104D,75/10/29/56/HAT_P_7_b_3.8_5869_35.tbl
HAT-P-7 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,2455418.519316,2455418.519316,"AOR = 40247296, date is start time.",2023AJ....165..104D,78/76/08/56/HAT_P_7_b_3.8_5869_36.tbl
HAT-P-7 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,2455420.517614,2455420.517614,"AOR = 40247808, date is start time.",2023AJ....165..104D,35/55/74/33/HAT_P_7_b_3.8_5869_37.tbl
HAT-P-7 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2454770.376276,2454770.376276,"AOR = 28566784, date is start time.",2023AJ....165..104D,62/49/53/13/HAT_P_7_b_3.8_5869_38.tbl
HAT-P-7 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2455429.532646,2455429.532646,"AOR = 40268288, date is start time.",2023AJ....165..104D,90/27/83/78/HAT_P_7_b_3.8_5869_39.tbl
HAT-P-7 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2455431.530948,2455431.530948,"AOR = 40268800, date is start time.",2023AJ....165..104D,27/51/24/85/HAT_P_7_b_3.8_5869_40.tbl
HAT-P-8 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,2455211.512588,2455211.512588,"AOR = 36787456, date is start time.",2023AJ....165..104D,84/14/84/49/HAT_P_8_b_3.11027_5869_41.tbl
HAT-P-8 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2455208.441582,2455208.441582,"AOR = 36785664, date is start time.",2023AJ....165..104D,60/21/26/78/HAT_P_8_b_3.11027_5869_42.tbl
HAT-P-12 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,2456763.313462,2456763.313462,"AOR = 50672128, date is start time.",2023AJ....165..104D,00/53/85/30/HAT_P_12_b_3.10993_5869_43.tbl
HAT-P-12 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2455282.006271,2455282.006271,"AOR = 36783360, date is start time.",2023AJ....165..104D,38/74/49/49/HAT_P_12_b_3.10993_5869_44.tbl
HAT-P-12 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2456785.79991,2456785.79991,"AOR = 50682624, date is start time.",2023AJ....165..104D,13/70/32/37/HAT_P_12_b_3.10993_5869_45.tbl
HAT-P-13 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,2455326.784504,2455326.784504,"AOR = 38808320, date is start time.",2023AJ....165..104D,98/54/55/27/HAT_P_13_b_3.10994_5869_46.tbl
HAT-P-13 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2455355.9556,2455355.9556,"AOR = 38808832, date is start time.",2023AJ....165..104D,31/03/59/63/HAT_P_13_b_3.10994_5869_47.tbl
HAT-P-15 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,2456056.189473,2456056.189473,"AOR = 42618368, date is start time.",2023AJ....165..104D,04/08/97/22/HAT_P_15_b_3.10997_5869_48.tbl
HAT-P-15 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2456251.765022,2456251.765022,"AOR = 42618112, date is start time.",2023AJ....165..104D,70/99/20/91/HAT_P_15_b_3.10997_5869_49.tbl
HAT-P-16 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,2455600.921443,2455600.921443,"AOR = 40849152, date is start time.",2023AJ....165..104D,89/68/11/97/HAT_P_16_b_3.10998_5869_50.tbl
HAT-P-16 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2455606.467668,2455606.467668,"AOR = 40848640, date is start time.",2023AJ....165..104D,44/81/21/72/HAT_P_16_b_3.10998_5869_51.tbl
HAT-P-17 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,2456169.044693,2456169.044693,"AOR = 42622208, date is start time.",2023AJ....165..104D,74/22/40/66/HAT_P_17_b_3.10999_5869_52.tbl
HAT-P-17 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,2455951.975948,2455951.975948,"AOR = 42625536, date is start time.",2023AJ....165..104D,21/18/45/86/HAT_P_17_b_3.10999_5869_53.tbl
HAT-P-17 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,2456903.096772,2456903.096772,"AOR = 50673664, date is start time.",2023AJ....165..104D,10/09/23/78/HAT_P_17_b_3.10999_5869_54.tbl
HAT-P-17 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2456179.38023,2456179.38023,"AOR = 42621696, date is start time.",2023AJ....165..104D,06/45/61/73/HAT_P_17_b_3.10999_5869_55.tbl
HAT-P-17 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2455962.303006,2455962.303006,"AOR = 42625280, date is start time.",2023AJ....165..104D,96/49/89/88/HAT_P_17_b_3.10999_5869_56.tbl
HAT-P-17 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2456923.75706,2456923.75706,"AOR = 50684160, date is start time.",2023AJ....165..104D,95/20/98/22/HAT_P_17_b_3.10999_5869_57.tbl
HAT-P-18 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,2456067.208016,2456067.208016,"AOR = 42622976, date is start time.",2023AJ....165..104D,00/77/25/26/HAT_P_18_b_3.11001_5869_58.tbl
HAT-P-18 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,2456799.937574,2456799.937574,"AOR = 50670080, date is start time.",2023AJ....165..104D,13/85/78/35/HAT_P_18_b_3.11001_5869_59.tbl
HAT-P-18 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2455802.775822,2455802.775822,"AOR = 42622464, date is start time.",2023AJ....165..104D,80/00/45/27/HAT_P_18_b_3.11001_5869_60.tbl
HAT-P-18 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2456810.957789,2456810.957789,"AOR = 50680576, date is start time.",2023AJ....165..104D,65/64/26/70/HAT_P_18_b_3.11001_5869_61.tbl
HAT-P-19 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,2455999.605177,2455999.605177,"AOR = 42624512, date is start time.",2023AJ....165..104D,41/07/23/20/HAT_P_19_b_3.11002_5869_62.tbl
HAT-P-19 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,2456933.722874,2456933.722874,"AOR = 50665984, date is start time.",2023AJ....165..104D,95/87/45/82/HAT_P_19_b_3.11002_5869_63.tbl
HAT-P-19 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,2456933.722874,2456933.722874,"AOR = 50665984, date is start time.",2023AJ....165..104D,36/88/01/18/HAT_P_19_b_3.11002_5869_64.tbl
HAT-P-19 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2455815.20628,2455815.20628,"AOR = 42624000, date is start time.",2023AJ....165..104D,04/73/80/64/HAT_P_19_b_3.11002_5869_65.tbl
HAT-P-19 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2456929.714876,2456929.714876,"AOR = 50674688, date is start time.",2023AJ....165..104D,64/40/84/14/HAT_P_19_b_3.11002_5869_66.tbl
HAT-P-20 b,Eclipse,Deming et al. 2023,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,2456062.99426,2456062.99426,"AOR = 42619648, date is start time.",2023AJ....165..104D,27/76/18/48/HAT_P_20_b_3.11004_5869_67.tbl
