label,mist_version,rotation_v_over_vcrit,feh,log10_age_years,initial_mass_solar,log10_luminosity_solar,log10_teff_kelvin
MODEL-INFERRED,1.2,0.4,-0.25,9.15,1.375,0.7665954582,3.863625555
MODEL-INFERRED,1.2,0.4,-0.25,9.15,1.4,0.8054158915,3.867213338
MODEL-INFERRED,1.2,0.4,-0.25,9.15,1.425,0.8436582966,3.870218943
MODEL-INFERRED,1.2,0.4,-0.25,9.15,1.45,0.881194921,3.87259052
MODEL-INFERRED,1.2,0.4,-0.25,9.15,1.475,0.9181958878,3.874225416
MODEL-INFERRED,1.2,0.4,-0.25,9.15,1.5,0.954933263,3.875061776
MODEL-INFERRED,1.2,0.4,-0.25,9.2,0.5,-1.345147803,3.590709711
MODEL-INFERRED,1.2,0.4,-0.25,9.2,0.525,-1.265912965,3.598872144
MODEL-INFERRED,1.2,0.4,-0.25,9.2,0.55,-1.186198046,3.607320473
MODEL-INFERRED,1.2,0.4,-0.25,9.2,0.575,-1.105649081,3.617225351
MODEL-INFERRED,1.2,0.4,-0.25,9.2,0.6,-1.02496848,3.62743423
MODEL-INFERRED,1.2,0.4,-0.25,9.2,0.625,-0.9448065493,3.639287057
MODEL-INFERRED,1.2,0.4,-0.25,9.2,0.65,-0.8645953512,3.651373484
MODEL-INFERRED,1.2,0.4,-0.25,9.2,0.675,-0.7872825235,3.664490735
MODEL-INFERRED,1.2,0.4,-0.25,9.2,0.7,-0.710590803,3.677470423
MODEL-INFERRED,1.2,0.4,-0.25,9.2,0.725,-0.6422460723,3.688319353
MODEL-INFERRED,1.2,0.4,-0.25,9.2,0.75,-0.5744561144,3.69898118
MODEL-INFERRED,1.2,0.4,-0.25,9.2,0.775,-0.5064368913,3.709652914
MODEL-INFERRED,1.2,0.4,-0.25,9.2,0.8,-0.4381577822,3.720326481
MODEL-INFERRED,1.2,0.4,-0.25,9.2,0.825,-0.3695866269,3.731004029
MODEL-INFERRED,1.2,0.4,-0.25,9.2,0.85,-0.3010909512,3.741553952
MODEL-INFERRED,1.2,0.4,-0.25,9.2,0.875,-0.2393496638,3.749906942
MODEL-INFERRED,1.2,0.4,-0.25,9.2,0.9,-0.1779071079,3.758048657
MODEL-INFERRED,1.2,0.4,-0.25,9.2,0.925,-0.118356361,3.765490872
MODEL-INFERRED,1.2,0.4,-0.25,9.2,0.95,-0.05934744875,3.772663221
MODEL-INFERRED,1.2,0.4,-0.25,9.2,0.975,-0.001620487831,3.779387364
MODEL-INFERRED,1.2,0.4,-0.25,9.2,1,0.05521692398,3.78579219
MODEL-INFERRED,1.2,0.4,-0.25,9.2,1.025,0.1110674815,3.791899106
MODEL-INFERRED,1.2,0.4,-0.25,9.2,1.05,0.1659896786,3.797775335
MODEL-INFERRED,1.2,0.4,-0.25,9.2,1.075,0.2196717473,3.803414866
MODEL-INFERRED,1.2,0.4,-0.25,9.2,1.1,0.2729280816,3.808936598
MODEL-INFERRED,1.2,0.4,-0.25,9.2,1.125,0.3248703356,3.814292016
MODEL-INFERRED,1.2,0.4,-0.25,9.2,1.15,0.3758736495,3.819545803
MODEL-INFERRED,1.2,0.4,-0.25,9.2,1.175,0.4263032857,3.824740069
MODEL-INFERRED,1.2,0.4,-0.25,9.2,1.2,0.4749628554,3.829813913
MODEL-INFERRED,1.2,0.4,-0.25,9.2,1.225,0.523099256,3.834771702
MODEL-INFERRED,1.2,0.4,-0.25,9.2,1.25,0.5699418202,3.839568377
MODEL-INFERRED,1.2,0.4,-0.25,9.2,1.275,0.6151294539,3.844251718
MODEL-INFERRED,1.2,0.4,-0.25,9.2,1.3,0.6588131875,3.848693758
MODEL-INFERRED,1.2,0.4,-0.25,9.2,1.325,0.7010447227,3.852703299
MODEL-INFERRED,1.2,0.4,-0.25,9.2,1.35,0.7421260902,3.856285663
MODEL-INFERRED,1.2,0.4,-0.25,9.2,1.375,0.7823292655,3.859443719
MODEL-INFERRED,1.2,0.4,-0.25,9.2,1.4,0.8218298478,3.861879314
MODEL-INFERRED,1.2,0.4,-0.25,9.2,1.425,0.8607630133,3.863597688
MODEL-INFERRED,1.2,0.4,-0.25,9.2,1.45,0.8992059869,3.864479582
MODEL-INFERRED,1.2,0.4,-0.25,9.2,1.475,0.9369885236,3.864238586
MODEL-INFERRED,1.2,0.4,-0.25,9.2,1.5,0.9741050037,3.862696839
MODEL-INFERRED,1.2,0.4,-0.25,9.25,0.5,-1.343969009,3.590778321
MODEL-INFERRED,1.2,0.4,-0.25,9.25,0.525,-1.264700581,3.598917218
MODEL-INFERRED,1.2,0.4,-0.25,9.25,0.55,-1.184866995,3.607419016
MODEL-INFERRED,1.2,0.4,-0.25,9.25,0.575,-1.104201181,3.61731907
MODEL-INFERRED,1.2,0.4,-0.25,9.25,0.6,-1.023337096,3.62751242
MODEL-INFERRED,1.2,0.4,-0.25,9.25,0.625,-0.9430519453,3.639458106
MODEL-INFERRED,1.2,0.4,-0.25,9.25,0.65,-0.8627369328,3.651642107
MODEL-INFERRED,1.2,0.4,-0.25,9.25,0.675,-0.7850838809,3.664756909
MODEL-INFERRED,1.2,0.4,-0.25,9.25,0.7,-0.7077676536,3.677876624
MODEL-INFERRED,1.2,0.4,-0.25,9.25,0.725,-0.6395739065,3.688645636
MODEL-INFERRED,1.2,0.4,-0.25,9.25,0.75,-0.5715196951,3.699331452
MODEL-INFERRED,1.2,0.4,-0.25,9.25,0.775,-0.5032002425,3.710023015
MODEL-INFERRED,1.2,0.4,-0.25,9.25,0.8,-0.4345791112,3.720719162
MODEL-INFERRED,1.2,0.4,-0.25,9.25,0.825,-0.3656247687,3.731415773
MODEL-INFERRED,1.2,0.4,-0.25,9.25,0.85,-0.2969453303,3.741904209
MODEL-INFERRED,1.2,0.4,-0.25,9.25,0.875,-0.2344764758,3.750352884
MODEL-INFERRED,1.2,0.4,-0.25,9.25,0.9,-0.1723511968,3.758554885
MODEL-INFERRED,1.2,0.4,-0.25,9.25,0.925,-0.1123997761,3.765953961
MODEL-INFERRED,1.2,0.4,-0.25,9.25,0.95,-0.05276069098,3.773132474
MODEL-INFERRED,1.2,0.4,-0.25,9.25,0.975,0.005636629186,3.779861643
MODEL-INFERRED,1.2,0.4,-0.25,9.25,1,0.06319640749,3.786264992
MODEL-INFERRED,1.2,0.4,-0.25,9.25,1.025,0.1197960627,3.792361949
MODEL-INFERRED,1.2,0.4,-0.25,9.25,1.05,0.175518136,3.798225797
MODEL-INFERRED,1.2,0.4,-0.25,9.25,1.075,0.2299987402,3.803844364
MODEL-INFERRED,1.2,0.4,-0.25,9.25,1.1,0.2842733925,3.809345718
MODEL-INFERRED,1.2,0.4,-0.25,9.25,1.125,0.3371474571,3.814662554
MODEL-INFERRED,1.2,0.4,-0.25,9.25,1.15,0.3890464433,3.819861836
MODEL-INFERRED,1.2,0.4,-0.25,9.25,1.175,0.4402744443,3.824953863
MODEL-INFERRED,1.2,0.4,-0.25,9.25,1.2,0.4897358891,3.829871593
MODEL-INFERRED,1.2,0.4,-0.25,9.25,1.225,0.538796038,3.834583986
MODEL-INFERRED,1.2,0.4,-0.25,9.25,1.25,0.5858502455,3.838870012
MODEL-INFERRED,1.2,0.4,-0.25,9.25,1.275,0.6310300879,3.84284168
MODEL-INFERRED,1.2,0.4,-0.25,9.25,1.3,0.6746951071,3.846345874
MODEL-INFERRED,1.2,0.4,-0.25,9.25,1.325,0.7172884138,3.849336701
MODEL-INFERRED,1.2,0.4,-0.25,9.25,1.35,0.7588309258,3.851727705
MODEL-INFERRED,1.2,0.4,-0.25,9.25,1.375,0.7998323234,3.85349397
MODEL-INFERRED,1.2,0.4,-0.25,9.25,1.4,0.8399993754,3.854210463
MODEL-INFERRED,1.2,0.4,-0.25,9.25,1.425,0.8795189068,3.853907706
MODEL-INFERRED,1.2,0.4,-0.25,9.25,1.45,0.9183010566,3.852158051
MODEL-INFERRED,1.2,0.4,-0.25,9.25,1.475,0.9559546307,3.84858262
MODEL-INFERRED,1.2,0.4,-0.25,9.25,1.5,0.992989071,3.843269427
MODEL-INFERRED,1.2,0.4,-0.25,9.3,0.5,-1.342742654,3.590823467
MODEL-INFERRED,1.2,0.4,-0.25,9.3,0.525,-1.263366793,3.598978499
MODEL-INFERRED,1.2,0.4,-0.25,9.3,0.55,-1.183458804,3.607436686
MODEL-INFERRED,1.2,0.4,-0.25,9.3,0.575,-1.102625761,3.617432729
MODEL-INFERRED,1.2,0.4,-0.25,9.3,0.6,-1.021580064,3.627584135
MODEL-INFERRED,1.2,0.4,-0.25,9.3,0.625,-0.9410908374,3.639664221
MODEL-INFERRED,1.2,0.4,-0.25,9.3,0.65,-0.8605941541,3.651924474
MODEL-INFERRED,1.2,0.4,-0.25,9.3,0.675,-0.7826452954,3.665061145
MODEL-INFERRED,1.2,0.4,-0.25,9.3,0.7,-0.7052659317,3.678170165
MODEL-INFERRED,1.2,0.4,-0.25,9.3,0.725,-0.6365998443,3.68901697
MODEL-INFERRED,1.2,0.4,-0.25,9.3,0.75,-0.5682309653,3.699727605
MODEL-INFERRED,1.2,0.4,-0.25,9.3,0.775,-0.499559117,3.710442525
MODEL-INFERRED,1.2,0.4,-0.25,9.3,0.8,-0.4305550992,3.721162241
MODEL-INFERRED,1.2,0.4,-0.25,9.3,0.825,-0.361143273,3.731882434
MODEL-INFERRED,1.2,0.4,-0.25,9.3,0.85,-0.2918111944,3.742441096
MODEL-INFERRED,1.2,0.4,-0.25,9.3,0.875,-0.2289598197,3.750854459
MODEL-INFERRED,1.2,0.4,-0.25,9.3,0.9,-0.1663865758,3.75901611
MODEL-INFERRED,1.2,0.4,-0.25,9.3,0.925,-0.1056269605,3.766475667
MODEL-INFERRED,1.2,0.4,-0.25,9.3,0.95,-0.04526760001,3.77365834
MODEL-INFERRED,1.2,0.4,-0.25,9.3,0.975,0.01389870101,3.780386034
MODEL-INFERRED,1.2,0.4,-0.25,9.3,1,0.07223331704,3.786773263
MODEL-INFERRED,1.2,0.4,-0.25,9.3,1.025,0.1297509244,3.792870439
MODEL-INFERRED,1.2,0.4,-0.25,9.3,1.05,0.1864186135,3.798713798
MODEL-INFERRED,1.2,0.4,-0.25,9.3,1.075,0.2419049993,3.804303457
MODEL-INFERRED,1.2,0.4,-0.25,9.3,1.1,0.2972626501,3.809770841
MODEL-INFERRED,1.2,0.4,-0.25,9.3,1.125,0.3511963832,3.815026565
MODEL-INFERRED,1.2,0.4,-0.25,9.3,1.15,0.4040816335,3.820131185
MODEL-INFERRED,1.2,0.4,-0.25,9.3,1.175,0.456435926,3.825087441
MODEL-INFERRED,1.2,0.4,-0.25,9.3,1.2,0.506689415,3.829669796
MODEL-INFERRED,1.2,0.4,-0.25,9.3,1.225,0.5559628893,3.833885142
MODEL-INFERRED,1.2,0.4,-0.25,9.3,1.25,0.6029585598,3.837357499
MODEL-INFERRED,1.2,0.4,-0.25,9.3,1.275,0.6480947036,3.840335286
MODEL-INFERRED,1.2,0.4,-0.25,9.3,1.3,0.6920607854,3.842721033
MODEL-INFERRED,1.2,0.4,-0.25,9.3,1.325,0.7350382671,3.844369599
MODEL-INFERRED,1.2,0.4,-0.25,9.3,1.35,0.7771573595,3.845110457
MODEL-INFERRED,1.2,0.4,-0.25,9.3,1.375,0.8186207499,3.844732404
MODEL-INFERRED,1.2,0.4,-0.25,9.3,1.4,0.8590045996,3.842767738
MODEL-INFERRED,1.2,0.4,-0.25,9.3,1.425,0.8983804234,3.839193257
MODEL-INFERRED,1.2,0.4,-0.25,9.3,1.45,0.937011929,3.834038079
MODEL-INFERRED,1.2,0.4,-0.25,9.3,1.475,0.9781337143,3.828820554
MODEL-INFERRED,1.2,0.4,-0.25,9.3,1.5,1.141233743,3.845164414
MODEL-INFERRED,1.2,0.4,-0.25,9.35,0.5,-1.341499295,3.59083267
MODEL-INFERRED,1.2,0.4,-0.25,9.35,0.525,-1.261932171,3.599052416
MODEL-INFERRED,1.2,0.4,-0.25,9.35,0.55,-1.181947328,3.607477009
MODEL-INFERRED,1.2,0.4,-0.25,9.35,0.575,-1.100898832,3.617571058
MODEL-INFERRED,1.2,0.4,-0.25,9.35,0.6,-1.019684006,3.627865963
MODEL-INFERRED,1.2,0.4,-0.25,9.35,0.625,-0.9388952281,3.639904614
MODEL-INFERRED,1.2,0.4,-0.25,9.35,0.65,-0.8579484023,3.65217003
MODEL-INFERRED,1.2,0.4,-0.25,9.35,0.675,-0.7799209936,3.665410814
MODEL-INFERRED,1.2,0.4,-0.25,9.35,0.7,-0.7024316097,3.678514637
MODEL-INFERRED,1.2,0.4,-0.25,9.35,0.725,-0.6332572139,3.689439742
MODEL-INFERRED,1.2,0.4,-0.25,9.35,0.75,-0.5645389907,3.70017464
MODEL-INFERRED,1.2,0.4,-0.25,9.35,0.775,-0.4954835125,3.710917886
MODEL-INFERRED,1.2,0.4,-0.25,9.35,0.8,-0.4260103719,3.721663041
MODEL-INFERRED,1.2,0.4,-0.25,9.35,0.825,-0.3560850882,3.732411878
MODEL-INFERRED,1.2,0.4,-0.25,9.35,0.85,-0.2862564489,3.742959113
MODEL-INFERRED,1.2,0.4,-0.25,9.35,0.875,-0.2226826153,3.751419915
MODEL-INFERRED,1.2,0.4,-0.25,9.35,0.9,-0.1591727559,3.759667608
MODEL-INFERRED,1.2,0.4,-0.25,9.35,0.925,-0.0979202199,3.767060473
MODEL-INFERRED,1.2,0.4,-0.25,9.35,0.95,-0.03673109454,3.774245975
MODEL-INFERRED,1.2,0.4,-0.25,9.35,0.975,0.02330227898,3.780964802
MODEL-INFERRED,1.2,0.4,-0.25,9.35,1,0.08265302422,3.787352058
MODEL-INFERRED,1.2,0.4,-0.25,9.35,1.025,0.1411630618,3.793421171
MODEL-INFERRED,1.2,0.4,-0.25,9.35,1.05,0.1989280842,3.799235749
MODEL-INFERRED,1.2,0.4,-0.25,9.35,1.075,0.2555773095,3.804781602
MODEL-INFERRED,1.2,0.4,-0.25,9.35,1.1,0.3120738953,3.810178109
MODEL-INFERRED,1.2,0.4,-0.25,9.35,1.125,0.367344563,3.815355021
MODEL-INFERRED,1.2,0.4,-0.25,9.35,1.15,0.4215530342,3.820315021
MODEL-INFERRED,1.2,0.4,-0.25,9.35,1.175,0.4748876476,3.824987849
MODEL-INFERRED,1.2,0.4,-0.25,9.35,1.2,0.5253380886,3.828930506
MODEL-INFERRED,1.2,0.4,-0.25,9.35,1.225,0.5744900073,3.83233918
MODEL-INFERRED,1.2,0.4,-0.25,9.35,1.25,0.6210085951,3.834659331
MODEL-INFERRED,1.2,0.4,-0.25,9.35,1.275,0.6663503099,3.836349991
MODEL-INFERRED,1.2,0.4,-0.25,9.35,1.3,0.7107703496,3.837234881
MODEL-INFERRED,1.2,0.4,-0.25,9.35,1.325,0.7540294556,3.836925517
MODEL-INFERRED,1.2,0.4,-0.25,9.35,1.35,0.7962304745,3.835184794
MODEL-INFERRED,1.2,0.4,-0.25,9.35,1.375,0.8373243618,3.831777082
MODEL-INFERRED,1.2,0.4,-0.25,9.35,1.4,0.8781553806,3.826932647
MODEL-INFERRED,1.2,0.4,-0.25,9.35,1.425,0.9287904085,3.824855803
MODEL-INFERRED,1.2,0.4,-0.25,9.4,0.5,-1.340283081,3.590785873
MODEL-INFERRED,1.2,0.4,-0.25,9.4,0.525,-1.260374088,3.599143456
MODEL-INFERRED,1.2,0.4,-0.25,9.4,0.55,-1.180158783,3.607699131
MODEL-INFERRED,1.2,0.4,-0.25,9.4,0.575,-1.098958145,3.617737233
MODEL-INFERRED,1.2,0.4,-0.25,9.4,0.6,-1.017505804,3.628091362
MODEL-INFERRED,1.2,0.4,-0.25,9.4,0.625,-0.9364789598,3.640177298
MODEL-INFERRED,1.2,0.4,-0.25,9.4,0.65,-0.8552568452,3.652533408
MODEL-INFERRED,1.2,0.4,-0.25,9.4,0.675,-0.7768795356,3.665807199
MODEL-INFERRED,1.2,0.4,-0.25,9.4,0.7,-0.6987403545,3.679040713
MODEL-INFERRED,1.2,0.4,-0.25,9.4,0.725,-0.6295078433,3.68991645
MODEL-INFERRED,1.2,0.4,-0.25,9.4,0.75,-0.5603956238,3.700682274
MODEL-INFERRED,1.2,0.4,-0.25,9.4,0.775,-0.4908701162,3.711454384
MODEL-INFERRED,1.2,0.4,-0.25,9.4,0.8,-0.4208789671,3.722232308
MODEL-INFERRED,1.2,0.4,-0.25,9.4,0.825,-0.3503523202,3.733006922
MODEL-INFERRED,1.2,0.4,-0.25,9.4,0.85,-0.279593729,3.743654896
MODEL-INFERRED,1.2,0.4,-0.25,9.4,0.875,-0.2155505532,3.752058166
MODEL-INFERRED,1.2,0.4,-0.25,9.4,0.9,-0.1514826155,3.760243234
MODEL-INFERRED,1.2,0.4,-0.25,9.4,0.925,-0.08911074108,3.767715375
MODEL-INFERRED,1.2,0.4,-0.25,9.4,0.95,-0.02695917062,3.774898801
MODEL-INFERRED,1.2,0.4,-0.25,9.4,0.975,0.03413467989,3.781613602
MODEL-INFERRED,1.2,0.4,-0.25,9.4,1,0.09459397043,3.787983632
MODEL-INFERRED,1.2,0.4,-0.25,9.4,1.025,0.1543057312,3.794018373
MODEL-INFERRED,1.2,0.4,-0.25,9.4,1.05,0.213328856,3.799784305
MODEL-INFERRED,1.2,0.4,-0.25,9.4,1.075,0.2713681511,3.80526304
MODEL-INFERRED,1.2,0.4,-0.25,9.4,1.1,0.3293680979,3.810570867
MODEL-INFERRED,1.2,0.4,-0.25,9.4,1.125,0.3861163371,3.815588554
MODEL-INFERRED,1.2,0.4,-0.25,9.4,1.15,0.4416191551,3.820279711
MODEL-INFERRED,1.2,0.4,-0.25,9.4,1.175,0.4953705458,3.824391505
MODEL-INFERRED,1.2,0.4,-0.25,9.4,1.2,0.5451624679,3.827295933
MODEL-INFERRED,1.2,0.4,-0.25,9.4,1.225,0.5937199494,3.829372663
MODEL-INFERRED,1.2,0.4,-0.25,9.4,1.25,0.6402956636,3.830260571
MODEL-INFERRED,1.2,0.4,-0.25,9.4,1.275,0.6857677731,3.830137251
MODEL-INFERRED,1.2,0.4,-0.25,9.4,1.3,0.7299347979,3.828612904
MODEL-INFERRED,1.2,0.4,-0.25,9.4,1.325,0.7728732948,3.825555793
MODEL-INFERRED,1.2,0.4,-0.25,9.4,1.35,0.8162891577,3.821350878
MODEL-INFERRED,1.2,0.4,-0.25,9.4,1.375,0.8883084044,3.826023778
MODEL-INFERRED,1.2,0.4,-0.25,9.45,0.5,-1.338714152,3.59087418
MODEL-INFERRED,1.2,0.4,-0.25,9.45,0.525,-1.25864378,3.599257709
MODEL-INFERRED,1.2,0.4,-0.25,9.45,0.55,-1.178216041,3.607866852
MODEL-INFERRED,1.2,0.4,-0.25,9.45,0.575,-1.096825032,3.617930395
MODEL-INFERRED,1.2,0.4,-0.25,9.45,0.6,-1.015107233,3.628292371
MODEL-INFERRED,1.2,0.4,-0.25,9.45,0.625,-0.9337851875,3.64049336
MODEL-INFERRED,1.2,0.4,-0.25,9.45,0.65,-0.8523539427,3.652969031
MODEL-INFERRED,1.2,0.4,-0.25,9.45,0.675,-0.7734806957,3.666257575
MODEL-INFERRED,1.2,0.4,-0.25,9.45,0.7,-0.6950130956,3.679527469
MODEL-INFERRED,1.2,0.4,-0.25,9.45,0.725,-0.6253132224,3.690455635
MODEL-INFERRED,1.2,0.4,-0.25,9.45,0.75,-0.5557249699,3.701256441
MODEL-INFERRED,1.2,0.4,-0.25,9.45,0.775,-0.485665507,3.712063351
MODEL-INFERRED,1.2,0.4,-0.25,9.45,0.8,-0.4150648453,3.722874859
MODEL-INFERRED,1.2,0.4,-0.25,9.45,0.825,-0.3438302622,3.733680125
MODEL-INFERRED,1.2,0.4,-0.25,9.45,0.85,-0.2725188879,3.744286911
MODEL-INFERRED,1.2,0.4,-0.25,9.45,0.875,-0.2074019794,3.75277737
MODEL-INFERRED,1.2,0.4,-0.25,9.45,0.9,-0.1422931858,3.761006529
MODEL-INFERRED,1.2,0.4,-0.25,9.45,0.925,-0.07904525961,3.768445185
MODEL-INFERRED,1.2,0.4,-0.25,9.45,0.95,-0.01576544854,3.775623532
MODEL-INFERRED,1.2,0.4,-0.25,9.45,0.975,0.04654938551,3.782319832
MODEL-INFERRED,1.2,0.4,-0.25,9.45,1,0.1082829246,3.788647415
MODEL-INFERRED,1.2,0.4,-0.25,9.45,1.025,0.1694576886,3.794644001
MODEL-INFERRED,1.2,0.4,-0.25,9.45,1.05,0.2300412589,3.800338509
MODEL-INFERRED,1.2,0.4,-0.25,9.45,1.075,0.2897704411,3.805722765
MODEL-INFERRED,1.2,0.4,-0.25,9.45,1.1,0.3498453983,3.810919156
MODEL-INFERRED,1.2,0.4,-0.25,9.45,1.125,0.4080907869,3.81565988
MODEL-INFERRED,1.2,0.4,-0.25,9.45,1.15,0.4635869964,3.819619131
MODEL-INFERRED,1.2,0.4,-0.25,9.45,1.175,0.5163964838,3.822597009
MODEL-INFERRED,1.2,0.4,-0.25,9.45,1.2,0.5655176367,3.823997938
MODEL-INFERRED,1.2,0.4,-0.25,9.45,1.225,0.6137592984,3.824359682
MODEL-INFERRED,1.2,0.4,-0.25,9.45,1.25,0.6599991705,3.82310277
MODEL-INFERRED,1.2,0.4,-0.25,9.45,1.275,0.7048711233,3.820349998
MODEL-INFERRED,1.2,0.4,-0.25,9.45,1.3,0.7510590092,3.816697881
MODEL-INFERRED,1.2,0.4,-0.25,9.45,1.325,0.901126834,3.841322874
MODEL-INFERRED,1.2,0.4,-0.25,9.5,0.5,-1.336759247,3.591095097
MODEL-INFERRED,1.2,0.4,-0.25,9.5,0.525,-1.25673881,3.599393235
MODEL-INFERRED,1.2,0.4,-0.25,9.5,0.55,-1.176165338,3.607976046
MODEL-INFERRED,1.2,0.4,-0.25,9.5,0.575,-1.094485868,3.618152396
MODEL-INFERRED,1.2,0.4,-0.25,9.5,0.6,-1.01245161,3.628551333
MODEL-INFERRED,1.2,0.4,-0.25,9.5,0.625,-0.9307824594,3.640852951
MODEL-INFERRED,1.2,0.4,-0.25,9.5,0.65,-0.8488555191,3.653394997
MODEL-INFERRED,1.2,0.4,-0.25,9.5,0.675,-0.7696720409,3.666769175
MODEL-INFERRED,1.2,0.4,-0.25,9.5,0.7,-0.6909954483,3.680035672
MODEL-INFERRED,1.2,0.4,-0.25,9.5,0.725,-0.6205683594,3.691068641
MODEL-INFERRED,1.2,0.4,-0.25,9.5,0.75,-0.5504465789,3.701906101
MODEL-INFERRED,1.2,0.4,-0.25,9.5,0.775,-0.4797691997,3.71275522
MODEL-INFERRED,1.2,0.4,-0.25,9.5,0.8,-0.4084567054,3.723600403
MODEL-INFERRED,1.2,0.4,-0.25,9.5,0.825,-0.3364189525,3.734442831
MODEL-INFERRED,1.2,0.4,-0.25,9.5,0.85,-0.2640713228,3.745113305
MODEL-INFERRED,1.2,0.4,-0.25,9.5,0.875,-0.1981171237,3.753582647
MODEL-INFERRED,1.2,0.4,-0.25,9.5,0.9,-0.131980192,3.761797741
MODEL-INFERRED,1.2,0.4,-0.25,9.5,0.925,-0.06746651274,3.769256088
MODEL-INFERRED,1.2,0.4,-0.25,9.5,0.95,-0.00289315652,3.776420621
MODEL-INFERRED,1.2,0.4,-0.25,9.5,0.975,0.06084843161,3.783084028
MODEL-INFERRED,1.2,0.4,-0.25,9.5,1,0.1241638878,3.789363249
MODEL-INFERRED,1.2,0.4,-0.25,9.5,1.025,0.1870577031,3.79528822
MODEL-INFERRED,1.2,0.4,-0.25,9.5,1.05,0.2495916439,3.800879708
MODEL-INFERRED,1.2,0.4,-0.25,9.5,1.075,0.3114379771,3.806140369
MODEL-INFERRED,1.2,0.4,-0.25,9.5,1.1,0.3737281096,3.811117819
MODEL-INFERRED,1.2,0.4,-0.25,9.5,1.125,0.4325929418,3.815156936
MODEL-INFERRED,1.2,0.4,-0.25,9.5,1.15,0.4864509206,3.817657983
MODEL-INFERRED,1.2,0.4,-0.25,9.5,1.175,0.5377930495,3.818935779
MODEL-INFERRED,1.2,0.4,-0.25,9.5,1.2,0.5863132595,3.818304281
MODEL-INFERRED,1.2,0.4,-0.25,9.5,1.225,0.6337179711,3.816196909
MODEL-INFERRED,1.2,0.4,-0.25,9.5,1.25,0.6818359059,3.812910557
MODEL-INFERRED,1.2,0.4,-0.25,9.5,1.275,0.8435006044,3.828135089
MODEL-INFERRED,1.2,0.4,-0.25,9.55,0.5,-1.334840048,3.59123144
MODEL-INFERRED,1.2,0.4,-0.25,9.55,0.525,-1.254672015,3.599550258
MODEL-INFERRED,1.2,0.4,-0.25,9.55,0.55,-1.173882261,3.608142196
MODEL-INFERRED,1.2,0.4,-0.25,9.55,0.575,-1.09188166,3.618406843
MODEL-INFERRED,1.2,0.4,-0.25,9.55,0.6,-1.009535222,3.62894023
MODEL-INFERRED,1.2,0.4,-0.25,9.55,0.625,-0.9274394986,3.641259666
MODEL-INFERRED,1.2,0.4,-0.25,9.55,0.65,-0.8448853565,3.653874159
MODEL-INFERRED,1.2,0.4,-0.25,9.55,0.675,-0.7653954915,3.667348472
MODEL-INFERRED,1.2,0.4,-0.25,9.55,0.7,-0.6859255389,3.680755138
MODEL-INFERRED,1.2,0.4,-0.25,9.55,0.725,-0.6152182899,3.691761119
MODEL-INFERRED,1.2,0.4,-0.25,9.55,0.75,-0.5444551235,3.702647228
MODEL-INFERRED,1.2,0.4,-0.25,9.55,0.775,-0.4730611449,3.713535081
MODEL-INFERRED,1.2,0.4,-0.25,9.55,0.8,-0.4009307393,3.724423153
MODEL-INFERRED,1.2,0.4,-0.25,9.55,0.825,-0.327952482,3.73530397
MODEL-INFERRED,1.2,0.4,-0.25,9.55,0.85,-0.2545665339,3.745992261
MODEL-INFERRED,1.2,0.4,-0.25,9.55,0.875,-0.1874568693,3.754484594
MODEL-INFERRED,1.2,0.4,-0.25,9.55,0.9,-0.1200827009,3.762698154
MODEL-INFERRED,1.2,0.4,-0.25,9.55,0.925,-0.05415140712,3.77015431
MODEL-INFERRED,1.2,0.4,-0.25,9.55,0.95,0.01200692165,3.777292615
MODEL-INFERRED,1.2,0.4,-0.25,9.55,0.975,0.07745174268,3.783905718
MODEL-INFERRED,1.2,0.4,-0.25,9.55,1,0.1427198626,3.790116148
MODEL-INFERRED,1.2,0.4,-0.25,9.55,1.025,0.2077314576,3.795928789
MODEL-INFERRED,1.2,0.4,-0.25,9.55,1.05,0.2727385318,3.801392221
MODEL-INFERRED,1.2,0.4,-0.25,9.55,1.075,0.3371270751,3.806428385
MODEL-INFERRED,1.2,0.4,-0.25,9.55,1.1,0.4010816386,3.810857827
MODEL-INFERRED,1.2,0.4,-0.25,9.55,1.125,0.4589363912,3.813395752
MODEL-INFERRED,1.2,0.4,-0.25,9.55,1.15,0.5094738877,3.813531321
MODEL-INFERRED,1.2,0.4,-0.25,9.55,1.175,0.5592378774,3.812512156
MODEL-INFERRED,1.2,0.4,-0.25,9.55,1.2,0.6089895064,3.809760271
MODEL-INFERRED,1.2,0.4,-0.25,9.55,1.225,0.7193734173,3.8200351
MODEL-INFERRED,1.2,0.4,-0.25,9.55,1.25,0.836695817,3.807992601
MODEL-INFERRED,1.2,0.4,-0.25,9.6,0.5,-1.332806812,3.591371025
MODEL-INFERRED,1.2,0.4,-0.25,9.6,0.525,-1.252396784,3.599731746
MODEL-INFERRED,1.2,0.4,-0.25,9.6,0.55,-1.171271791,3.608467971
MODEL-INFERRED,1.2,0.4,-0.25,9.6,0.575,-1.088998292,3.618698433
MODEL-INFERRED,1.2,0.4,-0.25,9.6,0.6,-1.006251101,3.629299188
MODEL-INFERRED,1.2,0.4,-0.25,9.6,0.625,-0.9236983622,3.64172401
MODEL-INFERRED,1.2,0.4,-0.25,9.6,0.65,-0.8408276268,3.654503756
MODEL-INFERRED,1.2,0.4,-0.25,9.6,0.675,-0.7605775327,3.668008451
