pl_name,hostname,is_control,st_age_gyr,st_mass_solar,st_feh,st_log_luminosity_solar,pl_orbsmax_au,label,status,reason,draws_requested,draws_supported,supported_fraction,age_precision_status,model_agreement,boundary_sensitivity,classification_robustness,kopparapu_conservative__p_current_hz,kopparapu_conservative__tau_hz_gyr_p16,kopparapu_conservative__tau_hz_gyr_p50,kopparapu_conservative__tau_hz_gyr_p84,kopparapu_conservative__f_chz_p16,kopparapu_conservative__f_chz_p50,kopparapu_conservative__f_chz_p84,kopparapu_moist_greenhouse__p_current_hz,kopparapu_moist_greenhouse__tau_hz_gyr_p16,kopparapu_moist_greenhouse__tau_hz_gyr_p50,kopparapu_moist_greenhouse__tau_hz_gyr_p84,kopparapu_moist_greenhouse__f_chz_p16,kopparapu_moist_greenhouse__f_chz_p50,kopparapu_moist_greenhouse__f_chz_p84,kopparapu_optimistic_empirical__p_current_hz,kopparapu_optimistic_empirical__tau_hz_gyr_p16,kopparapu_optimistic_empirical__tau_hz_gyr_p50,kopparapu_optimistic_empirical__tau_hz_gyr_p84,kopparapu_optimistic_empirical__f_chz_p16,kopparapu_optimistic_empirical__f_chz_p50,kopparapu_optimistic_empirical__f_chz_p84,history_start_gyr,history_steps,luminosity_anchor_max_abs_dex
Kepler-631 b,Kepler-631,False,2.51,1.24,0.23,0.38915,0.14017,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1477 b,Kepler-1477,False,4.68,0.81,-0.06,-0.19624,0.0911,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1478 b,Kepler-1478,False,3.98,1.04,0.03,0.30415,0.1681,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1558 b,Kepler-1558,False,4.9,0.83,0,-0.48006,0.04278,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1557 b,Kepler-1557,False,3.31,1.11,0.02,0.11938,0.049,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-544 b,Kepler-544,False,2.63,1.16,0.02,0.52864,0.15482,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1442 b,Kepler-1442,False,1.7,1.34,0.26,0.65109,0.40814,MODEL-INFERRED,inferred,,256,253,0.98828125,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,0
Kepler-1435 b,Kepler-1435,False,2.63,1.21,-0.03,0.4683,0.05456,MODEL-INFERRED,inferred,,256,238,0.9296875,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,5.551115123e-17
Kepler-1559 b,Kepler-1559,False,4.27,0.86,-0.04,-0.27638,0.01835,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1596 b,Kepler-1596,False,3.89,0.95,-0.11,0.43061,0.3237,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-403 d,Kepler-403,False,3.09,1.25,0.16,0.64405,0.12178,MODEL-INFERRED,inferred,,256,205,0.80078125,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,0
Kepler-1443 b,Kepler-1443,False,2.63,1.19,0,0.56075,0.03783,MODEL-INFERRED,inferred,,256,232,0.90625,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,5.551115123e-17
Kepler-1438 b,Kepler-1438,False,5.37,0.97,0.2,0.12254,0.0346,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1562 b,Kepler-1562,False,4.79,1.02,0.11,0.49073,0.3308,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1561 b,Kepler-1561,False,3.39,1.07,0.04,-0.02044,0.0194,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1598 b,Kepler-1598,False,3.8,1.07,0.04,-0.03931,0.05207,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1445 b,Kepler-1445,False,3.8,1.13,-0.03,0.33963,0.09587,MODEL-INFERRED,inferred,,256,207,0.80859375,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,5.551115123e-17
Kepler-511 b,Kepler-511,False,7.94,1,0.01,0.49754,0.85672,MODEL-INFERRED,inferred,,256,141,0.55078125,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,1.110223025e-16
Kepler-1564 b,Kepler-1564,False,4.57,0.93,0.03,-0.13536,0.1327,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1563 b,Kepler-1563,False,4.07,1,0.02,-0.0102,0.0442,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1565 b,Kepler-1565,False,5.62,0.76,-0.16,-0.56447,0.0241,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1602 b,Kepler-1602,False,2.51,1.22,0.02,0.20142,0.09744,MODEL-INFERRED,inferred,,256,179,0.69921875,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,5.551115123e-17
Kepler-1448 b,Kepler-1448,False,3.55,0.95,-0.16,-0.06927,0.1058,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1449 b,Kepler-1449,False,3.47,1.08,0.04,0.50864,0.1176,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1566 b,Kepler-1566,False,5.01,0.84,-0.07,-0.43675,0.01198,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1567 b,Kepler-1567,False,4.17,0.95,-0.03,-0.12183,0.552,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-597 b,Kepler-597,False,4.27,0.97,-0.01,-0.0334,0.10916,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1603 b,Kepler-1603,False,2.82,1.21,0.07,0.7055,0.0351,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1450 b,Kepler-1450,False,4.37,0.71,-0.02,-0.7677,0.2401,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1451 b,Kepler-1451,False,4.17,1,0.01,-0.11938,0.2101,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-603 d,Kepler-603,False,4.37,1.01,0.03,0.39156,0.07117,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-605 c,Kepler-605,False,4.47,0.91,0.02,-0.24849,0.03336,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1568 b,Kepler-1568,False,4.57,1.09,0.09,0.25777,0.15157,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1606 b,Kepler-1606,False,4.27,0.9,0.01,-0.171,0.6421,MODEL-INFERRED,undetermined,stellar_age_effectively_unconstrained,256,0,0,too_broad,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1452 b,Kepler-1452,False,3.24,1.41,0.14,0.72107,0.25764,MODEL-INFERRED,undetermined,insufficient_mist_main_sequence_support,256,77,0.30078125,supported,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1571 b,Kepler-1571,False,2.34,1.23,0.04,0.194,0.04287,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1570 b,Kepler-1570,False,4.17,0.92,-0.04,0.41425,0.16699,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1572 b,Kepler-1572,False,4.79,0.97,0.08,0.37265,0.05838,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1607 b,Kepler-1607,False,3.16,1.14,0.05,0.70881,0.11978,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1609 b,Kepler-1609,False,3.02,1.18,0.1,0.48383,0.4679,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1457 b,Kepler-1457,False,3.72,1.01,-0.05,0.21547,0.26391,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1458 b,Kepler-1458,False,4.17,0.96,0.02,-0.24032,0.24869,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-217 d,Kepler-217,False,2.63,1.37,0.09,0.75356,0.0534,MODEL-INFERRED,inferred,,256,147,0.57421875,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,1.110223025e-16
Kepler-625 c,Kepler-625,False,1.51,1.04,0.1,0.40647,0.05379,MODEL-INFERRED,inferred,,256,256,1,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,5.551115123e-17
Kepler-653 c,Kepler-653,False,7.76,1.02,0.23,0.11872,0.01855,MODEL-INFERRED,inferred,,256,179,0.69921875,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,2.775557562e-17
Kepler-1575 b,Kepler-1575,False,4.17,0.95,-0.07,-0.03716,0.0366,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-578 b,Kepler-578,False,4.68,0.87,-0.03,-0.3369,0.0266,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1461 b,Kepler-1461,False,3.24,0.79,-0.04,-0.64483,0.1715,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1541 b,Kepler-1541,False,4.47,0.86,-0.04,-0.33627,0.07555,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1576 b,Kepler-1576,False,4.07,1.05,0.05,-0.06329,0.07211,MODEL-INFERRED,inferred,,256,213,0.83203125,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,2.775557562e-17
Kepler-603 b,Kepler-603,False,4.37,1.01,0.03,0.39156,0.16052,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-640 b,Kepler-640,False,2.09,1.01,0.15,-0.02367,0.15418,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-722 b,Kepler-722,False,4.37,1.03,0.02,-0.03923,0.0514,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-634 b,Kepler-634,False,5.37,1.03,-0.18,0.42075,0.05765,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-701 b,Kepler-701,False,4.47,0.88,0,-0.27626,0.0895,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-709 b,Kepler-709,False,4.9,0.8,-0.08,-0.48148,0.1173,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1625 b,Kepler-1625,False,4.37,0.96,0.01,0.43696,0.87762,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1501 b,Kepler-1501,False,2.75,1.2,0.04,0.20231,0.11592,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1500 b,Kepler-1500,False,4.07,1,-0.05,0.27456,0.1236,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1522 b,Kepler-1522,False,3.89,0.96,-0.07,0.09172,0.0288,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-702 b,Kepler-702,False,4.47,0.9,0,-0.15908,0.088,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-641 b,Kepler-641,False,7.08,1.02,0.15,0.39002,0.0895,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1626 b,Kepler-1626,False,1.55,1.51,0.04,0.61079,0.0537,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-609 b,Kepler-609,False,3.72,1.09,0.06,0.06548,0.0682,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-724 b,Kepler-724,False,4.37,0.9,-0.02,-0.22344,0.0433,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1504 b,Kepler-1504,False,4.47,0.85,-0.17,0.46829,0.3704,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1505 b,Kepler-1505,False,1.7,0.93,-0.18,0.14944,0.18298,MODEL-INFERRED,inferred,,256,255,0.99609375,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,5.551115123e-17
Kepler-1524 b,Kepler-1524,False,2.88,1.17,0.04,-0.00637,0.3392,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-495 b,Kepler-495,False,4.37,0.86,-0.07,-0.2375,0.0427,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-710 b,Kepler-710,False,4.17,0.94,-0.04,0.26474,0.0524,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-540 b,Kepler-540,False,4.9,1.02,-0.1,0.20658,0.58822,MODEL-INFERRED,inferred,,256,207,0.80859375,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,2.775557562e-17
Kepler-1644 b,Kepler-1644,False,4.27,0.89,-0.1,-0.215,0.142,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1507 b,Kepler-1507,False,4.57,0.89,-0.03,-0.32427,0.11946,MODEL-INFERRED,undetermined,stellar_age_effectively_unconstrained,256,0,0,too_broad,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1506 b,Kepler-1506,False,3.98,0.95,-0.05,0.42561,0.1168,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1086 c,Kepler-1086,False,2.88,0.7,0.06,-0.85997,0.503,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-604 b,Kepler-604,False,3.72,1.02,-0.02,0.09179,0.1735,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1627 b,Kepler-1627,False,4.68,0.87,-0.1,-0.30321,0.0643,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1510 b,Kepler-1510,False,2.75,1.19,0.04,0.37703,0.4089,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1511 b,Kepler-1511,False,3.31,1.17,0.14,0.83813,0.1753,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1526 b,Kepler-1526,False,4.68,0.73,-0.01,-0.70671,0.0418,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-643 b,Kepler-643,False,12.02,1,0.13,0.47818,0.13485,MODEL-INFERRED,undetermined,insufficient_mist_main_sequence_support,256,27,0.10546875,supported,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-642 b,Kepler-642,False,1.95,1.4,0.06,0.39758,0.05631,MODEL-INFERRED,inferred,,256,139,0.54296875,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,5.551115123e-17
Kepler-711 b,Kepler-711,False,4.37,0.84,-0.04,-0.49939,0.1429,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-726 b,Kepler-726,False,4.47,0.88,-0.09,-0.31868,0.1406,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-401 d,Kepler-401,False,3.39,1.17,0.02,0.56611,0.66886,MODEL-INFERRED,inferred,,256,206,0.8046875,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,0
Kepler-1512 b,Kepler-1512,False,1.78,0.73,0.2,-1.695,0.13693,MODEL-INFERRED,undetermined,stellar_age_effectively_unconstrained,256,0,0,too_broad,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1528 b,Kepler-1528,False,3.89,1.03,0.03,-0.06429,0.0296,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1529 b,Kepler-1529,False,4.79,0.81,-0.03,-0.52049,0.0525,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1388 d,Kepler-1388,False,4.47,0.63,0.02,-1.1068,0.126,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-622 b,Kepler-622,False,3.47,0.64,-0.09,-0.86159,0.0978,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1530 b,Kepler-1530,False,4.27,0.92,0.03,-0.31086,0.03553,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1530 c,Kepler-1530,False,4.27,0.92,0.03,-0.31086,0.05744,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1632 b,Kepler-1632,False,3.09,1.12,0,0.40631,0.6762,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1631 b,Kepler-1631,False,4.17,0.97,0.04,0.00722,0.0511,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1534 b,Kepler-1534,False,4.57,0.9,-0.01,-0.233,0.0599,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1531 b,Kepler-1531,False,2.82,1.16,-0.03,0.30365,0.02204,MODEL-INFERRED,inferred,,256,188,0.734375,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,5.551115123e-17
Kepler-1093 c,Kepler-1093,False,2.95,1.13,-0.01,0.46038,0.41037,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
