pl_name,hostname,is_control,st_age_gyr,st_mass_solar,st_feh,st_log_luminosity_solar,pl_orbsmax_au,label,status,reason,draws_requested,draws_supported,supported_fraction,age_precision_status,model_agreement,boundary_sensitivity,classification_robustness,kopparapu_conservative__p_current_hz,kopparapu_conservative__tau_hz_gyr_p16,kopparapu_conservative__tau_hz_gyr_p50,kopparapu_conservative__tau_hz_gyr_p84,kopparapu_conservative__f_chz_p16,kopparapu_conservative__f_chz_p50,kopparapu_conservative__f_chz_p84,kopparapu_moist_greenhouse__p_current_hz,kopparapu_moist_greenhouse__tau_hz_gyr_p16,kopparapu_moist_greenhouse__tau_hz_gyr_p50,kopparapu_moist_greenhouse__tau_hz_gyr_p84,kopparapu_moist_greenhouse__f_chz_p16,kopparapu_moist_greenhouse__f_chz_p50,kopparapu_moist_greenhouse__f_chz_p84,kopparapu_optimistic_empirical__p_current_hz,kopparapu_optimistic_empirical__tau_hz_gyr_p16,kopparapu_optimistic_empirical__tau_hz_gyr_p50,kopparapu_optimistic_empirical__tau_hz_gyr_p84,kopparapu_optimistic_empirical__f_chz_p16,kopparapu_optimistic_empirical__f_chz_p50,kopparapu_optimistic_empirical__f_chz_p84,history_start_gyr,history_steps,luminosity_anchor_max_abs_dex
Kepler-1287 b,Kepler-1287,False,4.07,0.96,-0.05,-0.09078,0.0976,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-646 b,Kepler-646,False,4.57,0.93,-0.07,-0.25878,0.11251,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1880 b,Kepler-1880,False,13.6,0.524,-0.92,-0.76168,0.054,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-587 b,Kepler-587,False,4.79,0.92,-0.05,-0.23792,0.0952,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 201238110 b,EPIC 201238110,False,,0.41,,-1.50834,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
K2-240 c,K2-240,False,,0.58,-0.1,-1.27572,0.1159,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1495 b,Kepler-1495,False,4.17,1.03,0.06,0.0523,0.3677,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-508 b,Kepler-508,False,3.55,1.16,0.18,0.28949,0.17274,MODEL-INFERRED,inferred,,256,222,0.8671875,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,5.551115123e-17
HD 191939 f,HD 191939,False,8.7,0.81,-0.15,-0.18709,3.71,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HN Peg b,HN Peg,False,0.3,1.08,-0.036,0.06024,773,MODEL-INFERRED,inferred,,256,210,0.8203125,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,6.938893904e-17
K2-413 b,K2-413,False,,0.808,-0.205,-0.83322,0.0117,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
KOI-351 h,KOI-351,False,0.53,1.242,0.083,0.26853,0.97062,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HD 60779 c,HD 60779,False,,1.05,-0.12,0.19479,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
K2-19 c,K2-19,False,1.7,0.88,0.06,-0.29196,0.0982,MODEL-INFERRED,inferred,,256,256,1,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,0
TOI-3160 A b,TOI-3160 A,False,5.5,1.088,-0.114,0.3784,0.0505,MODEL-INFERRED,inferred,,256,140,0.546875,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,5.551115123e-17
Kepler-1333 b,Kepler-1333,False,4.57,0.94,-0.04,-0.18777,0.4382,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1715 b,Kepler-1715,False,3.47,1.082,-0.04,0.41691,0.22429,MODEL-INFERRED,inferred,,256,240,0.9375,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,5.551115123e-17
Kepler-1885 b,Kepler-1885,False,0.9,0.977,0.07,-0.17642,0.036,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-1803 c,TOI-1803,False,1.4,0.756,0.014,-0.65365,0.097,MODEL-INFERRED,inferred,,256,197,0.76953125,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,0
Kepler-1116 b,Kepler-1116,False,4.9,0.95,0.01,-0.14676,0.233,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-232 b,Kepler-232,False,1.4,0.97,0.03,0.05183,0.054,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HD 141399 d,HD 141399,False,,1.07,0.35,0.2014,2.09,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HIP 57274 b,HIP 57274,False,7.87,0.29,0.01,0.19,0.07,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-398 d,Kepler-398,False,2.34,0.72,-0.06,-0.81101,0.0618,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HD 158259 b,HD 158259,False,,1.08,,0.21233,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-577 b,Kepler-577,False,3.8,0.78,-0.14,-0.555,0.1348,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-953 b,Kepler-953,False,8.71,0.95,0.26,-0.119,0.392,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HD 124330 b,HD 124330,False,,1.15,0.22,0.33766,0.86,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1966 b,Kepler-1966,False,,0.797,0.16,-0.56655,0.0763,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-212 c,Kepler-212,False,5.13,1.166,0.22,0.38347,0.207,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HD 238914 b,HD 238914,False,,1.47,-0.25,1.85,5.7,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-44 b,Kepler-44,False,5.8,1.12,0.15,0.34743,0.0446,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-158 b,Kepler-158,False,13.9,0.655,-0.3,-0.75667,0.111,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1080 b,Kepler-1080,False,3.89,1.1,0.09,0.86064,0.3781,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1228 b,Kepler-1228,False,5.13,0.78,-0.18,-0.5546,0.01186,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-5786 b,TOI-5786,False,2.5,1.23,0.08,0.39733,0.114,MODEL-INFERRED,inferred,,256,253,0.98828125,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,0
Kepler-1850 b,Kepler-1850,False,13.8,0.611,-0.22,-0.81005,0.0206,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
75 Cet c,75 Cet,False,,1.92,0.1,1.7145,3.929,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-2345 b,TOI-2345,False,6.3,0.727,-0.1,-0.63639,0.01705,MODEL-INFERRED,undetermined,stellar_age_effectively_unconstrained,256,0,0,too_broad,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
DMPP-1 e,DMPP-1,False,2.01,1.21,,0.31955,0.0651,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-548 b,Kepler-548,False,4.37,0.93,0,-0.2012,0.0495,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-260 c,Kepler-260,False,1.15,1.013,0.29,-0.09198,0.332,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1460 b,Kepler-1460,False,3.98,0.7,-0.02,-0.84407,0.1614,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HD 133131 B b,HD 133131 B,False,9.7,0.93,-0.281,-0.0092,6.15,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HD 158259 d,HD 158259,False,,1.08,,0.21233,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
WASP-138 b,WASP-138,False,3.44,1.22,-0.09,0.43503,0.0494,MODEL-INFERRED,inferred,,256,159,0.62109375,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,0
TOI-5181 A b,TOI-5181 A,False,4.1,1.25,0.208,0.45788,0.0522,MODEL-INFERRED,inferred,,256,153,0.59765625,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,0
Kepler-599 b,Kepler-599,False,5.01,0.83,-0.02,-0.52232,0.1128,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-158 d,Kepler-158,False,13.9,0.656,-0.3,-0.75667,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-575 b,Kepler-575,False,3.98,0.97,0,-0.08379,0.0788,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 246851721 b,EPIC 246851721,False,3.02,1.317,0.141,0.52634,0.07229,MODEL-INFERRED,inferred,,256,147,0.57421875,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,0
HD 1461 b,HD 1461,False,7.12,1.02,0.19,0.0954,0.0634,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Gl 725 A b,Gl 725 A,False,6.2,0.33,-0.19,-1.809,0.068,MODEL-INFERRED,undetermined,insufficient_mist_main_sequence_support,256,0,0,supported,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1218 b,Kepler-1218,False,3.8,1.06,-0.02,0.36296,0.15698,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1891 b,Kepler-1891,False,3.7,0.873,-0.14,-0.23134,0.0473,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-782 b,Kepler-782,False,5.25,0.98,-0.14,0.10995,0.54494,MODEL-INFERRED,inferred,,256,190,0.7421875,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,2.775557562e-17
Kepler-330 c,Kepler-330,False,3.47,0.848,0.16,-0.44191,0.116,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-987 b,Kepler-987,False,2.45,0.97,0.01,-0.14468,0.4238,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-385 d,Kepler-385,False,3.31,1.05,0.01,0.14374,0.2872,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-115 c,Kepler-115,False,4.17,1.042,-0.0499,0.22007,0.087,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-2120 b,TOI-2120,False,,0.211,0.39,-2.28651,0.0377,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
K2-395 b,K2-395,False,,0.952,-0.033,-0.41264,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
KOI-1833 d,Kepler-968,False,2.14,0.681,0.13,-0.7626,0.0634,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-734 b,Kepler-734,False,2.34,0.85,-0.17,0.37395,0.0583,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HD 104067 c,HD 104067,False,4.33,0.82,0.11,-0.51256,0.1058,MODEL-INFERRED,undetermined,stellar_age_effectively_unconstrained,256,0,0,too_broad,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-514 b,Kepler-514,False,2.69,1.28,0.36,0.35265,0.06559,MODEL-INFERRED,inferred,,256,245,0.95703125,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,0
Kepler-1456 b,Kepler-1456,False,3.72,0.64,-0.09,-0.957,0.1132,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-1411 b,TOI-1411,False,9.6,0.6045,0.012,-1.01323,0.02122,MODEL-INFERRED,undetermined,stellar_age_effectively_unconstrained,256,0,0,too_broad,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1614 b,Kepler-1614,False,5.5,0.79,-0.17,-0.27096,0.0471,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
CoRoT-20 b,CoRoT-20,False,0.1,1.14,0.14,0.17,0.09,MODEL-INFERRED,undetermined,nonpositive_or_premain_sequence_input,256,0,0,invalid,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
K2-187 d,K2-187,False,,0.966999,0,-0.19607,0.072,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HD 44219 b,HD 44219,False,8.4,1.2,0.03,0.26,1.26,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-142 c,Kepler-142,False,7.59,0.978,0.05,0.10706,0.057,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HD 72659 b,HD 72659,False,8,1.033,-0.02,0.37397,4.607,MODEL-INFERRED,undetermined,insufficient_mist_main_sequence_support,256,87,0.33984375,supported,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-652 b,Kepler-652,False,1.48,0.97,0.17,-0.27008,0.04958,MODEL-INFERRED,inferred,,256,256,1,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,0
TOI-332 b,TOI-332,False,5,0.88,0.256,-0.22143,0.0159,MODEL-INFERRED,inferred,,256,253,0.98828125,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,2.775557562e-17
K2-62 b,K2-62,False,,0.67,-0.1,-0.72658,0.0636,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
K2-380 b,K2-380,False,,0.993,-0.049,0.20189,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-785 b,Kepler-785,False,2.82,0.77,-0.02,-0.68251,0.025,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
K2-224 b,K2-224,False,,0.91,-0.19,-0.24102,0.0516,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1066 b,Kepler-1066,False,3.8,0.98,-0.03,-0.18995,0.0298,MODEL-INFERRED,undetermined,stellar_age_effectively_unconstrained,256,0,0,too_broad,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1315 c,Kepler-1315,False,1.62,0.809,0.56,-0.62783,0.0635,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-375 d,TOI-375,False,2.94,1.441,0.084,0.75997,0.984,MODEL-INFERRED,undetermined,insufficient_mist_main_sequence_support,256,63,0.24609375,supported,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
KIC 9663113 b,KIC 9663113,False,2.14,0.98,-0.28,0.7919,1.55346,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
NGTS-12 b,NGTS-12,False,9.4,1.021,-0.03,0.33843,0.0757,MODEL-INFERRED,undetermined,insufficient_mist_main_sequence_support,256,45,0.17578125,supported,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1240 b,Kepler-1240,False,4.07,0.98,0.04,0.22254,0.05791,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
KIC 7917485 b,KIC 7917485,False,,1.63,-0.02,0.99564,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HD 26161 b,HD 26161,False,,1.12,-0.0095,0.39304,10.087,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1323 b,Kepler-1323,False,3.55,1.18,0.02,0.29462,0.01911,MODEL-INFERRED,inferred,,256,184,0.71875,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,0
TOI-2379 b,TOI-2379,False,10.4,0.645,0.501,-1.12907,0.05263,MODEL-INFERRED,undetermined,stellar_age_effectively_unconstrained,256,0,0,too_broad,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-657 b,Kepler-657,False,4.17,1.01,0.03,0.27898,0.17337,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
K2-198 c,K2-198,False,,0.799,0.094,-0.40084,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HD 170469 b,HD 170469,False,6.7,1.1,0.29,0.204,2.24,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-139 d,Kepler-139,False,5.1,1.078,0.35,0.01598,0.0755533961,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1639 b,Kepler-1639,False,3.16,1.12,-0.03,0.14514,0.0932,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-2580 b,TOI-2580,False,2,1.33,0.26,0.61595,0.048,MODEL-INFERRED,inferred,,256,250,0.9765625,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,0
Kepler-1000 b,Kepler-1000,False,1.26,1.4,0.35,0.7147,0.5326,MODEL-INFERRED,inferred,,256,255,0.99609375,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,0
TOI-2088 b,TOI-2088,False,4.5,0.9027,0.339,-0.36151,0.472,MODEL-INFERRED,undetermined,stellar_age_effectively_unconstrained,256,0,0,too_broad,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HIP 98599 b,HIP 98599,False,5.23,1.19,-0.12,0.43205,3.96,MODEL-INFERRED,undetermined,stellar_age_effectively_unconstrained,256,0,0,too_broad,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
K2-154 b,K2-154,False,,0.65,0.21,-1.01773,0.0405,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-240 b,Kepler-240,False,1.91,0.868,0.41,-0.52355,0.048,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HIP 38594 c,HIP 38594,False,,0.61,,-1.06243,3.805,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-145 c,Kepler-145,False,3.24,1.32,-0.0014,0.69164,0.26244,MODEL-INFERRED,undetermined,insufficient_mist_main_sequence_support,256,98,0.3828125,supported,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-144 b,Kepler-144,False,0.94,1.154,-0.1848,0.28203,0.066,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-1846 b,TOI-1846,False,7.2,0.418,0.169,-1.63714,0.03646,MODEL-INFERRED,undetermined,stellar_age_effectively_unconstrained,256,0,0,too_broad,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1957 b,Kepler-1957,False,,0.745,0,-0.60069,0.0299,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-219 b,Kepler-219,False,4,1.164,0.36,0.2139,0.057,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TIC 365102760 b,TIC 365102760,False,6.3,1.17,0.09,0.707,0.0622,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1153 b,Kepler-1153,False,4.57,0.91,0.03,-0.28448,0.0277,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-327 b,Kepler-327,False,3.28,0.591913,-0.2,-1.25964,0.029,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
K2-72 b,K2-72,False,,0.271365,,-1.83673,0.04,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-5126 c,TOI-5126,False,0.8,1.24,0.18,0.29885,0.1439,MODEL-INFERRED,undetermined,stellar_age_effectively_unconstrained,256,0,0,too_broad,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-405 b,Kepler-405,False,2.09,0.873,-0.06,-0.33143,0.095,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-451 d,2MASS J19383260+4603591,False,,0.48,-0.092,1.45,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
