label,reduction_id,planet,spectrum_type,authors,bibcode,doi,facility,instrument,program,program_status,reduction_note,archive_spec_path,declared_points,wavelength_min_um,wavelength_max_um,data_source
OBSERVED,246daff7aa61ee68ede2,Kepler-5 b,eclipse,Deming et al. 2023,2023AJ....165..104D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,"AOR = 38406144, date is start time.",14/83/29/64/Kepler_05_b_3.4_5869_169.tbl,1,3.6,3.6,NASA Exoplanet Archive spectra index
OBSERVED,303097237379a74eaad1,Kepler-5 b,eclipse,Deming et al. 2023,2023AJ....165..104D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,"AOR = 38405632, date is start time.",41/58/31/67/Kepler_05_b_3.4_5869_168.tbl,1,3.6,3.6,NASA Exoplanet Archive spectra index
OBSERVED,49b14909f2538fd188b5,Kepler-5 b,eclipse,Deming et al. 2023,2023AJ....165..104D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,"AOR = 38404608, date is start time.",63/01/14/80/Kepler_05_b_3.4_5869_170.tbl,1,4.5,4.5,NASA Exoplanet Archive spectra index
OBSERVED,4fe29f868a68a0b91316,Kepler-5 b,eclipse,Deming et al. 2023,2023AJ....165..104D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,"AOR = 38405120, date is start time.",72/93/88/73/Kepler_05_b_3.4_5869_171.tbl,1,4.5,4.5,NASA Exoplanet Archive spectra index
OBSERVED,c076dd3a5f08f7be9590,Kepler-51 b,transmission,Libby-Roberts et al. 2020,2020AJ....159...57L,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,"Visit 2, Table 4",12/33/18/46/Kepler_51_b_3.362_4859_2.tbl,20,1.164,1.613,NASA Exoplanet Archive spectra index
OBSERVED,52ea5279394d79dd21e2,Kepler-51 b,transmission,Libby-Roberts et al. 2020,2020AJ....159...57L,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,"Visit 1, Table 4",56/96/64/57/Kepler_51_b_3.362_4859_1.tbl,20,1.164,1.613,NASA Exoplanet Archive spectra index
OBSERVED,e9b9d8f04d65dfaf6c8c,Kepler-51 d,transmission,Libby-Roberts et al. 2020,2020AJ....159...57L,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,"Visit 1, Table 5",37/20/48/02/Kepler_51_d_3.2966_4859_3.tbl,20,1.164,1.613,NASA Exoplanet Archive spectra index
OBSERVED,3cdc314f09a9b9317979,Kepler-51 d,transmission,Libby-Roberts et al. 2020,2020AJ....159...57L,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,"Visit 2, Table 5",62/45/28/79/Kepler_51_d_3.2966_4859_4.tbl,20,1.164,1.613,NASA Exoplanet Archive spectra index
OBSERVED,56391607db2efdbd3d8d,Kepler-51 d,transmission,Edwards et al. 2023,2023ApJS..269...31E,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,G141,26/66/16/59/Kepler_51_d_3.2966_5286_51.tbl,25,1.1262,1.6295,NASA Exoplanet Archive spectra index
OBSERVED,923f59681b0e8d01225b,Kepler-51 d,transmission,Libby-Roberts et al. 2026,2026AJ....171..221L,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM,,not_provided_by_archive_index,"Table 2, Eureka!, native binning",12/24/43/29/Kepler_51_d_3.2966_5961_1.tbl,408,0.6015,5.2965,NASA Exoplanet Archive spectra index
OBSERVED,56b46aa692ca58e9431d,Kepler-6 b,eclipse,D&eacute;sert et al. 2011,2011ApJS..197...11D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,Table 2,19/17/34/02/Kepler_6_b_3.10_4096_1.tbl,2,3.6,4.5,NASA Exoplanet Archive spectra index
OBSERVED,b0686cf112d30127bd1a,Kepler-6 b,eclipse,Deming et al. 2023,2023AJ....165..104D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,"AOR = 38406400, date is start time.",08/96/14/22/Kepler_06_b_3.10_5869_173.tbl,1,3.6,3.6,NASA Exoplanet Archive spectra index
OBSERVED,2d2e4f17f7a644288325,Kepler-6 b,eclipse,Deming et al. 2023,2023AJ....165..104D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,"AOR = 38405376, date is start time.",44/92/29/90/Kepler_06_b_3.10_5869_175.tbl,1,4.5,4.5,NASA Exoplanet Archive spectra index
OBSERVED,dbb4b7817d3e0c14bd24,Kepler-6 b,eclipse,Deming et al. 2023,2023AJ....165..104D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,"AOR = 38404864, date is start time.",69/47/49/53/Kepler_06_b_3.10_5869_174.tbl,1,4.5,4.5,NASA Exoplanet Archive spectra index
OBSERVED,0bff83553a21fcf61e21,Kepler-6 b,eclipse,Deming et al. 2023,2023AJ....165..104D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,"AOR = 38405888, date is start time.",97/96/55/75/Kepler_06_b_3.10_5869_172.tbl,1,3.6,3.6,NASA Exoplanet Archive spectra index
OBSERVED,6cd5cf449d4df4e2b0d3,Kepler-61 b,transmission,D&eacute;sert et al. 2015,2015ApJ...804...59D,,The Kepler Mission,Kepler CCD Array,,not_provided_by_archive_index,,15/01/31/40/Kepler_61_b_3.1497_3665_1.tbl,1,0.6,0.6,NASA Exoplanet Archive spectra index
OBSERVED,d009769fe6dc94c4b8ed,Kepler-61 b,transmission,D&eacute;sert et al. 2015,2015ApJ...804...59D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,,38/68/17/85/Kepler_61_b_3.1497_3665_2.tbl,1,4.5,4.5,NASA Exoplanet Archive spectra index
OBSERVED,adac8e729431e93fe32d,Kepler-62 e,transmission,D&eacute;sert et al. 2015,2015ApJ...804...59D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,,35/66/08/92/Kepler_62_e_3.1785_3665_1.tbl,1,4.5,4.5,NASA Exoplanet Archive spectra index
OBSERVED,72c8029b13d507f5b264,Kepler-62 e,transmission,D&eacute;sert et al. 2015,2015ApJ...804...59D,,The Kepler Mission,Kepler CCD Array,,not_provided_by_archive_index,,84/97/10/74/Kepler_62_e_3.1785_3665_2.tbl,1,0.6,0.6,NASA Exoplanet Archive spectra index
OBSERVED,2f9260e58392e4d0f1ee,Kepler-68 b,transmission,D&eacute;sert et al. 2015,2015ApJ...804...59D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,,80/55/72/33/Kepler_68_b_3.175_3665_1.tbl,2,4.5,4.5,NASA Exoplanet Archive spectra index
OBSERVED,61b3500cf715530db92a,Kepler-68 b,transmission,D&eacute;sert et al. 2015,2015ApJ...804...59D,,The Kepler Mission,Kepler CCD Array,,not_provided_by_archive_index,,91/00/36/78/Kepler_68_b_3.175_3665_2.tbl,1,0.6,0.6,NASA Exoplanet Archive spectra index
OBSERVED,f695b5a03e1e780b9e6d,Kepler-79 d,transmission,Chachan et al. 2020,2020AJ....160..201C,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,from Table 3; figure 5; G141 grism; visit 1 & 2 joint fit,62/22/70/55/Kepler_79_d_3.24_6082_1.tbl,18,1.135,1.645,NASA Exoplanet Archive spectra index
OBSERVED,1f237be8ed82bf2c57d5,Kepler-9 b,transmission,Edwards et al. 2023,2023ApJS..269...31E,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,G141,44/10/95/51/Kepler_9_b_3.388_5286_52.tbl,25,1.1262,1.6295,NASA Exoplanet Archive spectra index
OBSERVED,e581d8270e15ca44bdb5,Kepler-9 c,transmission,Edwards et al. 2023,2023ApJS..269...31E,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,G141,24/65/78/81/Kepler_9_c_3.964_5286_53.tbl,25,1.1262,1.6295,NASA Exoplanet Archive spectra index
OBSERVED,5de31e56806fb156c7ad,Kepler-93 b,transmission,D&eacute;sert et al. 2015,2015ApJ...804...59D,,The Kepler Mission,Kepler CCD Array,,not_provided_by_archive_index,,23/04/56/51/Kepler_93_b_3.216_3665_2.tbl,1,0.6,0.6,NASA Exoplanet Archive spectra index
OBSERVED,609e8b6d46c572dfcbd4,Kepler-93 b,transmission,D&eacute;sert et al. 2015,2015ApJ...804...59D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,,24/77/55/16/Kepler_93_b_3.216_3665_1.tbl,2,4.5,4.5,NASA Exoplanet Archive spectra index
OBSERVED,761d5b2c2584c0bc1155,Kepler-94 b,transmission,D&eacute;sert et al. 2015,2015ApJ...804...59D,,The Kepler Mission,Kepler CCD Array,,not_provided_by_archive_index,,54/87/06/03/Kepler_94_b_3.159_3665_2.tbl,1,0.6,0.6,NASA Exoplanet Archive spectra index
OBSERVED,12e4b98eed4344225e24,Kepler-94 b,transmission,D&eacute;sert et al. 2015,2015ApJ...804...59D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,,91/57/69/02/Kepler_94_b_3.159_3665_1.tbl,2,4.5,4.5,NASA Exoplanet Archive spectra index
OBSERVED,f9c9d888981dd8324ac7,L 168-9 b,transmission,Bouwman et al. 2023,2023PASP..135c8002B,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Mid-Infrared Instrument (MIRI) - LRS,,not_provided_by_archive_index,CASCADe Pipeline,10/31/52/73/L_168_9_b_3.12495_5330_1.tbl,48,4.86,11.86,NASA Exoplanet Archive spectra index
OBSERVED,1f5d3aaa943e90068a4c,L 168-9 b,transmission,Bouwman et al. 2023,2023PASP..135c8002B,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Mid-Infrared Instrument (MIRI) - LRS,,not_provided_by_archive_index,Eureka! Pipeline,86/83/38/64/L_168_9_b_3.12495_5330_2.tbl,48,4.86,11.86,NASA Exoplanet Archive spectra index
OBSERVED,01eaef301648791a8e14,L 168-9 b,transmission,Alam et al. 2025,2025AJ....169...15A,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec),,not_provided_by_archive_index,"Aesop reduction, G395H, Visit 1",26/47/38/45/L_168_9_b_3.12495_5554_1.tbl,53,2.883,5.0628,NASA Exoplanet Archive spectra index
OBSERVED,14d28a3c4b12a9a94c21,L 168-9 b,transmission,Alam et al. 2025,2025AJ....169...15A,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - G395H,,not_provided_by_archive_index,"weighted average combined G395H MIRI spectrum, Figure 7",50/30/65/23/L_168_9_b_3.12495_5554_4.tbl,53,2.883,5.0628,NASA Exoplanet Archive spectra index
OBSERVED,f2afa9ccf2f9e2ba69f6,L 168-9 b,transmission,Alam et al. 2025,2025AJ....169...15A,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec),,not_provided_by_archive_index,"Aesop reduction, G395H, Visit 3",51/78/21/34/L_168_9_b_3.12495_5554_3.tbl,53,2.883,5.0628,NASA Exoplanet Archive spectra index
OBSERVED,b9ff2e94d4a024c2476b,L 168-9 b,transmission,Alam et al. 2025,2025AJ....169...15A,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec),,not_provided_by_archive_index,"Aesop reduction, G395H, Visit 2",76/10/05/35/L_168_9_b_3.12495_5554_2.tbl,53,2.883,5.0628,NASA Exoplanet Archive spectra index
OBSERVED,274aad6aa228c2cc0747,L 168-9 b,transmission,Alam et al. 2025,2025AJ....169...15A,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Mid-Infrared Instrument (MIRI) - LRS,,not_provided_by_archive_index,"weighted average combined G395H MIRI spectrum, Figure 7",79/66/31/81/L_168_9_b_3.12495_5554_5.tbl,48,4.86,11.86,NASA Exoplanet Archive spectra index
OBSERVED,287435d9640e020dc26c,L 168-9 b,transmission,Alam et al. 2025,2025AJ....169...15A,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Mid-Infrared Instrument (MIRI) - LRS,,not_provided_by_archive_index,ExoTiC-MIRI/LRS reduction,82/81/69/84/L_168_9_b_3.12495_5554_6.tbl,48,4.86,11.86,NASA Exoplanet Archive spectra index
OBSERVED,f995fea825705007c76d,L 98-59 b,transmission,Zhou et al. 2022,2022AJ....164..203Z,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,"Table 2, Visit 1",00/01/16/47/L98_59_b_3.12372_5988_1.tbl,25,1.1263,1.6294,NASA Exoplanet Archive spectra index
OBSERVED,e4a9c1f552a67efd3d61,L 98-59 b,transmission,Zhou et al. 2022,2022AJ....164..203Z,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,"Table 2, Visit 4",00/94/72/35/L98_59_b_3.12372_5988_4.tbl,25,1.1263,1.6294,NASA Exoplanet Archive spectra index
OBSERVED,da2bb3e0aa546f92ad2b,L 98-59 b,transmission,Zhou et al. 2022,2022AJ....164..203Z,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,"Table 2, Visit 2",34/24/31/13/L98_59_b_3.12372_5988_2.tbl,25,1.1263,1.6294,NASA Exoplanet Archive spectra index
OBSERVED,48c2fd69987c4c20f69c,L 98-59 b,transmission,Zhou et al. 2022,2022AJ....164..203Z,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,"Table 2, Weighted Average",41/58/67/76/L98_59_b_3.12372_5988_6.tbl,25,1.1263,1.6294,NASA Exoplanet Archive spectra index
OBSERVED,a90dea3bddaea22a7e1d,L 98-59 b,transmission,Zhou et al. 2022,2022AJ....164..203Z,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,"Table 2, Visit 5",57/93/01/93/L98_59_b_3.12372_5988_5.tbl,25,1.1263,1.6294,NASA Exoplanet Archive spectra index
OBSERVED,35ff25f592c36a8fccaa,L 98-59 b,transmission,Zhou et al. 2022,2022AJ....164..203Z,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,"Table 2, Visit 3",78/87/14/18/L98_59_b_3.12372_5988_3.tbl,25,1.1263,1.6294,NASA Exoplanet Archive spectra index
OBSERVED,aed8491ce5308df3ce09,L 98-59 b,transmission,Damiano et al. 2022,2022AJ....164..225D,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,"Table 3, Visit 3",07/89/80/60/L98_59_b_3.12372_5545_3.tbl,18,1.1262,1.6237,NASA Exoplanet Archive spectra index
OBSERVED,21cd72584e70473add69,L 98-59 b,transmission,Damiano et al. 2022,2022AJ....164..225D,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,"Table 3, Visit 4",09/60/10/84/L98_59_b_3.12372_5545_4.tbl,18,1.1262,1.6237,NASA Exoplanet Archive spectra index
OBSERVED,7261a38e8693d1def3cf,L 98-59 b,transmission,Damiano et al. 2022,2022AJ....164..225D,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,"Table 3, weighted average",24/52/90/76/L98_59_b_3.12372_5545_6.tbl,18,1.1262,1.6237,NASA Exoplanet Archive spectra index
OBSERVED,732699f96ab418bf9945,L 98-59 b,transmission,Damiano et al. 2022,2022AJ....164..225D,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,"Table 3, Visit 1",60/38/82/46/L98_59_b_3.12372_5545_1.tbl,18,1.1262,1.6237,NASA Exoplanet Archive spectra index
OBSERVED,351e0851358362bd7803,L 98-59 b,transmission,Damiano et al. 2022,2022AJ....164..225D,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,"Table 3, Visit 5",74/01/51/96/L98_59_b_3.12372_5545_5.tbl,18,1.1262,1.6237,NASA Exoplanet Archive spectra index
OBSERVED,3716075c5ea0047bc516,L 98-59 b,transmission,Damiano et al. 2022,2022AJ....164..225D,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,"Table 3, Visit 2",89/29/15/64/L98_59_b_3.12372_5545_2.tbl,18,1.1262,1.6237,NASA Exoplanet Archive spectra index
OBSERVED,89bf474b5f3eac81f85e,L 98-59 b,transmission,Bello-Arufe et al. 2025,2025ApJ...980L..26B,,NASA 6.5m James Webb Space Telescope (JWST) Satellite,Near Infrared Spectrograph (NIRSpec),,not_provided_by_archive_index,"G395H, Eureka",44/59/69/92/L_98_59_b_3.12372_5578_2.tbl,218,2.875,5.165,NASA Exoplanet Archive spectra index
OBSERVED,1b1f8e477d3546a1376f,L 98-59 b,transmission,Bello-Arufe et al. 2025,2025ApJ...980L..26B,,NASA 6.5m James Webb Space Telescope (JWST) Satellite,Near Infrared Spectrograph (NIRSpec),,not_provided_by_archive_index,"G395H, Firefly",80/53/84/86/L_98_59_b_3.12372_5578_1.tbl,80,2.7245,5.1004,NASA Exoplanet Archive spectra index
OBSERVED,efd451e1a4ddb994b850,L 98-59 c,transmission,Scarsdale et al. 2024,2024AJ....168..276S,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec),,not_provided_by_archive_index,"G395H mode, ExoTiC-JEDI pipeline, Visit 2",07/34/84/68/L_98_59_c_3.12373_5503_4.tbl,109,2.812,5.0725,NASA Exoplanet Archive spectra index
OBSERVED,e2ca0a1db24709c86844,L 98-59 c,transmission,Scarsdale et al. 2024,2024AJ....168..276S,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec),,not_provided_by_archive_index,"G395H mode, Eureka! pipeline, Visit 1",41/06/60/13/L_98_59_c_3.12373_5503_1.tbl,106,2.873,5.0725,NASA Exoplanet Archive spectra index
OBSERVED,50b9faa46f9c325f3026,L 98-59 c,transmission,Scarsdale et al. 2024,2024AJ....168..276S,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec),,not_provided_by_archive_index,"G395H mode, Eureka! pipeline, Visit 2",93/29/31/64/L_98_59_c_3.12373_5503_2.tbl,106,2.873,5.0725,NASA Exoplanet Archive spectra index
OBSERVED,5a4f5bd9febf69186151,L 98-59 c,transmission,Scarsdale et al. 2024,2024AJ....168..276S,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec),,not_provided_by_archive_index,"G395H mode, ExoTiC-JEDI pipeline, Visit 1",94/98/01/69/L_98_59_c_3.12373_5503_3.tbl,109,2.8122,5.0728,NASA Exoplanet Archive spectra index
OBSERVED,9a9c9db000676cec0eb5,L 98-59 c,transmission,Barclay et al. 2025,2025AJ....169..241B,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,From Table 3,04/09/66/87/L_98_59_c_3.12373_5571_1.tbl,19,1.137,1.639,NASA Exoplanet Archive spectra index
OBSERVED,ed7019866a169f245cd2,L 98-59 d,transmission,Gressier et al. 2024,2024ApJ...975L..10G,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec),,not_provided_by_archive_index,"transitspectroscopy reduction, R~100; G395H",67/02/31/50/L_98_59_d_3.12374_5499_1.tbl,55,2.8768,5.1467,NASA Exoplanet Archive spectra index
OBSERVED,6f0f8f4f83388262a494,LHS 1140 b,transmission,Edwards et al. 2021,2021AJ....161...44E,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,from Table 2; G141,15/36/14/66/LHS_1140_b_3.12019_6081_1.tbl,25,1.1262,1.6295,NASA Exoplanet Archive spectra index
OBSERVED,307ab12d984534a1159c,LHS 1140 b,transmission,Edwards et al. 2021,2021AJ....161...44E,,Transiting Exoplanet Survey Satellite,TESS CCD Array,,not_provided_by_archive_index,from Table 2,38/07/35/47/LHS_1140_b_3.12019_6081_2.tbl,1,0.8,0.8,NASA Exoplanet Archive spectra index
OBSERVED,5c3f65ece983f1ff7a39,LHS 1140 b,transmission,Damiano et al. 2024,2024ApJ...968L..22D,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec),,not_provided_by_archive_index,"Table 8, G235H grating",02/33/10/72/LHS_1140_b_3.12019_5435_1.tbl,39,1.678,3.0522,NASA Exoplanet Archive spectra index
OBSERVED,f80f562d2c8840082dc6,LHS 1140 b,transmission,Damiano et al. 2024,2024ApJ...968L..22D,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec),,not_provided_by_archive_index,"Table 9, G395H grating",59/93/04/78/LHS_1140_b_3.12019_5435_2.tbl,37,2.9021,5.1503,NASA Exoplanet Archive spectra index
OBSERVED,5e1637f2d91484cc5546,LHS 1140 b,transmission,Cadieux et al. 2024,2024ApJ...970L...2C,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS),,not_provided_by_archive_index,Table B1,99/51/35/59/LHS_1140_b_3.12019_5422_1.tbl,142,0.6534,2.6515,NASA Exoplanet Archive spectra index
OBSERVED,e6f411c382837e050602,LHS 1140 c,eclipse,Fortune et al. 2025,2025A&A...701A..25F,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Mid-Infrared Instrument (MIRI),,not_provided_by_archive_index,Joint-fit aperture extraction GPs; combined 3 eclipses,46/55/48/48/LHS_1140_c_3.12258_5685_1.tbl,1,15,15,NASA Exoplanet Archive spectra index
OBSERVED,3f3c19db1a710ec653b6,LHS 1140 c,transmission,Cadieux et al. 2024,2024ApJ...970L...2C,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS),,not_provided_by_archive_index,Table B1,14/51/19/15/LHS_1140_c_3.12258_5422_2.tbl,142,0.6534,2.6515,NASA Exoplanet Archive spectra index
OBSERVED,cfe92351a8436f36c396,LHS 3844 b,eclipse,Zieba et al. 2026,2026NatAs.tmp...97Z,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Mid-Infrared Instrument (MIRI) - LRS,,not_provided_by_archive_index,from Supplementary Table 4; figure 2,23/79/00/87/LHS_3844_b_3.12293_6088_1.tbl,12,5.3645,12.0635,NASA Exoplanet Archive spectra index
OBSERVED,2fa28ac6f360b46595cd,LHS 475 b,transmission,Lustig-Yaeger et al. 2023,2023NatAs...7.1317L,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - G395H,,not_provided_by_archive_index,FIREFLy pipeline,36/32/40/85/LHS_475_b_3.13814_5239_3.tbl,3382,2.809,5.175,NASA Exoplanet Archive spectra index
OBSERVED,e1fc4a35a05f29d81b50,LHS 475 b,transmission,Lustig-Yaeger et al. 2023,2023NatAs...7.1317L,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - G395H,,not_provided_by_archive_index,FIREFLy pipeline (low resolution),51/23/34/60/LHS_475_b_3.13814_5239_4.tbl,56,2.8287,5.1436,NASA Exoplanet Archive spectra index
OBSERVED,e4702a0783735bfb2bda,LHS 475 b,transmission,Lustig-Yaeger et al. 2023,2023NatAs...7.1317L,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - G395H,,not_provided_by_archive_index,Tiberius pipeline,66/93/28/59/LHS_475_b_3.13814_5239_1.tbl,3370,2.7872,5.1497,NASA Exoplanet Archive spectra index
OBSERVED,76964ba21fed28c1d797,LHS 475 b,transmission,Lustig-Yaeger et al. 2023,2023NatAs...7.1317L,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - G395H,,not_provided_by_archive_index,Eureka! pipeline,73/88/74/45/LHS_475_b_3.13814_5239_2.tbl,3284,2.8843,5.1768,NASA Exoplanet Archive spectra index
OBSERVED,d39b9572edf1caafb77a,LP 791-18 c,transmission,Roy et al. 2026,2026NatAs..10..371R,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM,,not_provided_by_archive_index,Figure 2; R=25; Eureka! reduction,75/17/03/70/LP_791_18_c_3.12458_5963_1.tbl,40,0.6925,5.1217,NASA Exoplanet Archive spectra index
OBSERVED,de3c13bc929444589720,LTT 1445 A b,eclipse,Wachiraphan et al. 2025,2025AJ....169..311W,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Mid-Infrared Instrument (MIRI),,not_provided_by_archive_index,"Table 3, Eureka! pipeline, Combined Visits",54/41/94/29/LTT_1445_A_b_3.12411_5686_2.tbl,20,5.2495,11.8142,NASA Exoplanet Archive spectra index
OBSERVED,ae91639802a94deaf15c,LTT 1445 A b,eclipse,Wachiraphan et al. 2025,2025AJ....169..311W,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Mid-Infrared Instrument (MIRI),,not_provided_by_archive_index,"Table 2, SPARTA pipeline, Combined Visits",57/45/90/72/LTT_1445_A_b_3.12411_5686_1.tbl,20,5.2477,11.8128,NASA Exoplanet Archive spectra index
OBSERVED,b89626ea955f7201a972,LTT 1445 A b,transmission,Diamond-Lowe et al. 2023,2023AJ....165..169D,,Carnegie Institution for Science (CIS) 6.5m Landon Clay Telescope at Las Campanas Observatory (LCO),LDSS-3C,,not_provided_by_archive_index,Combination of four data sets,54/80/08/58/LTT_1445_A_b_3.12411_5233_1.tbl,20,0.63,1.01,NASA Exoplanet Archive spectra index
OBSERVED,57ff82f0c3646b104644,LTT 1445 A b,transmission,Bennett et al. 2025,2025AJ....169..111B,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,G141; Figure 8,24/78/86/68/LTT_1445_A_b_3.12411_5999_1.tbl,25,1.1355,1.6395,NASA Exoplanet Archive spectra index
OBSERVED,58e14330ee065770c335,LTT 1445 A b,transmission,Bennett et al. 2025,2025AJ....169..111B,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,G280; 3 visit average; Figure 8,28/70/46/14/LTT_1445_A_b_3.12411_5999_2.tbl,11,0.3995,0.9648,NASA Exoplanet Archive spectra index
OBSERVED,2a3c9b0d301c947f6b8a,LTT 3780 b,eclipse,Allen et al. 2025,2025AJ....170..240A,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Mid-Infrared Instrument (MIRI),,not_provided_by_archive_index,"Table 2, F1500W, Transitspectroscopy Reduction, Observation 15",05/44/59/67/LTT_3780_b_3.12528_5859_2.tbl,1,15,15,NASA Exoplanet Archive spectra index
OBSERVED,113d80cc31b2eb79c33b,LTT 3780 b,eclipse,Allen et al. 2025,2025AJ....170..240A,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Mid-Infrared Instrument (MIRI),,not_provided_by_archive_index,"Table 2, F1500W, Alternate Reduction, Observation 14",15/68/87/52/LTT_3780_b_3.12528_5859_4.tbl,1,15,15,NASA Exoplanet Archive spectra index
OBSERVED,44f94ce482ed66be4e25,LTT 3780 b,eclipse,Allen et al. 2025,2025AJ....170..240A,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Mid-Infrared Instrument (MIRI),,not_provided_by_archive_index,"Table 2, F1500W, Alternate Reduction, Joint Fit",32/74/22/35/LTT_3780_b_3.12528_5859_6.tbl,1,15,15,NASA Exoplanet Archive spectra index
