pl_name,hostname,pl_letter,is_control,earth2_rank,earth2_index,rankable,score_earth_similarity,score_conservative_habitability,score_observational_confidence,score_characterisation_potential,rank_earth_similarity,rank_conservative_habitability,rank_observational_confidence,rank_characterisation_potential,esi_global,esi_global_p16,esi_global_p50,esi_global_p84,esi_interior,esi_surface,hz_conservative,hz_optimistic,hz_conservative_prob,hz_optimistic_prob,hz_position_conservative,hz_conservative_clamped,hz_optimistic_clamped,hz_model_extrapolated,hz_teff_in_range,hz_teff_valid_fraction,hz_teff_offset_from_range_k,rocky_plausibility,pl_rade,pl_radeerr1,pl_radeerr2,pl_rade_p16,pl_rade_p50,pl_rade_p84,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,mass_class,pl_dens_used,esi_density_source,pl_vesc_kms,insol_used,insol_source,teq_used,teq_source,teq_albedo_assumed,pl_orbper,pl_orbsmax,pl_orbeccen,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,st_teff,st_rad,st_mass,st_lum,st_met,st_age,st_spectype,sy_dist,ra,dec,sy_vmag,sy_jmag,sy_kmag,sy_gaiamag,sy_tmag,gaia_source_id,gaia_parallax_mas,gaia_parallax_error_mas,gaia_ruwe,gaia_non_single_star,gaia_pmra_masyr,gaia_pmdec_masyr,discoverymethod,disc_year,disc_facility,tran_flag,rv_flag,ttv_flag,pl_controv_flag,sy_snum,sy_pnum,n_references,n_param_sets,rade_rel_spread,composite_parameter_source_count,composite_uses_mixed_sources,default_solution_present,default_solution_parameter_coverage,default_solution_overlap_count,composite_default_median_fractional_difference,n_transmission_points,n_emission_points,has_atmosphere_data,transmission_facilities,emission_facilities,st_nrvc,st_nphot,st_nspec,mc_uncertainty_coverage,mc_params_without_uncertainty,tsm,esm,rv_semi_amplitude_ms,ephemeris_uncertainty_2030_minutes,followup_orbital_separation_au,followup_separation_source,max_angular_separation_mas,reflected_light_contrast_ag0p3,reflected_light_geometric_albedo_assumed,tic_id,hd_name,hip_name
Kepler-523 b,Kepler-523,b,False,2798,0.08961210371547973,True,0.2714937952508548,0.0,0.6341658031088083,0.728849812357314,2875,480,3010,1529,0.2714591093035521,0.2655162663379906,0.2714937952508548,0.27637543147978727,0.7645030253790002,0.09638947862547202,0.0,0.0,0.0,0.0,-220.57067712933087,0.0,0.0,False,True,1.0,0.0,0.14098772848276445,1.96,0.08,-0.06,1.9005627865656303,1.9614220706292378,2.0402379590102644,4.5,,,inferred_mass_radius,3.28,catalogue,16.949349545041542,149.135,catalogue,888.3006129046908,derived_from_insolation_albedo_0.306,0.306,5.835983111,0.06159,0.0,2455002.875149,0.000624,-0.000624,5515.0,0.86,0.93,-0.27953,-0.03,2.45,,253.295,284.0611224,45.5068127,12.588,11.283,10.827,12.481,11.9782,,,,,,,,Transit,2016.0,Kepler,1,0,0.0,0.0,1.0,1.0,11.0,11.0,0.16528497409326423,7.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.8333333333333334,1,15.365596946760704,1.0642664069659593,1.6775465183154779,8.660353443142146,0.06159,catalogue,0.24315521427584436,1.7579235307662128e-07,0.3,TIC 164654277,,
HD 31527 b,HD 31527,b,False,2799,0.08960894006590203,True,0.2684514330539202,0.0,0.6441593930128359,,2929,480,2591,,0.2682876672379567,0.26244002799910765,0.2684514330539202,0.27454870536770104,0.5430887007373366,0.13253502106426016,0.0,0.0,0.0,0.0,-108.18438677623993,0.0,0.0,False,True,1.0,0.0,0.00030344703002891917,3.22,,,3.22,3.22,3.22,10.47,0.89,-0.87,msini_lower_limit,1.72,catalogue,20.170665159000627,76.3108,catalogue,751.2968513635328,derived_from_insolation_albedo_0.306,0.306,16.5535,0.1254,0.1,,,,5898.0,1.073694,0.96,0.07918,-0.17,,G2 V,38.4473,73.9096193,-23.2413163,7.49,6.373,6.049,7.33222,6.9255,,,,,,,,Radial Velocity,2019.0,La Silla Observatory,0,1,0.0,0.0,1.0,3.0,1.0,1.0,,4.0,True,True,0.5833333333333334,7.0,0.0,0,0,False,,,0.0,1.0,0.0,0.8333333333333334,1,,,2.7131162828099527,,0.1254,catalogue,3.261607447076908,1.1445240298043757e-07,0.3,TIC 146322354,HD 31527,HIP 22905
TOI-2133 b,TOI-2133,b,False,2800,0.08960871335498674,True,0.29833049043327475,0.0,0.5556793620152735,0.9390102185659502,2487,480,4446,617,0.29800295735442384,0.2918263126119954,0.29833049043327475,0.3051248486560496,0.6754387577512908,0.131478630109471,0.0,0.0,0.0,0.0,-127.61715027838974,0.0,0.0,False,True,1.0,0.0,0.02092903730204849,2.37,0.09,-0.09,2.2791949799179125,2.369093317092771,2.4572577387287065,6.21,,,inferred_mass_radius,2.56,catalogue,18.106997518618055,81.1072,catalogue,762.8337852659184,derived_from_insolation_albedo_0.306,0.306,3.8266472,0.041,,2458985.8831,0.0013,-0.0016,4250.0,0.62,0.644,-0.85248,-0.01,,,75.1973,261.2438308,32.7983974,12.008,9.759,9.003,11.6322,10.8571,,,,,,,,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.03467704143242231,4.0,True,True,0.7272727272727273,8.0,0.0,0,0,False,,,0.0,0.0,0.0,0.6666666666666667,2,65.61915834950473,6.738164782047716,3.4044430139765107,7.006458323575472,0.041,catalogue,0.5452323421186666,5.800123267001176e-07,0.3,TIC 39200363,,
Kepler-1666 b,Kepler-1666,b,False,2801,0.0896064542190495,True,0.31651173289659995,0.0,0.5114597126848249,0.5014996372499614,2228,480,5654,3188,0.31587723701363235,0.26787441292961706,0.31651173289659995,0.3467195756239358,0.5895830398120259,0.16923558197192778,0.0,0.0,0.0,0.0,-65.10482118591777,0.0,0.0,False,True,1.0,0.0,0.0016362852048840751,2.88273782,,,2.88273782,2.88273782,2.88273782,8.66,,,inferred_mass_radius,1.99,catalogue,19.387918617867506,48.23,catalogue,669.8759448283462,derived_from_insolation_albedo_0.306,0.306,25.8476,0.1761,0.0,2455021.874,0.00462,-0.00462,6293.0,1.14586,1.23,0.26839,-0.2,0.41,,1379.37,297.9516071,46.2647024,15.104,13.96,13.629,15.0151,14.5845,,,,,,,,Transit,2020.0,Kepler,1,0,0.0,0.0,1.0,2.0,8.0,8.0,0.1878357276264592,6.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.33333333333333337,4,3.19520635828686,0.15656382916803976,1.6315279854056588,,0.1761,catalogue,0.12766697840318406,4.651572825344267e-08,0.3,TIC 273685548,,
Kepler-151 b,Kepler-151,b,False,2802,0.0896023307990813,True,0.29528262337222067,0.0,0.5635652173913044,0.6383659758956218,2540,480,4137,1997,0.32168219756371574,0.22178866112008735,0.29528262337222067,0.36313385726523784,0.5642896342220098,0.18338000550389216,0.0,0.0,0.0,0.0,-59.43071286544228,0.0,0.0,False,True,1.0,0.0,0.0004774505193873813,3.06,1.53,-1.53,1.6257555428256585,3.1293144926394603,4.686913322188889,9.59,,,inferred_mass_radius,1.84,catalogue,19.80265427214802,40.728,catalogue,642.1527372597565,derived_from_insolation_albedo_0.306,0.306,15.228958,0.116,0.0,2455009.55979,0.0011,-0.0011,5460.0,0.83,0.87,-0.33413,0.1245,4.6,,649.919,292.1627933,41.0231947,14.957,13.383,12.864,14.7189,14.1701,,,,,,,,Transit,2014.0,Kepler,1,0,0.0,0.0,1.0,2.0,11.0,11.0,0.0869565217391305,8.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.5,3,8.224280757420685,0.5047439930306764,2.714765766828283,21.31334266040876,0.116,catalogue,0.17848378028646647,1.2079115094805322e-07,0.3,TIC 137410997,,
Kepler-1305 b,Kepler-1305,b,False,2803,0.08957422023428706,True,0.3015952041420276,0.0,0.5464342857142858,0.4620194601730961,2444,480,4796,3497,0.3038765649949621,0.27291655982973523,0.3015952041420276,0.32125141897259746,0.7850326031921158,0.11762691941412201,0.0,0.0,0.0,0.0,-150.10081580147724,0.0,0.0,False,True,1.0,0.0,0.19162386383869626,1.88,0.35,-0.19,1.6910827492343383,1.887898611433267,2.236532547262817,4.19,,,inferred_mass_radius,3.47,catalogue,16.699478225381775,103.51,catalogue,810.7942204513706,derived_from_insolation_albedo_0.306,0.306,13.5630972,0.1109,0.0,2454973.6532,0.00704,-0.00704,5701.0,0.96,0.97,0.08368,0.01,4.37,,1575.23,297.3394624,46.3472165,15.834,14.493,14.104,15.7145,15.1972,,,,,,,,Transit,2016.0,Kepler,1,0,0.0,0.0,1.0,1.0,9.0,9.0,0.2297142857142858,6.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.5,3,2.432530982782245,0.13646714599037113,1.1465748012487373,111.1524625476197,0.1109,catalogue,0.07040241742475702,4.9883951825696094e-08,0.3,TIC 273131845,,
Kepler-820 b,Kepler-820,b,False,2804,0.08957067072466803,True,0.2953098504939832,0.0,0.5626964795432922,0.6127042114263928,2539,480,4167,2187,0.29616909682839204,0.22266490381453835,0.2953098504939832,0.33351407053279136,0.32432438380247425,0.2704580299752235,0.0,0.0,0.0,0.0,-20.969463621935372,0.0,0.0,False,True,1.0,0.0,1.8885613211425765e-10,6.09,2.68,-0.89,5.2143367660642514,6.078007119257784,8.691218964103816,30.8,,,inferred_mass_radius,0.749,catalogue,25.155996574935386,16.228,catalogue,510.18926569718946,derived_from_insolation_albedo_0.306,0.306,127.8338098,0.56004,0.0,2455126.41778,0.00192,-0.00192,6260.0,1.36,1.23,0.6895,0.09,2.63,,1387.2,291.0201523,39.2206091,14.135,12.841,12.53,13.9436,13.4786,,,,,,,,Transit,2016.0,Kepler,1,0,0.0,0.0,1.0,1.0,11.0,11.0,0.4275293371392326,7.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.6666666666666667,2,6.888309214879469,0.37336998026223783,3.405674968708618,25.88892038124603,0.56004,catalogue,0.40371972318339094,2.0526019460320595e-08,0.3,TIC 122685803,,
CI Tau c,CI Tau,c,False,2805,0.08955882596985983,True,0.26802270619861834,2.0226110327879584e-27,0.6441593930128359,,2934,420,2591,,0.2790239672820811,0.23511050870487413,0.26802270619861834,0.33170142313893275,0.46836539752463596,0.16622571763264543,0.0,0.0,0.0115,0.02225,-29.309163598341307,0.0,0.0,False,True,1.0,0.0,1.7587922024243116e-25,13.0,,,13.0,13.0,13.0,1144.1822652,95.3485221,-95.3485221,msini_lower_limit,2.86,catalogue,104.94234022989272,19.2542,catalogue,532.4715848825871,derived_from_insolation_albedo_0.306,0.306,25.2,0.17,0.58,,,,3807.0,1.880857,0.9,-0.25458,,0.0025,K7,157.998,68.4667685,22.8416192,13.642,9.48,7.793,12.1454,11.1809,,,,,,,,Radial Velocity,2024.0,Multiple Observatories,0,1,0.0,0.0,1.0,1.0,1.0,1.0,,5.0,True,True,0.4166666666666667,5.0,0.0,0,0,False,,,0.0,0.0,0.0,0.8333333333333334,1,,,327.82065634730003,,0.17,catalogue,1.0759629868732516,1.0150726042342785e-06,0.3,TIC 61230756,,
Kepler-593 b,Kepler-593,b,False,2806,0.08954964223167695,True,0.29747851163348493,0.0,0.556439024390244,0.5561883628753909,2499,480,4415,2689,0.29797286963872965,0.25740058882935596,0.29747851163348493,0.31945104745736935,0.5912987107196487,0.15015732223173436,0.0,0.0,0.0,0.0,-85.60838210965319,0.0,0.0,False,True,1.0,0.0,0.0017836073548907533,2.87,0.69,-0.29,2.569979842520675,2.8654664323443746,3.549192055114581,8.6,,,inferred_mass_radius,2.0,catalogue,19.363465775249747,61.02,catalogue,710.4493446006234,derived_from_insolation_albedo_0.306,0.306,21.21708973,0.1508,0.0,2455004.651,0.00221,-0.00221,5967.0,1.1,1.08,0.07929,0.04,3.63,,973.76,294.9513923,48.6511709,14.622,13.431,13.115,14.4995,14.0601,,,,,,,,Transit,2016.0,Kepler,1,0,0.0,0.0,1.0,1.0,10.0,10.0,0.1463414634146341,6.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.5,3,4.661922919843914,0.26393247971597217,1.8871510330211987,30.295736831019262,0.1508,catalogue,0.15486362142622412,6.287374875819142e-08,0.3,TIC 27391836,,
TOI-5344 b,TOI-5344,b,False,2807,0.08953903823926951,True,0.20193018354211784,0.0,0.9566827974895893,0.9870653775894104,3907,480,432,425,0.2017432701968506,0.1958713698157266,0.20193018354211784,0.2082466873907641,0.25436264708936684,0.1600091347351797,0.0,0.0,0.0,0.0,-59.199963227748846,0.0,0.0,False,True,1.0,0.0,2.7953634386415086e-20,10.60369574,0.23538859,-0.23538859,10.368506189110638,10.604747946002586,10.845515702805903,130.94530368,12.71313628,-12.71313628,measured,0.604,catalogue,39.30892342614026,38.0,catalogue,631.1185805453555,derived_from_insolation_albedo_0.306,0.306,3.792622,0.04041,0.054,2459848.9903,0.00019,-0.00019,3747.0,0.588,0.612,-1.21254,0.425,10.9,,138.367,63.2662165,20.9151568,15.402,11.799,10.86,14.3361,13.2239,,,,,,,,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),1,1,0.0,0.0,1.0,1.0,3.0,3.0,0.09696657113402062,2.0,True,True,1.0,12.0,0.0,0,0,False,,,0.0,0.0,0.0,1.0,0,91.45261595669238,46.04013926409855,74.56759856398308,6.255586073262839,0.04041,catalogue,0.2920494048436405,1.195212315338722e-05,0.3,TIC 16005254,,
Kepler-1981 b,Kepler-1981,b,False,2808,0.08952735357575707,True,0.3171395398478053,7.26368357177756e-19,0.5082442095826893,0.45552309955480075,2219,294,5699,3531,0.3086777498414448,0.25624242865940566,0.3171395398478053,0.43317386690516246,0.22505153850532156,0.42337836870608436,0.0,0.0,0.03625,0.08075,-6.339409328277441,0.0,0.0,False,True,1.0,0.0,2.003774778421396e-17,9.23,1.76,-4.1,5.478832525747379,9.289782758001842,11.060534313313132,62.5,,,inferred_mass_radius,0.437,catalogue,29.10810770062457,5.45,catalogue,388.3865598447944,derived_from_insolation_albedo_0.306,0.306,453.54212,1.3292,0.0,2455193.0617,0.00473,-0.00473,5874.0,3.006,1.519,0.24356,0.12,,,659.395,287.9754691,38.7402988,13.563,12.334,11.951,13.3811,12.9475,,,,,,,,Transit,2023.0,Kepler,1,0,0.0,0.0,1.0,1.0,5.0,5.0,0.8812982534775889,4.0,True,True,0.8333333333333334,10.0,0.0,0,0,False,,,0.0,0.0,0.0,0.6666666666666667,2,2.325783572414262,0.09016993813489614,3.936341377389765,80.95009862552115,1.3292,catalogue,2.0157871988716933,8.370106458101504e-09,0.3,TIC 121457557,,
Kepler-191 d,Kepler-191,d,False,2809,0.08951782960566973,True,0.28632802876277286,0.0,0.5861769911504425,0.6211540538669401,2658,480,3678,2127,0.2865597478864738,0.274326819032844,0.28632802876277286,0.29805522587210714,0.6939263853569904,0.11833602359206247,0.0,0.0,0.0,0.0,-150.3615702888766,0.0,0.0,False,True,1.0,0.0,0.03261421510014379,2.28,0.16,-0.13,2.156255779514237,2.2779698253606555,2.437428250658081,5.82,,,inferred_mass_radius,2.7,catalogue,17.871824202240507,99.6,catalogue,803.0265451691025,derived_from_insolation_albedo_0.306,0.306,5.945041017,0.06104,0.0,2455003.47298,0.00105,-0.00105,5215.0,0.8,0.84,-0.4145,-0.05,4.9,,594.464,291.1833211,45.3230937,14.987,13.42,12.883,14.7758,14.2068,,,,,,,,Transit,2016.0,Kepler,1,0,0.0,0.0,1.0,3.0,10.0,10.0,0.23185840707964606,6.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.6666666666666667,2,7.302341876200903,0.5514045153943756,2.307661250386772,13.937118333853116,0.06104,catalogue,0.10268073424126607,2.421859189550345e-07,0.3,TIC 159647213,,
Kepler-1602 b,Kepler-1602,b,False,2810,0.0895040298772668,True,0.2977522048169473,0.0,0.5545917159763314,0.17050060602456665,2496,480,4491,4379,0.3221256532667017,0.25955190388637844,0.2977522048169473,0.3163799824415703,0.950407031079832,0.10917947058388637,0.0,0.0,0.0,0.0,-170.43156138108523,0.0,0.0,False,True,1.0,0.0,0.7950797734053638,1.34,0.58,-0.23,1.0931940873563253,1.3288356622630526,1.9076342748225172,2.36,,,inferred_mass_radius,5.39,catalogue,14.844938997878915,124.507,catalogue,849.1091274912311,derived_from_insolation_albedo_0.306,0.306,11.17931605,0.09744,0.0,2454964.6405,0.00596,-0.00596,6296.0,1.36,1.22,0.20142,0.02,2.51,,629.804,293.5808607,40.4275396,13.362,12.386,12.06,13.3012,12.913,,,,,,,,Transit,2016.0,Kepler,1,0,0.0,0.0,1.0,1.0,9.0,9.0,0.8284023668639054,7.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.8333333333333334,1,0.324714601507757,0.08747818472088792,0.5911416997542963,73.33475493393526,0.09744,catalogue,0.1547148001600498,3.2827914305749605e-08,0.3,TIC 138299395,,
TOI-6054.02,TOI-6054,c,False,2811,0.08948805116368944,True,0.20028238686696148,0.0,0.9655179213448207,0.9030495738892356,3933,480,335,780,0.20064107859846092,0.1899143733348818,0.20028238686696148,0.2111713631920483,0.6211241685683191,0.06481287391206356,0.0,0.0,0.0,0.0,-402.1756954854648,0.0,0.0,False,True,1.0,0.0,0.0022471293896929034,2.82,0.17,-0.16,2.6559322131926946,2.819170409231038,2.985247074847137,9.3,1.9,-1.9,measured,2.25,catalogue,20.31382632592885,285.0,catalogue,1044.4226511831098,derived_from_insolation_albedo_0.306,0.306,12.563636,0.1079,0.332,2458826.8929,0.0084,-0.0085,6047.0,1.662,1.107,0.52244,-0.07,6.0,,79.407,56.337007,60.350917,8.020001,6.988,6.673,7.87799,7.4961,,,,,,,,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),1,1,0.0,0.0,1.0,2.0,3.0,3.0,0.023340539007092136,2.0,True,True,1.0,12.0,0.0,0,0,False,,,0.0,0.0,0.0,1.0,0,51.18570880711803,4.993960865682614,2.534299925450122,40.2985374905641,0.1079,catalogue,1.3588222700769452,1.1856692922643392e-07,0.3,TIC 392681545,,HIP 17540
Kepler-92 b,Kepler-92,b,False,2812,0.08948621082420122,True,0.19705255466990773,0.0,0.9876648044692738,0.4574194409836802,3990,480,80,3520,0.17813162472911426,0.18778367181758598,0.19705255466990773,0.2074955761924309,0.5767320206947674,0.0550184047183803,0.0,0.0,0.0,0.0,-369.58709198815205,0.0,0.0,False,True,1.0,0.0,7.045991399542038e-05,3.51,0.1,-0.1,3.413174268331734,3.512079228654236,3.6126949638196466,64.3,13.9,-13.9,measured,2.098071,catalogue,47.876979470209726,257.776,catalogue,1018.5343665713168,derived_from_insolation_albedo_0.306,0.306,13.749,0.12232,0.17,2455012.27859,0.00046398,-0.00046398,5883.0,1.7,1.21,0.55818,0.1381,3.98,,477.992,289.0860607,41.5630224,11.671,10.747,10.403,11.7451,11.326,,,,,,,,Transit,2013.0,Kepler,1,0,1.0,0.0,1.0,3.0,14.0,14.0,0.10279329608938544,9.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,1.0,0,2.356450508808033,1.3046438683441077,15.337164588141842,,0.12232,catalogue,0.2559038644998242,1.4293136229423456e-07,0.3,TIC 121943724,,
Kepler-237 c,Kepler-237,c,False,2813,0.08946414542673019,True,0.29558151226566964,0.0,0.5593039647577093,0.5924579242116655,2533,480,4301,2354,0.33719112039363897,0.2202115117706023,0.29558151226566964,0.3496471674935229,0.736604661508769,0.15435396707839594,0.0,0.0,0.0,0.0,-93.0319642064344,0.0,0.0,False,True,1.0,0.0,0.08336036302139062,2.08,1.1,-1.1,1.031354570300349,2.0795082963533256,3.1733402396315666,4.98,,,inferred_mass_radius,3.04,catalogue,17.308435694548127,60.642,catalogue,709.3465260170018,derived_from_insolation_albedo_0.306,0.306,8.103636,0.071,0.0,2455009.94805,0.00237,-0.00237,4861.0,0.725,0.696,-0.47742,0.22,3.02,,657.822,283.2213438,40.421762,15.689,13.749,13.172,15.2832,14.6368,,,,,,,,Transit,2014.0,Kepler,1,0,0.0,0.0,1.0,2.0,12.0,12.0,0.12246696035242292,8.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.5,3,5.989268356761501,0.3951276244218899,2.0187531918324,42.76040902330098,0.071,catalogue,0.10793193295450745,1.4897665453614138e-07,0.3,TIC 258348597,,
Kepler-1692 b,Kepler-1692,b,False,2814,0.08945721806692301,True,0.3125984829357886,0.0,0.5169873792,0.24849174139526134,2283,480,5567,4180,0.3134428337759093,0.2692597180867583,0.3125984829357886,0.3382286223497041,0.9767823054962952,0.10058168487762902,0.0,0.0,0.0,0.0,-233.63468289551184,0.0,0.0,False,True,1.0,0.0,0.9199111760877277,1.11177184,,,1.11177184,1.11177184,1.11177184,1.42,,,inferred_mass_radius,5.68,catalogue,12.641865119376723,153.48,catalogue,894.7011895399096,derived_from_insolation_albedo_0.306,0.306,5.95966,0.0646,0.0,2454968.0069,0.0037,-0.0037,5146.0,0.866139,0.87,-0.32425,0.36,6.1,,591.019,286.9241804,47.0537092,14.674,13.176,12.658,14.5049,13.9464,,,,,,,,Transit,2020.0,Kepler,1,0,0.0,0.0,1.0,1.0,7.0,7.0,0.1417718400000001,6.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.33333333333333337,4,0.5565128851715728,0.16021376046280558,0.5495744101182614,,0.0646,catalogue,0.10930274661220707,5.1413189655332883e-08,0.3,TIC 158324044,,
Kepler-271 d,Kepler-271,d,False,2815,0.08942984229556991,True,0.26660165938570823,0.0,0.6452408759124088,0.3641467668295424,2957,480,2585,3816,0.2667473382271337,0.2582875997820288,0.26660165938570823,0.2734457289126111,0.8660633165281405,0.08215812988881961,0.0,0.0,0.0,0.0,-279.47208729065875,0.0,0.0,False,True,1.0,0.0,0.991056824894644,0.66,0.05,-0.05,0.608858452410791,0.6584237619362621,0.7077858720969743,0.219,,,inferred_mass_radius,4.19,catalogue,6.443545575365954,189.343,catalogue,942.9254997069716,derived_from_insolation_albedo_0.306,0.306,5.24972541,0.05554,0.0,2454968.46512,0.00611,-0.00611,5555.0,0.87,0.9,-0.25319,-0.13,4.57,,404.542,283.0029316,44.284108,13.578,12.198,11.745,13.4284,12.9431,,,,,,,,Transit,2016.0,Kepler,1,0,0.0,0.0,1.0,3.0,10.0,10.0,0.0729927007299269,7.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.8333333333333334,1,1.2372011086161052,0.08688970823544939,0.08644295569269991,84.39703794814261,0.05554,catalogue,0.13729106001354618,2.4512317043238458e-08,0.3,TIC 164414655,,
K2-111 b,K2-111,b,False,2816,0.08942868981959937,True,0.20372356885681714,0.0,0.9402637362637364,0.7114328085048408,3887,480,783,1608,0.20668535072813365,0.19841718536878916,0.20372356885681714,0.20846786480683085,0.8844237662440642,0.04830131870723949,0.0,0.0,0.0,0.0,-711.2430676034099,0.0,0.0,False,True,1.0,0.0,0.2322133984857637,1.837,0.076,-0.071,1.7658496940035326,1.839171012395111,1.9131366460707,5.35,0.68,-0.69,measured,5.065359,catalogue,19.089613164144225,490.0,catalogue,1195.9529299711328,derived_from_insolation_albedo_0.306,0.306,5.3518963,0.0565,0.134,2459519.1348,0.0038,-0.0054,5775.0,1.25,0.84,0.27875,-0.46,12.3,G2,200.394,59.8903081,21.2985263,11.13,9.768,9.377,10.9294,10.4561,,,,,,,,Transit,2017.0,K2,1,1,0.0,0.0,1.0,2.0,8.0,8.0,0.49780219780219775,5.0,True,True,0.9166666666666666,11.0,0.0,0,0,False,,,0.0,0.0,0.0,1.0,0,13.623805208655387,1.4677573380233935,2.216938216694132,12.373602183745845,0.0565,catalogue,0.2819445691986786,1.834972930329137e-07,0.3,TIC 14227229,,
K2-36 b,K2-36,b,False,2817,0.08942420592966446,True,0.19801050625240618,0.0,0.9782657342657344,0.5052871360852298,3972,480,202,3155,0.19877001939516828,0.18522370722185486,0.19801050625240618,0.2093059970311548,0.8485200946006601,0.046562857923771364,0.0,0.0,0.0,0.0,-804.9131485611978,0.0,0.0,False,True,1.0,0.0,0.6984921339300958,1.43,0.08,-0.08,1.3536652696636842,1.4319744376703263,1.5101564275365646,4.3,1.4,-1.4,measured,8.0,catalogue,19.397288448668263,519.0,catalogue,1213.2684564083381,derived_from_insolation_albedo_0.306,0.306,1.422614,0.02288,0.093,2456810.8916,0.0013,-0.0013,4916.0,0.718,0.79,-0.57,-0.047,1.4,K2 V,109.749,169.4490102,3.8665038,11.726,10.034,9.454001,11.527,10.9128,,,,,,,,Transit,2016.0,K2,1,1,0.0,0.0,1.0,2.0,8.0,8.0,0.18111888111888122,4.0,True,True,1.0,12.0,0.0,0,0,False,,,0.0,0.0,0.0,1.0,0,3.2799060828230795,3.2347192066677715,2.873398217256089,218.94272311606613,0.02288,catalogue,0.20847570365105836,6.780602409016883e-07,0.3,TIC 363445121,,
Kepler-1642 b,Kepler-1642,b,False,2818,0.08942376589691882,True,0.3170367429684352,0.0,0.5061256931608134,0.6945911135633889,2222,480,5743,1677,0.3172890553191661,0.29631173902212454,0.3170367429684352,0.3344577239227316,0.5451107510615136,0.18468236854489847,0.0,0.0,0.0,0.0,-58.72691046198665,0.0,0.0,False,True,1.0,0.0,0.00033236783901881463,3.2,0.34,-0.25,2.947667229451483,3.201787166086567,3.5329071793198743,10.3,,,inferred_mass_radius,1.73,catalogue,20.068662907005038,39.915,catalogue,638.9238508470972,derived_from_insolation_albedo_0.306,0.306,12.2057513,0.1016,0.0,2454967.1296,0.0576,-0.0576,5355.0,0.84,0.88,-0.40452,-0.01,4.47,,413.873,297.2121215,43.643789,14.319,12.613,12.066,14.1012,13.4942,,,,,,,,Transit,2016.0,Kepler,1,0,0.0,0.0,1.0,2.0,7.0,7.0,0.565619223659889,6.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.5,3,12.127557451988022,0.7856110883001525,3.115133525036005,460.7410529456518,0.1016,catalogue,0.24548593409089262,1.72195098687663e-07,0.3,TIC 273036122,,
Kepler-1514 c,Kepler-1514,c,False,2819,0.08941798295681448,True,0.2887065250920432,0.0,0.5768464667710608,0.2847800389332475,2620,480,3830,4056,0.28976011968516663,0.27909881513161355,0.2887065250920432,0.3105553572789764,0.9593669671700882,0.0875170084369566,0.0,0.0,0.0,0.0,-269.16644905167743,0.0,0.0,False,True,1.0,0.0,0.8924630609255563,1.1758241,0.0571659,-0.0437151,1.1340699194624406,1.1767698566725417,1.2331756166899903,1.74,,,inferred_mass_radius,5.88,catalogue,13.607497413988225,193.0,catalogue,947.4458424650295,derived_from_insolation_albedo_0.306,0.306,10.514181,0.0997,0.32,2454957.0546,0.0034,-0.0036,6145.0,1.289,1.196,0.32838,0.119,2.9,,397.292,292.6274943,37.8601653,11.766,10.953,10.688,11.8292,11.4605,,,,,,,,Transit,2020.0,Kepler,1,0,0.0,0.0,1.0,2.0,9.0,9.0,0.6429461102411607,3.0,True,True,0.8333333333333334,10.0,0.0,0,0,False,,,0.0,0.0,0.0,0.8333333333333334,1,0.7150561015183833,0.18338332605713561,0.47579535603393014,40.65474766241207,0.0997,catalogue,0.25094892421694875,2.414363422883554e-08,0.3,TIC 137685450,,
