label,pl_name,hostname,hpic_star_name,gaia_dr3_id,tss25_tier,mass_class,draws,scenario,status,diameter_m,wavelength_nm,iwa_lambda_over_d,iwa_mas,contrast_floor,geometric_albedo_prior,argument_periapsis_treatment,mean_anomaly_treatment,eccentricity_treatment,inclination_treatment,minimum_mass_earth,true_mass_scenario_p16,true_mass_scenario_p50,true_mass_scenario_p84,mass_inclination_treatment,separation_mas_p16,separation_mas_p50,separation_mas_p84,contrast_p16,contrast_p50,contrast_p84,p_observable
FORECAST,GJ 3998 b,GJ 3998,TIC 459558974,4540061704989418240,3,msini_lower_limit,512,analytic_8m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,8,500,3,38.67465117,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,2.5,2.53521816,2.858974641,4.543975786,M_sin_i retained; true-mass distribution uses the same inclination draws,0.8697850624,1.442725192,1.631382931,4.35802445e-08,2.526301269e-07,6.46165683e-07,0
FORECAST,GJ 3998 b,GJ 3998,TIC 459558974,4540061704989418240,3,msini_lower_limit,512,analytic_6m_750nm_3lambda_d,catalogue_conditioned_scenario_probability,6,750,3,77.34930234,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,2.5,2.53521816,2.858974641,4.543975786,M_sin_i retained; true-mass distribution uses the same inclination draws,0.8697850624,1.442725192,1.631382931,4.35802445e-08,2.526301269e-07,6.46165683e-07,0
FORECAST,GJ 3998 c,GJ 3998,TIC 459558974,4540061704989418240,3,msini_lower_limit,512,analytic_6m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,6,500,3,51.56620156,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,6.82,6.91115712,8.076080817,13.68636801,M_sin_i retained; true-mass distribution uses the same inclination draws,2.767631916,4.274800846,4.864724371,2.062112353e-08,9.280355968e-08,2.535642981e-07,0
FORECAST,GJ 3998 c,GJ 3998,TIC 459558974,4540061704989418240,3,msini_lower_limit,512,analytic_8m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,8,500,3,38.67465117,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,6.82,6.91115712,8.076080817,13.68636801,M_sin_i retained; true-mass distribution uses the same inclination draws,2.767631916,4.274800846,4.864724371,2.062112353e-08,9.280355968e-08,2.535642981e-07,0
FORECAST,GJ 3998 c,GJ 3998,TIC 459558974,4540061704989418240,3,msini_lower_limit,512,analytic_6m_750nm_3lambda_d,catalogue_conditioned_scenario_probability,6,750,3,77.34930234,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,6.82,6.91115712,8.076080817,13.68636801,M_sin_i retained; true-mass distribution uses the same inclination draws,2.767631916,4.274800846,4.864724371,2.062112353e-08,9.280355968e-08,2.535642981e-07,0
FORECAST,GJ 3998 d,GJ 3998,TIC 459558974,4540061704989418240,3,msini_lower_limit,512,analytic_6m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,6,500,3,51.56620156,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,6.07,6.177262308,7.015543223,11.23311313,M_sin_i retained; true-mass distribution uses the same inclination draws,5.86929667,8.859908291,10.23285827,3.157022836e-09,1.948082215e-08,4.891377675e-08,0
FORECAST,GJ 3998 d,GJ 3998,TIC 459558974,4540061704989418240,3,msini_lower_limit,512,analytic_8m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,8,500,3,38.67465117,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,6.07,6.177262308,7.015543223,11.23311313,M_sin_i retained; true-mass distribution uses the same inclination draws,5.86929667,8.859908291,10.23285827,3.157022836e-09,1.948082215e-08,4.891377675e-08,0
FORECAST,GJ 3998 d,GJ 3998,TIC 459558974,4540061704989418240,3,msini_lower_limit,512,analytic_6m_750nm_3lambda_d,catalogue_conditioned_scenario_probability,6,750,3,77.34930234,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,6.07,6.177262308,7.015543223,11.23311313,M_sin_i retained; true-mass distribution uses the same inclination draws,5.86929667,8.859908291,10.23285827,3.157022836e-09,1.948082215e-08,4.891377675e-08,0
FORECAST,GJ 411 b,GJ 411,TIC 353969903,762815470562110464,1,msini_lower_limit,512,analytic_6m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,6,500,3,51.56620156,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,2.69,2.722546196,3.093848988,5.324022479,M_sin_i retained; true-mass distribution uses the same inclination draws,16.32531721,27.13751785,30.82877893,7.042756964e-09,4.551473934e-08,1.140090437e-07,0
FORECAST,GJ 411 b,GJ 411,TIC 353969903,762815470562110464,1,msini_lower_limit,512,analytic_8m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,8,500,3,38.67465117,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,2.69,2.722546196,3.093848988,5.324022479,M_sin_i retained; true-mass distribution uses the same inclination draws,16.32531721,27.13751785,30.82877893,7.042756964e-09,4.551473934e-08,1.140090437e-07,0
FORECAST,GJ 411 b,GJ 411,TIC 353969903,762815470562110464,1,msini_lower_limit,512,analytic_6m_750nm_3lambda_d,catalogue_conditioned_scenario_probability,6,750,3,77.34930234,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,2.69,2.722546196,3.093848988,5.324022479,M_sin_i retained; true-mass distribution uses the same inclination draws,16.32531721,27.13751785,30.82877893,7.042756964e-09,4.551473934e-08,1.140090437e-07,0
FORECAST,GJ 414 A b,GJ 414 A,TIC 9001920,732857558276385664,2,msini_lower_limit,512,analytic_6m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,6,500,3,51.56620156,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,7.6,7.698812211,9.008409148,14.14834475,M_sin_i retained; true-mass distribution uses the same inclination draws,9.289669582,17.36297061,25.0550522,1.464526559e-09,1.219795255e-08,5.607560369e-08,0
FORECAST,GJ 414 A b,GJ 414 A,TIC 9001920,732857558276385664,2,msini_lower_limit,512,analytic_8m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,8,500,3,38.67465117,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,7.6,7.698812211,9.008409148,14.14834475,M_sin_i retained; true-mass distribution uses the same inclination draws,9.289669582,17.36297061,25.0550522,1.464526559e-09,1.219795255e-08,5.607560369e-08,0
FORECAST,GJ 414 A b,GJ 414 A,TIC 9001920,732857558276385664,2,msini_lower_limit,512,analytic_6m_750nm_3lambda_d,catalogue_conditioned_scenario_probability,6,750,3,77.34930234,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,7.6,7.698812211,9.008409148,14.14834475,M_sin_i retained; true-mass distribution uses the same inclination draws,9.289669582,17.36297061,25.0550522,1.464526559e-09,1.219795255e-08,5.607560369e-08,0
FORECAST,GJ 414 A c,GJ 414 A,TIC 9001920,732857558276385664,2,msini_lower_limit,512,analytic_6m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,6,500,3,51.56620156,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,53.83,54.43766875,61.32500942,93.96316438,M_sin_i retained; true-mass distribution uses the same inclination draws,59.50959674,96.75607684,118.0402266,5.357337525e-10,4.080336807e-09,1.439143674e-08,0.86328125
FORECAST,GJ 414 A c,GJ 414 A,TIC 9001920,732857558276385664,2,msini_lower_limit,512,analytic_8m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,8,500,3,38.67465117,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,53.83,54.43766875,61.32500942,93.96316438,M_sin_i retained; true-mass distribution uses the same inclination draws,59.50959674,96.75607684,118.0402266,5.357337525e-10,4.080336807e-09,1.439143674e-08,0.90625
FORECAST,GJ 414 A c,GJ 414 A,TIC 9001920,732857558276385664,2,msini_lower_limit,512,analytic_6m_750nm_3lambda_d,catalogue_conditioned_scenario_probability,6,750,3,77.34930234,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,53.83,54.43766875,61.32500942,93.96316438,M_sin_i retained; true-mass distribution uses the same inclination draws,59.50959674,96.75607684,118.0402266,5.357337525e-10,4.080336807e-09,1.439143674e-08,0.73046875
FORECAST,GJ 422 b,GJ 422,TIC 450545735,5339892367684811520,3,msini_lower_limit,512,analytic_6m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,6,500,3,51.56620156,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,11.07,11.16450512,12.78964427,20.40952713,M_sin_i retained; true-mass distribution uses the same inclination draws,4.43841748,7.451815562,8.771482925,1.915374323e-08,1.240874108e-07,3.033466041e-07,0
FORECAST,GJ 422 b,GJ 422,TIC 450545735,5339892367684811520,3,msini_lower_limit,512,analytic_8m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,8,500,3,38.67465117,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,11.07,11.16450512,12.78964427,20.40952713,M_sin_i retained; true-mass distribution uses the same inclination draws,4.43841748,7.451815562,8.771482925,1.915374323e-08,1.240874108e-07,3.033466041e-07,0
FORECAST,GJ 422 b,GJ 422,TIC 450545735,5339892367684811520,3,msini_lower_limit,512,analytic_6m_750nm_3lambda_d,catalogue_conditioned_scenario_probability,6,750,3,77.34930234,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,11.07,11.16450512,12.78964427,20.40952713,M_sin_i retained; true-mass distribution uses the same inclination draws,4.43841748,7.451815562,8.771482925,1.915374323e-08,1.240874108e-07,3.033466041e-07,0
FORECAST,GJ 4276 b,GJ 4276,TIC 428238233,2200501793758177152,3,msini_lower_limit,512,analytic_6m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,6,500,3,51.56620156,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,16.57,16.82160323,19.10158663,30.89576987,M_sin_i retained; true-mass distribution uses the same inclination draws,1.999998795,3.292407297,4.626742696,4.020522429e-08,2.617293083e-07,8.059011917e-07,0
FORECAST,GJ 4276 b,GJ 4276,TIC 428238233,2200501793758177152,3,msini_lower_limit,512,analytic_8m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,8,500,3,38.67465117,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,16.57,16.82160323,19.10158663,30.89576987,M_sin_i retained; true-mass distribution uses the same inclination draws,1.999998795,3.292407297,4.626742696,4.020522429e-08,2.617293083e-07,8.059011917e-07,0
FORECAST,GJ 4276 b,GJ 4276,TIC 428238233,2200501793758177152,3,msini_lower_limit,512,analytic_6m_750nm_3lambda_d,catalogue_conditioned_scenario_probability,6,750,3,77.34930234,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,16.57,16.82160323,19.10158663,30.89576987,M_sin_i retained; true-mass distribution uses the same inclination draws,1.999998795,3.292407297,4.626742696,4.020522429e-08,2.617293083e-07,8.059011917e-07,0
FORECAST,GJ 433 b,GJ 433,TIC 57654763,3478160727866058368,3,msini_lower_limit,512,analytic_6m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,6,500,3,51.56620156,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,6.043,6.137964048,7.054207458,11.16915745,M_sin_i retained; true-mass distribution uses the same inclination draws,3.471340638,5.860498104,6.703519365,2.976016792e-08,1.995467703e-07,5.041410093e-07,0
FORECAST,GJ 433 b,GJ 433,TIC 57654763,3478160727866058368,3,msini_lower_limit,512,analytic_8m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,8,500,3,38.67465117,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,6.043,6.137964048,7.054207458,11.16915745,M_sin_i retained; true-mass distribution uses the same inclination draws,3.471340638,5.860498104,6.703519365,2.976016792e-08,1.995467703e-07,5.041410093e-07,0
FORECAST,GJ 433 b,GJ 433,TIC 57654763,3478160727866058368,3,msini_lower_limit,512,analytic_6m_750nm_3lambda_d,catalogue_conditioned_scenario_probability,6,750,3,77.34930234,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,6.043,6.137964048,7.054207458,11.16915745,M_sin_i retained; true-mass distribution uses the same inclination draws,3.471340638,5.860498104,6.703519365,2.976016792e-08,1.995467703e-07,5.041410093e-07,0
FORECAST,GJ 433 c,GJ 433,TIC 57654763,3478160727866058368,3,msini_lower_limit,512,analytic_6m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,6,500,3,51.56620156,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,32.422,33.02808236,37.55170373,60.2999199,M_sin_i retained; true-mass distribution uses the same inclination draws,273.0907208,430.4226588,543.691068,4.150551546e-11,2.153170053e-10,6.477859264e-10,0.6875
FORECAST,GJ 433 c,GJ 433,TIC 57654763,3478160727866058368,3,msini_lower_limit,512,analytic_8m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,8,500,3,38.67465117,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,32.422,33.02808236,37.55170373,60.2999199,M_sin_i retained; true-mass distribution uses the same inclination draws,273.0907208,430.4226588,543.691068,4.150551546e-11,2.153170053e-10,6.477859264e-10,0.689453125
FORECAST,GJ 433 c,GJ 433,TIC 57654763,3478160727866058368,3,msini_lower_limit,512,analytic_6m_750nm_3lambda_d,catalogue_conditioned_scenario_probability,6,750,3,77.34930234,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,32.422,33.02808236,37.55170373,60.2999199,M_sin_i retained; true-mass distribution uses the same inclination draws,273.0907208,430.4226588,543.691068,4.150551546e-11,2.153170053e-10,6.477859264e-10,0.6796875
FORECAST,GJ 433 d,GJ 433,TIC 57654763,3478160727866058368,3,msini_lower_limit,512,analytic_6m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,6,500,3,51.56620156,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,5.223,5.303295787,5.995134366,9.951314704,M_sin_i retained; true-mass distribution uses the same inclination draws,9.698521086,16.30099179,19.18806119,2.684633242e-09,2.000661695e-08,5.030959455e-08,0
FORECAST,GJ 433 d,GJ 433,TIC 57654763,3478160727866058368,3,msini_lower_limit,512,analytic_8m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,8,500,3,38.67465117,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,5.223,5.303295787,5.995134366,9.951314704,M_sin_i retained; true-mass distribution uses the same inclination draws,9.698521086,16.30099179,19.18806119,2.684633242e-09,2.000661695e-08,5.030959455e-08,0
FORECAST,GJ 433 d,GJ 433,TIC 57654763,3478160727866058368,3,msini_lower_limit,512,analytic_6m_750nm_3lambda_d,catalogue_conditioned_scenario_probability,6,750,3,77.34930234,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,5.223,5.303295787,5.995134366,9.951314704,M_sin_i retained; true-mass distribution uses the same inclination draws,9.698521086,16.30099179,19.18806119,2.684633242e-09,2.000661695e-08,5.030959455e-08,0
FORECAST,GJ 436 b,GJ 436,TIC 138819293,4017860992519744384,3,measured,512,analytic_6m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,6,500,3,51.56620156,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,catalogue_value_with_asymmetric_uncertainty_when_available,,,,,not_applicable,0.6981131321,1.979095355,2.855057429,9.226092082e-08,2.581726602e-06,9.113101704e-06,0
FORECAST,GJ 436 b,GJ 436,TIC 138819293,4017860992519744384,3,measured,512,analytic_8m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,8,500,3,38.67465117,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,catalogue_value_with_asymmetric_uncertainty_when_available,,,,,not_applicable,0.6981131321,1.979095355,2.855057429,9.226092082e-08,2.581726602e-06,9.113101704e-06,0
FORECAST,GJ 436 b,GJ 436,TIC 138819293,4017860992519744384,3,measured,512,analytic_6m_750nm_3lambda_d,catalogue_conditioned_scenario_probability,6,750,3,77.34930234,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,catalogue_value_with_asymmetric_uncertainty_when_available,,,,,not_applicable,0.6981131321,1.979095355,2.855057429,9.226092082e-08,2.581726602e-06,9.113101704e-06,0
FORECAST,GJ 463 b,GJ 463,TIC 147670988,1584088431025057792,3,measured,512,analytic_6m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,6,500,3,51.56620156,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,catalogue_value_with_asymmetric_uncertainty_when_available,,,,,not_applicable,160.0868765,182.3496664,206.4138354,7.880620973e-10,1.689269916e-09,3.521916613e-09,1
FORECAST,GJ 463 b,GJ 463,TIC 147670988,1584088431025057792,3,measured,512,analytic_8m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,8,500,3,38.67465117,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,catalogue_value_with_asymmetric_uncertainty_when_available,,,,,not_applicable,160.0868765,182.3496664,206.4138354,7.880620973e-10,1.689269916e-09,3.521916613e-09,1
FORECAST,GJ 463 b,GJ 463,TIC 147670988,1584088431025057792,3,measured,512,analytic_6m_750nm_3lambda_d,catalogue_conditioned_scenario_probability,6,750,3,77.34930234,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,catalogue_value_with_asymmetric_uncertainty_when_available,,,,,not_applicable,160.0868765,182.3496664,206.4138354,7.880620973e-10,1.689269916e-09,3.521916613e-09,1
FORECAST,GJ 480 b,GJ 480,TIC 399119319,3928391218812375808,3,msini_lower_limit,512,analytic_6m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,6,500,3,51.56620156,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,8.8,8.93579298,10.14226008,15.76280687,M_sin_i retained; true-mass distribution uses the same inclination draws,2.388428874,4.093318846,4.674235217,4.230335779e-08,2.51730647e-07,6.110807569e-07,0
FORECAST,GJ 480 b,GJ 480,TIC 399119319,3928391218812375808,3,msini_lower_limit,512,analytic_8m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,8,500,3,38.67465117,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,8.8,8.93579298,10.14226008,15.76280687,M_sin_i retained; true-mass distribution uses the same inclination draws,2.388428874,4.093318846,4.674235217,4.230335779e-08,2.51730647e-07,6.110807569e-07,0
FORECAST,GJ 480 b,GJ 480,TIC 399119319,3928391218812375808,3,msini_lower_limit,512,analytic_6m_750nm_3lambda_d,catalogue_conditioned_scenario_probability,6,750,3,77.34930234,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,8.8,8.93579298,10.14226008,15.76280687,M_sin_i retained; true-mass distribution uses the same inclination draws,2.388428874,4.093318846,4.674235217,4.230335779e-08,2.51730647e-07,6.110807569e-07,0
FORECAST,GJ 486 b,GJ 486,TIC 390651552,3735000631158990976,3,measured,512,analytic_6m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,6,500,3,51.56620156,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,catalogue_value_with_asymmetric_uncertainty_when_available,,,,,not_applicable,0.5272940734,1.389431565,2.00973415,2.317411087e-08,6.451318011e-07,2.287610597e-06,0
FORECAST,GJ 486 b,GJ 486,TIC 390651552,3735000631158990976,3,measured,512,analytic_8m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,8,500,3,38.67465117,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,catalogue_value_with_asymmetric_uncertainty_when_available,,,,,not_applicable,0.5272940734,1.389431565,2.00973415,2.317411087e-08,6.451318011e-07,2.287610597e-06,0
FORECAST,GJ 486 b,GJ 486,TIC 390651552,3735000631158990976,3,measured,512,analytic_6m_750nm_3lambda_d,catalogue_conditioned_scenario_probability,6,750,3,77.34930234,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,catalogue_value_with_asymmetric_uncertainty_when_available,,,,,not_applicable,0.5272940734,1.389431565,2.00973415,2.317411087e-08,6.451318011e-07,2.287610597e-06,0
FORECAST,GJ 504 b,GJ 504,TIC 397587084,3732539683617410816,2,measured,512,analytic_6m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,6,500,3,51.56620156,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,SCENARIO_uniform_0_0.2_missing_catalogue_eccentricity,SCENARIO_isotropic_missing_catalogue_inclination,,,,,not_applicable,1305.953863,2140.882377,2481.483777,1.654961348e-12,9.617545227e-12,2.520033934e-11,0
