draw,estimand,unsupported_reliability_scenario,integrated_rate,alpha,beta,imputed_valid_candidate_count,shape_weighted_effective_stars,label,gamma_earth_per_dlnp_dlnr,full_model_projected_hsu_box_rate,full_model_projected_bryson_earth_box_rate
2528,full_fixed_box,upper,0.825587603497,0.75,-0.75,56,56.4319176583,MODEL-INFERRED,0.410518736044,0.199192672961,0.068011789826
2529,full_fixed_box,upper,0.383773378623,0,0.45,52,154.805554616,MODEL-INFERRED,0.118299848308,0.0631154677733,0.0192976511296
2530,full_fixed_box,upper,0.604287926429,0,-0.6,55,99.6197228608,MODEL-INFERRED,0.183960543499,0.0925523546547,0.0306916858354
2531,full_fixed_box,upper,0.720347604446,0.6,-0.9,53,57.5932732661,MODEL-INFERRED,0.323463600429,0.156998495429,0.0539348163695
2532,full_fixed_box,upper,0.290316235632,0.45,1.2,57,153.743337863,MODEL-INFERRED,0.113292416171,0.0633410115825,0.0182120717975
2533,full_fixed_box,upper,0.546546010116,0.3,-0.15,49,100.27111343,MODEL-INFERRED,0.215406520802,0.108815098925,0.0353322106061
2534,full_fixed_box,upper,0.345037624031,-0.15,0.3,56,156.56636657,MODEL-INFERRED,0.0941825342073,0.0501643468208,0.0154483583953
2535,full_fixed_box,upper,0.988629492243,-0.3,-1.2,58,79.5725299054,MODEL-INFERRED,0.21101068085,0.106799888105,0.0361452483728
2536,full_fixed_box,upper,0.361951094287,0,0,55,125.505391279,MODEL-INFERRED,0.113391042607,0.0586761920113,0.0186417089586
2537,full_fixed_box,upper,0.550948465788,0,-0.9,48,79.4545565439,MODEL-INFERRED,0.161892835392,0.080744263809,0.0272596071277
2538,full_fixed_box,upper,1.64786453756,0.3,-1.95,58,35.532275093,MODEL-INFERRED,0.487898130493,0.238834286446,0.0851890898409
2539,full_fixed_box,upper,0.458839752468,0.6,0.3,53,103.803967881,MODEL-INFERRED,0.218087697644,0.111983858897,0.0353100526569
2540,full_fixed_box,upper,0.510264800081,0.6,0,50,88.1237130617,MODEL-INFERRED,0.244281801143,0.123015634307,0.0397694800814
2541,full_fixed_box,upper,1.01420051141,0.45,-0.75,64,66.8966463227,MODEL-INFERRED,0.423678276455,0.207528626926,0.0704493305366
2542,full_fixed_box,upper,0.512019873739,-0.3,-0.75,52,101.903548822,MODEL-INFERRED,0.116987793933,0.0597513328427,0.0197376282387
2543,full_fixed_box,upper,1.02395727682,0.45,-1.35,56,48.2886034223,MODEL-INFERRED,0.388111146927,0.1881497538,0.0658948804659
2544,full_fixed_box,upper,0.75797655286,0.15,-1.05,53,67.6925882902,MODEL-INFERRED,0.245632186892,0.121122237125,0.0414488107618
2545,full_fixed_box,upper,0.306146669383,0,-0.3,45,110.371012563,MODEL-INFERRED,0.0952210620687,0.0484981867391,0.0157603923057
2546,full_fixed_box,upper,0.324566117173,0.15,0.45,52,143.311888993,MODEL-INFERRED,0.112875327561,0.0597197359911,0.0183593188138
2547,full_fixed_box,upper,0.447865546158,0,-0.15,60,121.111138581,MODEL-INFERRED,0.140053614769,0.0718681813609,0.0230992505244
2548,full_fixed_box,upper,0.719560337919,0.6,-0.15,58,83.9432412614,MODEL-INFERRED,0.343859109638,0.171715259813,0.0561611414537
2549,full_fixed_box,upper,1.54850532951,0.9,-1.2,59,39.4324791612,MODEL-INFERRED,0.774500735017,0.371229268564,0.130098017628
2550,full_fixed_box,upper,0.567241127369,-0.15,-0.6,56,104.895089066,MODEL-INFERRED,0.151547547871,0.0769658827215,0.0253653912531
2551,full_fixed_box,upper,0.368272144611,0.15,0.45,56,144.368806351,MODEL-INFERRED,0.128075103208,0.0677615871942,0.0208315820889
2552,full_fixed_box,upper,0.986165213531,0.45,-1.2,53,53.8487958007,MODEL-INFERRED,0.384839103268,0.186801484404,0.0649699046045
2553,full_fixed_box,upper,0.356779345546,0.15,0,53,120.221727873,MODEL-INFERRED,0.126099992436,0.0647091166101,0.0206708964845
2554,full_fixed_box,upper,0.925281235887,0.6,-0.75,62,63.6792391217,MODEL-INFERRED,0.423624256666,0.206417863162,0.0703007616704
2555,full_fixed_box,upper,0.589354642361,0,-0.75,54,87.4121513403,MODEL-INFERRED,0.176570084494,0.0884092199366,0.0295899690105
2556,full_fixed_box,upper,1.1697608961,0.15,-1.5,57,53.4941143856,MODEL-INFERRED,0.347381050773,0.170639897563,0.0596238590426
2557,full_fixed_box,upper,0.631930556726,-0.15,-0.75,52,97.2465029121,MODEL-INFERRED,0.166153772884,0.0839802559542,0.027934067916
2558,full_fixed_box,upper,0.408908103854,0,0,55,122.087738405,MODEL-INFERRED,0.128101605323,0.0662884317672,0.0210601542119
2559,full_fixed_box,upper,0.419246874761,-0.6,-0.9,54,110.389920345,MODEL-INFERRED,0.0689300938229,0.0359216438821,0.0117784981465
2560,full_fixed_box,upper,0.429127955918,0.3,0.6,61,140.538799245,MODEL-INFERRED,0.16464669756,0.0875175816225,0.0266575493412
2561,full_fixed_box,upper,0.320170367724,0.15,0.9,54,173.578086074,MODEL-INFERRED,0.106141271908,0.0583677356685,0.0171774082353
2562,full_fixed_box,upper,0.297792523269,-0.3,0.15,53,163.920093688,MODEL-INFERRED,0.0710188728728,0.0378369044713,0.0117204707344
2563,full_fixed_box,upper,1.34489838434,0.6,-1.5,57,39.600767198,MODEL-INFERRED,0.540976804749,0.260778563095,0.0922161846349
2564,full_fixed_box,upper,1.05810354954,0.15,-1.35,57,56.6359867549,MODEL-INFERRED,0.324501715301,0.15946684088,0.0553651579952
2565,full_fixed_box,upper,0.855303221039,0.3,-0.9,49,67.8124885514,MODEL-INFERRED,0.316754073247,0.155522862282,0.0530423270538
2566,full_fixed_box,upper,1.26016784137,0.45,-1.95,53,32.8293758278,MODEL-INFERRED,0.412783705052,0.200799886855,0.0719088361511
2567,full_fixed_box,upper,1.08230298685,0.6,-0.9,54,59.1801524708,MODEL-INFERRED,0.485995398224,0.235886035415,0.0810356173766
2568,full_fixed_box,upper,0.342474504727,-0.3,-0.3,46,126.737109129,MODEL-INFERRED,0.0812353480772,0.0422050226771,0.0135364902869
2569,full_fixed_box,upper,0.727539943486,-0.15,-1.2,53,71.1120682793,MODEL-INFERRED,0.178696002348,0.0895037304038,0.0305022007879
2570,full_fixed_box,upper,0.182138113861,-0.3,0.75,49,201.04483605,MODEL-INFERRED,0.0416154474162,0.0232180641014,0.00680945581547
2571,full_fixed_box,upper,0.340653375959,-0.15,0.15,51,146.108339297,MODEL-INFERRED,0.0934888464502,0.049290311745,0.0153744873893
2572,full_fixed_box,upper,0.626992584803,-0.15,-0.75,56,92.4577907777,MODEL-INFERRED,0.164855429804,0.0833240253896,0.0277157881674
2573,full_fixed_box,upper,0.407874944636,0,0,54,128.06160393,MODEL-INFERRED,0.127777940046,0.0661209454697,0.0210069430081
2574,full_fixed_box,upper,0.361055368737,0.45,0.45,45,121.645689639,MODEL-INFERRED,0.155186916811,0.0809968453721,0.0251182082151
2575,full_fixed_box,upper,0.567717958879,0.15,-0.6,59,92.5113186215,MODEL-INFERRED,0.194984415475,0.097281425779,0.0324364440923
2576,full_fixed_box,upper,0.484631250303,0.15,-0.45,58,97.2574659302,MODEL-INFERRED,0.168541656784,0.0845682763829,0.0279217570413
2577,full_fixed_box,upper,0.218557363783,-0.9,0.75,51,252.656659093,MODEL-INFERRED,0.0259263293321,0.0152399090997,0.00431575549257
2578,full_fixed_box,upper,0.444392537971,0.15,-0.15,56,108.841646529,MODEL-INFERRED,0.156783345657,0.0797828412401,0.0257834347324
2579,full_fixed_box,upper,0.810310550125,0.15,-1.35,51,59.6880532289,MODEL-INFERRED,0.248507968389,0.122121945074,0.042399415116
2580,full_fixed_box,upper,0.422151211869,0,-0.3,57,111.787220744,MODEL-INFERRED,0.13130205476,0.0668750319795,0.0217322916654
2581,full_fixed_box,upper,0.586272940191,0,-0.6,54,97.3203523786,MODEL-INFERRED,0.178476325605,0.089793190815,0.0297767076044
2582,full_fixed_box,upper,0.937120616515,0.6,-1.05,57,52.8134142837,MODEL-INFERRED,0.411343977443,0.19905016333,0.0689360652418
2583,full_fixed_box,upper,0.399266537046,0,0,54,130.711468044,MODEL-INFERRED,0.12508112181,0.0647254293776,0.0205635808207
2584,full_fixed_box,upper,1.32004403169,0.6,-1.35,63,43.8946326435,MODEL-INFERRED,0.548349422867,0.264441475048,0.0929162097673
2585,full_fixed_box,upper,0.29984178652,-0.15,0.45,53,169.517674136,MODEL-INFERRED,0.081115142293,0.0436857810401,0.0132745188732
2586,full_fixed_box,upper,0.808900938574,0.6,-0.45,63,73.8437632404,MODEL-INFERRED,0.381040668357,0.187624840914,0.0626933336457
2587,full_fixed_box,upper,0.667853753585,-0.15,-1.05,61,78.6586225056,MODEL-INFERRED,0.168354530719,0.0845050634477,0.0285832049372
2588,full_fixed_box,upper,0.767357759675,0,-0.75,55,89.0488071194,MODEL-INFERRED,0.229899647385,0.11511150684,0.0385270441543
2589,full_fixed_box,upper,2.28434019057,0.75,-2.4,54,20.5562430433,MODEL-INFERRED,0.776587211159,0.378461422546,0.137847237055
2590,full_fixed_box,upper,1.482172628,0.75,-1.5,58,37.0139201252,MODEL-INFERRED,0.647516316262,0.310826385475,0.110192295936
2591,full_fixed_box,upper,0.60053524671,0.15,-0.6,57,87.6774217199,MODEL-INFERRED,0.206255610238,0.102904838779,0.0343114528099
2592,full_fixed_box,upper,0.318751969455,-0.45,0.45,55,193.498170286,MODEL-INFERRED,0.0644875646455,0.0355015177604,0.0106313269082
2593,full_fixed_box,upper,0.60798999922,0.15,-0.6,58,87.2386594986,MODEL-INFERRED,0.208815967081,0.104182249405,0.0347373784992
2594,full_fixed_box,upper,0.542585334431,0,-0.6,53,95.1177615228,MODEL-INFERRED,0.165176712377,0.0831020248898,0.027557821189
2595,full_fixed_box,upper,0.913469049674,-0.15,-1.95,52,47.567852931,MODEL-INFERRED,0.188328682968,0.0945328081038,0.033171070532
2596,full_fixed_box,upper,0.458915587915,0.15,-0.3,52,100.288361267,MODEL-INFERRED,0.161035932734,0.0813359439544,0.026576272763
2597,full_fixed_box,upper,0.329410021191,0.15,1.5,58,208.416790315,MODEL-INFERRED,0.0978240935199,0.0573388625074,0.0157930728539
2598,full_fixed_box,upper,0.459685994562,0.3,0,55,105.206907839,MODEL-INFERRED,0.181499559837,0.0924584760841,0.0296750150981
2599,full_fixed_box,upper,0.37208098601,-0.15,0.75,61,190.347530213,MODEL-INFERRED,0.0978314135724,0.0540144187704,0.0159516543633
2600,full_fixed_box,upper,2.24342133131,0.3,-2.55,54,24.5077341775,MODEL-INFERRED,0.550738477074,0.274111689139,0.0991379954419
2601,full_fixed_box,upper,0.815621775111,0.45,-0.75,63,68.2394380578,MODEL-INFERRED,0.340722790051,0.16689487451,0.0566554713602
2602,full_fixed_box,upper,1.05578637844,0.15,-1.35,58,58.8479787595,MODEL-INFERRED,0.32379107975,0.159117619902,0.0552439122584
2603,full_fixed_box,upper,0.701790470006,0.45,0,59,98.8823053043,MODEL-INFERRED,0.306554909989,0.155186104349,0.0500067395659
2604,full_fixed_box,upper,1.11818339615,0,-1.65,63,51.1130911608,MODEL-INFERRED,0.284170486163,0.140824490039,0.0492245199629
2605,full_fixed_box,upper,0.582853692068,0.6,0.15,64,98.6255628477,MODEL-INFERRED,0.278530570741,0.141570936332,0.0452135852136
2606,full_fixed_box,upper,0.792668758759,0.45,-0.6,58,71.7465371643,MODEL-INFERRED,0.336468540307,0.165603165657,0.0556998226551
2607,full_fixed_box,upper,0.446296955825,-0.3,-0.45,57,120.157621542,MODEL-INFERRED,0.104917173973,0.0541509622679,0.0175497857922
2608,full_fixed_box,upper,0.515142712973,0.3,0.15,62,120.983883087,MODEL-INFERRED,0.203029749489,0.104390955367,0.0330988060494
2609,full_fixed_box,upper,1.52971973255,0.6,-1.8,52,33.6925928193,MODEL-INFERRED,0.571953485761,0.276188022823,0.0987578940539
2610,full_fixed_box,upper,0.939211165547,0.3,-1.35,51,51.8518550721,MODEL-INFERRED,0.321774052724,0.156973072429,0.0547572574468
2611,full_fixed_box,upper,0.502332286495,-0.15,-0.6,47,99.7552497804,MODEL-INFERRED,0.134206111936,0.0681587529256,0.0224628546331
2612,full_fixed_box,upper,1.3723678811,0.45,-1.65,59,40.0919177928,MODEL-INFERRED,0.486304660758,0.235759407263,0.0835842095035
2613,full_fixed_box,upper,0.757246998646,0.75,0,61,83.4835868611,MODEL-INFERRED,0.393727563312,0.197441723845,0.0639921393289
2614,full_fixed_box,upper,0.776965557462,0.3,-0.9,53,69.9834081136,MODEL-INFERRED,0.28774240415,0.141278443035,0.0481841529351
2615,full_fixed_box,upper,0.411565539996,0.3,0.75,54,146.891493819,MODEL-INFERRED,0.155404957881,0.0836753770499,0.0251191001763
2616,full_fixed_box,upper,0.188578212712,-0.15,0.6,50,173.528749344,MODEL-INFERRED,0.0503816883852,0.0274608244579,0.00822864088451
2617,full_fixed_box,upper,0.78861635938,0.45,-0.75,56,69.2739304853,MODEL-INFERRED,0.329441383797,0.161368948637,0.0547795962864
2618,full_fixed_box,upper,0.70948617586,0.6,-0.3,57,76.8720466967,MODEL-INFERRED,0.337220578146,0.167144685799,0.0552713275933
2619,full_fixed_box,upper,0.647545910488,0.15,-0.9,51,76.2345886394,MODEL-INFERRED,0.214671167249,0.106175668849,0.0360415083099
2620,full_fixed_box,upper,0.412133340816,-0.15,-0.45,51,112.715757314,MODEL-INFERRED,0.111492980921,0.0569465033219,0.0185841339527
2621,full_fixed_box,upper,1.06753243624,0,-1.65,53,54.5828192573,MODEL-INFERRED,0.271298261487,0.134445486716,0.0469947701776
2622,full_fixed_box,upper,0.342991131155,0.15,1.05,60,179.222682474,MODEL-INFERRED,0.111150749073,0.0620241971273,0.0179690032874
2623,full_fixed_box,upper,0.415009450861,-0.3,-0.3,54,128.286444786,MODEL-INFERRED,0.0984407210776,0.0511439042703,0.0164034733185
2624,full_fixed_box,upper,0.379877077982,0.3,1.2,57,173.164644695,MODEL-INFERRED,0.133994230117,0.0753870681949,0.0215893576972
2625,full_fixed_box,upper,0.359234535561,-0.3,0.15,56,158.400557718,MODEL-INFERRED,0.0856718346467,0.0456435999655,0.0141386956751
2626,full_fixed_box,upper,0.541016303908,-0.3,-0.75,51,104.854338527,MODEL-INFERRED,0.123612982859,0.0631351377283,0.0208553988337
2627,full_fixed_box,upper,0.226775851922,-1.35,0.45,54,263.751843339,MODEL-INFERRED,0.0155243758014,0.00935685731858,0.00263578332094
2628,full_fixed_box,upper,1.18880983906,0,-1.65,60,52.7100095862,MODEL-INFERRED,0.302119197158,0.149719214143,0.0523336277897
2629,full_fixed_box,upper,0.39669954321,-0.6,-0.45,50,136.587126635,MODEL-INFERRED,0.068421631716,0.0361734301776,0.0115366766522
2630,full_fixed_box,upper,1.06148745779,0.45,-1.65,52,39.4314710677,MODEL-INFERRED,0.37614280046,0.182353184822,0.0646500047685
2631,full_fixed_box,upper,0.55312281135,0,-0.45,55,103.655770278,MODEL-INFERRED,0.170502563032,0.0862708136871,0.0283288614232
2632,full_fixed_box,upper,0.365468748604,-0.15,0.6,57,179.480003973,MODEL-INFERRED,0.0976408268055,0.053219685381,0.0159472880961
2633,full_fixed_box,upper,0.664260883439,0.3,-0.75,54,70.4234887867,MODEL-INFERRED,0.250821374923,0.123632587989,0.041802314404
2634,full_fixed_box,upper,0.273340812723,-0.15,0.45,53,166.81001638,MODEL-INFERRED,0.0739459272032,0.0398246923236,0.0121012745402
2635,full_fixed_box,upper,0.64510072739,0.3,-0.6,57,78.3442206491,MODEL-INFERRED,0.24751056857,0.122587028651,0.0410674943005
2636,full_fixed_box,upper,0.497207146934,0.45,0.15,58,105.239410895,MODEL-INFERRED,0.216798357014,0.110772658773,0.0352625346985
2637,full_fixed_box,upper,0.991174065766,-0.15,-1.5,52,60.900935105,MODEL-INFERRED,0.228966997569,0.114489764317,0.0395408645983
2638,full_fixed_box,upper,0.437986167198,0,-0.3,51,112.236664759,MODEL-INFERRED,0.136227214544,0.069383524468,0.0225474731881
2639,full_fixed_box,upper,0.261205902727,0.15,1.65,57,207.003053547,MODEL-INFERRED,0.0748919984133,0.0446995896617,0.0120926852768
2640,full_fixed_box,upper,0.640726016599,-0.15,-1.35,52,67.2488394735,MODEL-INFERRED,0.152853405225,0.0764623826543,0.0262394048347
2641,full_fixed_box,upper,0.212654350475,-0.6,0.9,49,234.920494846,MODEL-INFERRED,0.0349633717328,0.020258062716,0.00575888579004
2642,full_fixed_box,upper,0.670503509982,-0.3,-0.9,58,95.6941921532,MODEL-INFERRED,0.150255723583,0.0764436976507,0.0254712357235
2643,full_fixed_box,upper,0.732481516871,-0.15,-1.65,50,55.848768772,MODEL-INFERRED,0.163366512071,0.0817238478443,0.0283897879064
2644,full_fixed_box,upper,1.11577848948,0.75,-1.05,55,47.6369151823,MODEL-INFERRED,0.531924985502,0.256319533394,0.0889946191114
2645,full_fixed_box,upper,0.749075622398,0.45,-0.3,52,86.3816085562,MODEL-INFERRED,0.32486363646,0.161865749962,0.0533517159542
2646,full_fixed_box,upper,1.33910242872,0.6,-1.2,64,46.5838804761,MODEL-INFERRED,0.572714272255,0.276543705112,0.0964960592837
2647,full_fixed_box,upper,0.177120602968,-0.45,2.25,58,329.677804564,MODEL-INFERRED,0.0249840307036,0.0168215585993,0.00410367964225
2648,full_fixed_box,upper,1.49150106687,0.6,-1.65,60,37.5796648515,MODEL-INFERRED,0.579236803467,0.279345313334,0.0993597505807
2649,full_fixed_box,upper,0.492687916448,0.3,0.45,52,128.701039913,MODEL-INFERRED,0.191410916458,0.100532458333,0.0310524136912
2650,full_fixed_box,upper,0.509283119814,0.3,0.15,60,114.892982814,MODEL-INFERRED,0.200720347257,0.103203539701,0.0327223171026
2651,full_fixed_box,upper,0.558320198883,-0.3,-1.05,51,90.245791051,MODEL-INFERRED,0.122303717884,0.0620351222141,0.0208380084481
2652,full_fixed_box,upper,0.613623350784,-0.15,-0.75,55,94.4219494199,MODEL-INFERRED,0.161340251358,0.081547324322,0.0271248101128
2653,full_fixed_box,upper,1.33724116675,0.45,-1.5,57,44.5801171156,MODEL-INFERRED,0.490799619238,0.237833385799,0.083828980716
2654,full_fixed_box,upper,0.620979676393,0.3,-0.6,56,83.4495146584,MODEL-INFERRED,0.238255866485,0.118003360018,0.0395319339109
2655,full_fixed_box,upper,1.3471410256,0.45,-1.65,52,41.4650742276,MODEL-INFERRED,0.477365412342,0.23142567971,0.0820477652276
2656,full_fixed_box,upper,0.850358591087,0.6,-0.6,50,65.6992533444,MODEL-INFERRED,0.395593838982,0.193686045308,0.0653577968929
2657,full_fixed_box,upper,0.353852497308,-0.45,-0.15,54,144.882152414,MODEL-INFERRED,0.072624422293,0.0384542504076,0.0121053539064
2658,full_fixed_box,upper,0.420734161661,0.3,0.45,55,129.1172574,MODEL-INFERRED,0.163456640157,0.0858503692993,0.0265174176303
2659,full_fixed_box,upper,0.742623507358,0.15,-1.35,51,56.5971508937,MODEL-INFERRED,0.22774954499,0.111920827345,0.038857697655
2660,full_fixed_box,upper,0.404837559459,0,-0.15,58,118.815181381,MODEL-INFERRED,0.126598181269,0.0649635574661,0.0208800259093
2661,full_fixed_box,upper,0.678082550589,0,-0.9,54,76.9271709474,MODEL-INFERRED,0.199250408271,0.0993764022388,0.0335498963641
2662,full_fixed_box,upper,0.402310669098,0.15,0.3,55,137.471430573,MODEL-INFERRED,0.141172964164,0.0738681136133,0.023014639835
2663,full_fixed_box,upper,0.697674626316,0.45,-0.3,54,85.3809032662,MODEL-INFERRED,0.302571742283,0.150758646045,0.0496907620254
2664,full_fixed_box,upper,0.516515699222,0.15,-0.75,55,80.3625223857,MODEL-INFERRED,0.174586413581,0.086687826753,0.0291725979002
2665,full_fixed_box,upper,0.660798783351,0.15,-0.45,64,93.4951764231,MODEL-INFERRED,0.229807965701,0.115309555686,0.0380715504218
2666,full_fixed_box,upper,0.674759691716,-0.3,-1.5,51,66.738430143,MODEL-INFERRED,0.135451859744,0.0684413872187,0.0234740853959
2667,full_fixed_box,upper,0.838900491899,0.3,-0.9,57,67.1681445137,MODEL-INFERRED,0.310679465857,0.152540295021,0.052025098424
2668,full_fixed_box,upper,1.31090249105,0.75,-1.2,54,42.2122425102,MODEL-INFERRED,0.608915952781,0.292790540589,0.10242381179
2669,full_fixed_box,upper,1.21752098467,0.15,-1.65,57,46.5805147469,MODEL-INFERRED,0.349083151261,0.171551825069,0.0602932485559
2670,full_fixed_box,upper,0.791871774104,-0.15,-1.2,53,74.8526701833,MODEL-INFERRED,0.19449697803,0.0974179884119,0.033199320626
2671,full_fixed_box,upper,0.493910840495,-0.75,-0.75,53,129.05113267,MODEL-INFERRED,0.0699500529724,0.0370958219353,0.0119491178357
2672,full_fixed_box,upper,1.81582783911,0.3,-1.95,53,35.9742952559,MODEL-INFERRED,0.537628541548,0.26317815353,0.0938722312396
2673,full_fixed_box,upper,1.08113456895,0,-2.1,55,39.5141160695,MODEL-INFERRED,0.243230049137,0.121304274327,0.0430111033085
2674,full_fixed_box,upper,3.03059322079,0.75,-2.4,57,20.4211388046,MODEL-INFERRED,1.03028434522,0.502097991461,0.182879460708
2675,full_fixed_box,upper,0.484565200752,0.15,0,56,115.342903418,MODEL-INFERRED,0.171264589479,0.087885653898,0.0280744870178
2676,full_fixed_box,upper,1.1409330633,0.3,-1.05,57,59.3404671914,MODEL-INFERRED,0.413036676225,0.202184552182,0.069516282211
2677,full_fixed_box,upper,0.538704895131,0.45,0,55,99.4999035948,MODEL-INFERRED,0.235316148759,0.119123182263,0.0383859236411
2678,full_fixed_box,upper,1.5274070046,0.75,-1.5,53,36.5019701309,MODEL-INFERRED,0.667277844946,0.320312485482,0.113555250911
2679,full_fixed_box,upper,0.62280373437,0,-0.75,57,87.1819633426,MODEL-INFERRED,0.186591400316,0.0934269256091,0.0312693612217
2680,full_fixed_box,upper,0.737354209249,0.45,-0.3,60,87.5594584728,MODEL-INFERRED,0.319780223269,0.15933290111,0.0525168770057
2681,full_fixed_box,upper,0.534736897371,0.45,-0.3,60,84.5363364919,MODEL-INFERRED,0.231907924694,0.115549867513,0.0380857822704
2682,full_fixed_box,upper,0.620538377762,-0.45,-0.9,52,95.4808521687,MODEL-INFERRED,0.11967379261,0.0615888976615,0.020364898553
2683,full_fixed_box,upper,1.28224286117,0.6,-1.65,61,36.7257105102,MODEL-INFERRED,0.497969644588,0.240153052371,0.0854195372029
2684,full_fixed_box,upper,1.47366241553,0.6,-1.65,60,35.8552262146,MODEL-INFERRED,0.572309015343,0.276004287466,0.0981713880734
2685,full_fixed_box,upper,1.41432920889,0.75,-1.05,56,47.6011829701,MODEL-INFERRED,0.674253044867,0.324903380289,0.112807058416
2686,full_fixed_box,upper,0.852973343525,0.3,-1.2,58,57.6272402096,MODEL-INFERRED,0.300869710494,0.146962387033,0.0509104121145
2687,full_fixed_box,upper,0.617037999873,0.45,0.3,62,110.076249524,MODEL-INFERRED,0.2676007635,0.13812966779,0.0434126212132
2688,full_fixed_box,upper,0.715861047431,0.15,-0.75,53,80.6598210076,MODEL-INFERRED,0.241966726436,0.120144341309,0.0404315425854
2689,full_fixed_box,upper,0.440580596985,0.3,0,53,107.671682894,MODEL-INFERRED,0.173956103453,0.0886157313283,0.0284416667511
2690,full_fixed_box,upper,1.50451647274,0.3,-1.5,57,46.9309399242,MODEL-INFERRED,0.499119939981,0.243388538047,0.0854456579385
2691,full_fixed_box,upper,0.659985197478,0.15,-0.75,55,80.4900059494,MODEL-INFERRED,0.223080244836,0.110766589563,0.0372756971668
2692,full_fixed_box,upper,0.469653081331,0.15,-0.15,53,102.906472807,MODEL-INFERRED,0.165695359615,0.0843179262119,0.0272490389345
2693,full_fixed_box,upper,0.748299622234,0.3,-0.75,55,76.6664452453,MODEL-INFERRED,0.282553955506,0.139273922633,0.0470909199336
2694,full_fixed_box,upper,1.20813018879,0.6,-1.35,61,43.9343176289,MODEL-INFERRED,0.501860146985,0.242022024647,0.0850387376125
2695,full_fixed_box,upper,0.651297688102,-0.15,-1.65,56,59.4802536357,MODEL-INFERRED,0.145259954243,0.0726660699797,0.0252432352261
2696,full_fixed_box,upper,0.578469874577,0,-0.3,61,116.052875259,MODEL-INFERRED,0.17992198296,0.0916382335851,0.0297795568992
2697,full_fixed_box,upper,0.324553030073,-0.15,0.45,54,166.120016401,MODEL-INFERRED,0.0878001879641,0.0472861130272,0.0143685287266
2698,full_fixed_box,upper,0.941390998486,0.9,0.15,61,80.3124706818,MODEL-INFERRED,0.526099973676,0.265438625419,0.0851415651798
2699,full_fixed_box,upper,0.347493405576,-0.3,0,59,146.609145723,MODEL-INFERRED,0.0830211489139,0.04382263865,0.0137411392829
2700,full_fixed_box,upper,0.639789837582,0,-1.05,52,75.9019384698,MODEL-INFERRED,0.183772422152,0.091380117112,0.0311006783837
2701,full_fixed_box,upper,0.800331764694,0.15,-1.05,52,68.7687331202,MODEL-INFERRED,0.25935794565,0.12789046497,0.0437649419844
2702,full_fixed_box,upper,0.425141735553,-0.15,-0.3,55,118.204531901,MODEL-INFERRED,0.116047999589,0.0596645942589,0.0192694027046
2703,full_fixed_box,upper,0.353385827682,-0.15,0,52,133.720777469,MODEL-INFERRED,0.0971579669063,0.0507514136358,0.0160244076649
2704,full_fixed_box,upper,0.350559969296,-0.15,0.15,50,156.88618672,MODEL-INFERRED,0.096207610005,0.0507237308988,0.015821595227
2705,full_fixed_box,upper,0.761976602963,0,-1.05,50,73.2272269078,MODEL-INFERRED,0.218869193795,0.108831849344,0.0370402714652
2706,full_fixed_box,upper,0.521801363033,0.45,-0.3,50,85.7302660777,MODEL-INFERRED,0.226297964099,0.112754662457,0.0371644694776
2707,full_fixed_box,upper,0.400072204534,0.3,0.45,54,135.175507868,MODEL-INFERRED,0.155429400159,0.0816343183783,0.0252151660042
2708,full_fixed_box,upper,0.987734956469,0.3,-1.2,58,61.5377953215,MODEL-INFERRED,0.348404241063,0.170181035621,0.0589537692771
2709,full_fixed_box,upper,0.910224014982,0.15,-1.35,56,58.0737969536,MODEL-INFERRED,0.279149667627,0.137179908549,0.0476273767556
2710,full_fixed_box,upper,0.499834992881,-0.3,-0.6,59,109.898012028,MODEL-INFERRED,0.116043479225,0.0595538909942,0.019491435684
2711,full_fixed_box,upper,0.866485643256,0.6,-0.75,53,62.7790798911,MODEL-INFERRED,0.396705695846,0.19330135315,0.065833606405
2712,full_fixed_box,upper,0.857546483917,0,-1.2,55,69.1610823583,MODEL-INFERRED,0.240002204113,0.119084428568,0.0408352272656
2713,full_fixed_box,upper,0.765647472934,0.45,-0.75,58,66.1365965724,MODEL-INFERRED,0.319846221783,0.156668989001,0.0531841103297
2714,full_fixed_box,upper,0.738512031385,0.15,-1.35,55,57.8087192902,MODEL-INFERRED,0.226488627751,0.111301186587,0.038642565103
2715,full_fixed_box,upper,1.00470605274,0.15,-1.35,60,57.1169457096,MODEL-INFERRED,0.308125643872,0.151419301364,0.0525711395377
2716,full_fixed_box,upper,0.803383714133,0.15,-0.75,56,82.4381792048,MODEL-INFERRED,0.271550083746,0.134833439394,0.0453747874213
2717,full_fixed_box,upper,1.00159757163,0.45,-1.05,51,57.2129889225,MODEL-INFERRED,0.401151315175,0.195137606326,0.0673613886288
2718,full_fixed_box,upper,1.37657182205,0.3,-1.8,53,39.7574433049,MODEL-INFERRED,0.424489076008,0.207354090111,0.0736095563378
2719,full_fixed_box,upper,0.484620597783,-0.3,-0.9,51,98.7660866769,MODEL-INFERRED,0.108600503203,0.0552512998078,0.0184098745179
2720,full_fixed_box,upper,1.36164533476,0.3,-1.5,58,47.4536080571,MODEL-INFERRED,0.451722762812,0.220275997885,0.0773316102653
2721,full_fixed_box,upper,0.661956987217,0,-0.6,54,97.6392491536,MODEL-INFERRED,0.201516465605,0.101384911344,0.0336206880853
